	feature_id_timar	feature_mz_timar	feature_rt_timar	candidate_structure_molecular_formula_timar	candidate_library_timar	candidate_count_similarity_peaks_matched_timar	candidate_score_similarity_timar	candidate_structure_exact_mass_timar	candidate_structure_xlogp_timar	candidate_structure_inchikey_no_stereo_timar	candidate_structure_smiles_no_stereo_timar	candidate_structure_tax_cla_chemontid_timar	candidate_structure_tax_cla_03cla_timar	candidate_structure_tax_cla_04dirpar_timar	candidate_structure_tax_npc_01pat_timar	candidate_structure_tax_npc_02sup_timar	candidate_structure_tax_npc_03cla_timar	candidate_structure_organism_occurrence_closest_timar	candidate_structure_organism_occurrence_reference_timar	candidate_structure_error_mz_timar	candidate_structure_error_rt_timar	rank_initial_timar	rank_final_timar	score_initial_timar	score_biological_timar	score_chemical_timar	score_final_timar	first_score_final_timar
483	484	98.09707928939224	4.367017	C6H11N|C6H11N	ISDB|ISDB	3|2	0|0	97.08915|97.08915	|	AILKHAQXUAOOFU|DUJMVKJJUANUMQ	CCCCCC#N|CC(C)CCC#N	|	|	|	|	|	|	|	|	-0.000674648000000389|-0.000674648000000389	|	1|1	1|1	0|0	0|0	0|0	0|0	0
484	485	144.10424149736636	4.368578	C7H13NO2|C7H13NO2|C7H13NO2	ISDB|ISDB|ISDB	150|48|70	0.305943250656128|0.249488115310669|0.108247645199299	143.09463|143.09463|143.09463	0.5553|0.4128|-0.7675	BPSLZWSRHTULGU|AYIXGVABNMIOLK|MVUIPZFMWQBRCM	CN1CCCCC1C(=O)O|CN1CCCC(C(=O)O)C1|OC1CC2CC(O)C(C1)N2	0002404|0002411|0000492	Carboxylic acids and derivatives|Piperidines|Tropane alkaloids	Alpha amino acids|Piperidinecarboxylic acids|Tropane alkaloids	Alkaloids|Alkaloids|Alkaloids	Ornithine alkaloids|Lysine alkaloids|Ornithine alkaloids	Pyrrolidine alkaloids|notClassified|Tropane alkaloids	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/0305-1978(93)90078-6|10.1016/S0031-9422(98)00016-8|10.1016/S0031-9422(96)00865-5 $ 10.1021/JF010567E $ 10.1248/CPB.50.185	-0.00229534400000375|-0.00229534400000375|-0.00229534400000375	||	1|2|14	1|2|3	0.305943250656128|0.249488115310669|0.108247645199299	0.4|0.4|0.4	1|0.75|1	0.468347449918409|0.407987529928381|0.402448914766133	0.468347449918409
485	486	280.2287263694692	4.367017	C17H29NO2|C17H29NO2|C17H29NO2	ISDB|ISDB|ISDB	30|44|302	0.115700840950012|0.112228594720364|0.095874086022377	279.21983|279.21983|279.21983	3.2287|2.6612|2.6596	MQYIKLXMSSMGLX|WARMWDVKZKPUTH|SSXVPIUBXLMMTO	CC1CC(CC(C)C2CCCCN3CCCC23)OC1=O|CCCCC=CC=CC=CC1CCC(O)C(CO)N1C|CCC=CCC(O)C=CC=CC1CCC(O)C(C)N1C	0001990|0000195|0000195	Pyrroloazepines|Piperidines|Piperidines	Pyrroloazepines|Piperidines|Piperidines	Alkaloids|Alkaloids|Alkaloids	Ornithine alkaloids|Lysine alkaloids|Lysine alkaloids	Stemona alkaloids|Piperidine alkaloids|Piperidine alkaloids	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1021/NP070099O $ 10.1021/NP070099O.S001 $ 10.1021/NP900030Y|10.1016/0031-9422(90)83058-9|10.1002/CHIN.197525445	-0.00159483200002342|-0.00159483200002342|-0.00159483200002342	||	1|2|4	1|2|3	0.115700840950012|0.112228594720364|0.095874086022377	0.4|0.4|0.4	1|0.75|0.75	0.404933313349704|0.362234356398279|0.35678285349895	0.404933313349704
486	487	559.4472478311327	4.367017	C39H58O2|C32H62O7	ISDB|ISDB	69|49	0.0389421693980694|0.057177696377039	558.44368|558.44955	10.2085|	BXSJJYBMAUOEPV|GZFGPGNMVBSMIZ	C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(OC(=O)CCc6ccccc6)C(C)(C)C5CCC43C)C12|CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC1OC(CO)C(O)C(O)C1O	0001553|	Prenol lipids|	Triterpenoids|	Terpenoids|	Triterpenoids|	Lupane triterpenoids|	Magnoliopsida|	10.1248/CPB.49.1477 $ 10.1016/S0031-9422(98)00069-7|	0.00375709600007212|0.00963032399988606	|	2|1	1|2	0.0389421693980694|0.057177696377039	0.4|0	1|0	0.379347089499056|0.0190592321256797	0.379347089499056
487	488	246.24309109350642	4.4119779999999995																									
488	489	189.07689090298646	4.41445	C12H12S|C8H12O5|C8H12O5	ISDB|ISDB|ISDB	2|5|5	0.0148218059912324|0|0	188.06597|188.06847|188.06847	3.1092|-1.4278|0.0718	BQJDNQQWNLQSGB|LSNUUAUXWJZSFD|CMGTZMRSJJKAPM	CSC=CC#CCc1ccccc1|COC(=O)C1=CC(O)C(O)C(O)C1|COC(=O)CCC(=O)CC(=O)OC	0002279|0002278|0001115	Benzene and substituted derivatives|Organooxygen compounds|Keto acids and derivatives	Benzene and substituted derivatives|Shikimic acids and derivatves|Gamma-keto acids and derivatives	|Shikimates and Phenylpropanoids|Fatty acids	|Phenolic acids (C6-C1)|Fatty esters	|Shikimic acids and derivatives|Wax monoesters	Magnoliopsida|Magnoliopsida|Eukaryota	10.1002/CBER.19630960126|10.3390/MOLECULES15042178 $ 10.3987/COM-09-11886|10.1021/NP000413D	-0.00365261599998235|-0.00115051599999561|-0.00115051599999561	||	8|11|11	1|2|3	0.0148218059912324|0|0	0.4|0.4|0.1	1|0.666|0.5	0.371306968363444|0.310866866866867|0.133133133133133	0.371306968363444
489	490	287.05520363632326	4.448131	C15H10O6|C15H10O6|C15H10O6	MassBank - 2023.11|MassBank - 2023.11|ISDB	3|7|5	0.236880496144295|0.165672555565834|0.00848790444433689	286.04774|286.04774|286.04774	2.2824|2.2824|2.2824	IQPNAANSBPBGFQ|IYRMWMYZSQPJKC|WJXXUIYFPVIHDH	O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12|O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12|O=c1cc(-c2c(O)cccc2O)oc2cc(O)cc(O)c12	0001615|0001136|0001615	Flavonoids|Flavonoids|Flavonoids	Flavones|Flavonols|Flavones	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Flavonoids|Flavonoids	Flavones|Flavonols|Flavones	Clematis|Anemoneae|Ranunculales	10.1515/ZNB-2007-0615|10.1007/S10600-010-9697-Z|10.1016/0031-9422(82)83078-1	-0.000200000000006639|-0.000200000000006639|-0.000185960000010255	||	1|2|35	1|2|3	0.236880496144295|0.165672555565834|0.00848790444433689	0.8|0.7|0.5	1|1|1	0.645526731947998|0.571740701705128|0.419245717897862	0.645526731947998
490	491	453.33645424388703	4.455273	C30H44O3|C30H44O3|C30H44O3	ISDB|ISDB|ISDB	126|131|139	0.242816299200058|0.225201681256294|0.211304515600204	452.32905|452.32905|452.32905	7.3619|7.3619|9.005	LNNTYNWJFLIALA|SHLWEZVZPAYIHX|DZPBFEXVCLRVDF	CC1(C(=O)O)CCC2(C)CCC3(C)C4=CCC5C(C)(C)C(=O)CCC5(C)C4=CCC3(C)C2C1|CC1=C2C3=CCC4C5(C)CCC(=O)C(C)(C)C5CCC4(C)C3(C)CCC2(C(=O)O)CCC1C|C=C(C)C(CC=C(C)CCC=C(C)CCC=C(C)C)CCC(=CCCc1ccoc1)C(=O)O	0001553|0001553|0001551	Prenol lipids|Prenol lipids|Prenol lipids	Triterpenoids|Triterpenoids|Diterpenoids	Terpenoids|Terpenoids|Terpenoids	Triterpenoids|Triterpenoids|Triterpenoids	Multiflorane triterpenoids|Ursane and Taraxastane triterpenoids|Acyclic triterpenoids	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1248/CPB.56.385 $ 10.1002/HLCA.200900379|10.1016/0031-9422(90)85284-M|10.1016/J.TET.2004.11.036	-0.000178731999994852|-0.000178731999994852|-0.000178732000108539	||	2|5|9	1|2|3	0.242816299200058|0.225201681256294|0.211304515600204	0.4|0.4|0.4	1|1|1	0.447305132766386|0.441433593451798|0.436801204899768	0.447305132766386
491	492	940.9072918823242	4.4635419999999995																									
492	493	941.1578475193132	4.4635419999999995																									
493	494	407.3311324379744	4.47659	C29H42O|C22H46O6|C29H42O	ISDB|ISDB|ISDB	48|12|60	0.108343780040741|0.00402417965233326|0.146219328045845	406.32357|406.32944|406.32357	7.8492|3.9826|7.5611	KULGJNLEWICRST|LAPRIVJANDLWOK|BGVRLHTZYLTSAD	CCC(C=CC(C)C1CCC2=C3C=CC4=CC(=O)CCC4(C)C3CCC21C)C(C)C|CCCCCCCCCCCCOCCOCCOCCOCCOCCO|C=C(C)C(C=CC(C)C1CC=C2C3=CC=C4CC(O)CCC4(C)C3CCC21C)CC	0002031|0003338|0001403	Steroids and steroid derivatives|Organooxygen compounds|Steroids and steroid derivatives	Stigmastanes and derivatives|Polyethylene glycols|Ergosterols and derivatives	Terpenoids|Fatty acids|Terpenoids	Steroids|Glycerolipids|Steroids	Stigmastane steroids|Monoacylglycerols|Stigmastane steroids	Magnoliopsida|Magnoliopsida|Eukaryota	10.5012/BKCS.2011.32.1.127|10.1038/SDATA.2014.29|10.1016/0039-128X(88)90051-7	-0.00025803599999108|0.0056151919998797|-0.00025803599999108	||	3|5|1	1|2|3	0.108343780040741|0.00402417965233326|0.146219328045845	0.4|0.4|0.1	0.75|0.5|0.75	0.360939418171738|0.284624676500728|0.223414450689956	0.360939418171738
494	495	439.3573343007206	4.476004	C30H46O2|C30H46O2|C30H46O2	ISDB|ISDB|ISDB	141|327|182	0.397618234157562|0.235216394066811|0.325595200061798	438.34978|438.34978|438.34978	8.0388|7.5561|7.412	OILYITYWDFELBV|YRHVBEUEHIVQFL|XEMZJOMDKONECD	C=C1C=CCC2C1(C)CCC1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C|CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)C(=O)CC(=O)C(C)(C)C5CCC43C)C2C1|C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)C(=O)CC(=O)C(C)(C)C5CCC43C)C12	0001205|0001553|0001553	Carboxylic acids and derivatives|Prenol lipids|Prenol lipids	Carboxylic acids|Triterpenoids|Triterpenoids	Terpenoids|Terpenoids|Terpenoids	Triterpenoids|Triterpenoids|Triterpenoids	Friedelane triterpenoids|Multiflorane triterpenoids $ Oleanane triterpenoids|Lupane triterpenoids	Magnoliopsida|Ranunculales|Magnoliopsida	10.1016/S0031-9422(00)89810-6|10.1021/NP50054A031|10.1016/S0031-9422(00)89705-8	-0.000243288000092434|-0.000243288000035591|-0.000243288000035591	||	4|26|8	1|2|3	0.397618234157562|0.235216394066811|0.325595200061798	0.4|0.5|0.4	1|1|1	0.49890577775222|0.494821881105353|0.474898099720299	0.49890577775222
495	496	303.050476114253	4.4789650000000005	C15H10O7|C15H10O7|C15H10O8	MassBank - 2023.11|MassBank - 2023.11|[1M+(H)1]1+ - O	8|7|	0.182260423898697|0.1355250030756|	302.04265|302.04265|318.03757	1.988|1.9825|1.6936	REFJWTPEDVJJIY|JKHRCGUTYDNCLE|IKMDFBPHZNJCSN	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12|[O-]c1c(O)cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc1O|O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12	0001136|0002993|0001136	Flavonoids|Flavonoids|Flavonoids	Flavonols|7-hydroxyflavonoids|Flavonols	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Flavonoids|Flavonoids	Flavonols|Anthocyanidins|Flavonols	Anemoneae|Ranunculaceae|Ranunculaceae	10.1007/S10600-010-9697-Z|10.1016/0031-9422(95)00808-X|10.1039/CT9028100585	-0.000570900000013808|-0.00111950000001571|-0.000536114253009146	||	1|2|40	1|2|3	0.182260423898697|0.1355250030756|0	0.7|0.6|0.6	1|1|1	0.577269991149415|0.511641467491666|0.466466466466466	0.577269991149415
496	497	85.02958744510161	4.4868255																									
497	498	171.06579532179126	4.487	C8H10O4|C8H10O4|C8H10O4	ISDB|ISDB|ISDB	11|11|8	0.046954058110714|0.0443872734904289|0.0250466428697109	170.05791|170.05791|170.05791	-0.1904|0.1235|1.115	IJZJQOKHINBQCY|MTVWFVDWRVYDOR|GXAVBFNRWXCOPY	COC(=O)C1(O)C=CCCC1=O|OCC(O)c1ccc(O)c(O)c1|COc1cc(O)cc(OC)c1O	0004325|0000135|0000190	Organooxygen compounds|Phenols|Phenols	Cyclohexenones|Catechols|Methoxyphenols	|Alkaloids|Shikimates and Phenylpropanoids	|Tyrosine alkaloids|notClassified	|Phenylethylamines|notClassified	Magnoliopsida|Magnoliopsida|Ranunculales	10.1021/NP060204E $ 10.1055/S-2006-951771|10.3390/IJMS19041049 $ 10.1021/JF0602267 $ 10.1002/JSFA.2449|10.1016/J.PHYTOCHEM.2004.08.007	-0.000615199999998595|-0.000615199999998595|-0.000615199999998595	||	9|12|32	1|2|3	0.046954058110714|0.0443872734904289|0.0250466428697109	0.4|0.4|0.5	1|1|0.5	0.382017719069938|0.381162124196509|0.341682214289904	0.382017719069938
498	499	475.12512399063525	4.4895	C21H24O11|C23H22O11|C23H22O11	[1M+(Na)1]1+|ISDB|ISDB	|185|151	|0.191497385501862|0.157115742564201	452.13186|474.11621|474.11621	-1.3313|1.1092|1.3539	KXDYPPVOPZKXMX|PYLIKGWSQOZMEX|APRVHMRKRPHQLM	O=c1cc(CO)oc2c3c(cc(O)c12)OCC(COC1OC(CO)C(O)C(O)C1O)=CC3|COc1cc(-c2coc3cc(O)c(OC4OC(C)C(O)C(O)C4O)cc3c2=O)cc2c1OCO2|CC(=O)OC1C(O)C(C)OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C1O	0002207|0000507|0003531	Organooxygen compounds|Isoflavonoids|Flavonoids	O-glycosyl compounds|Isoflavonoid O-glycosides|Flavonoid-3-O-glycosides	Polyketides|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Chromanes|Isoflavonoids|Flavonoids	Chromones|Isoflavones|Flavonols	Ranunculaceae|Magnoliopsida|Magnoliopsida	10.1002/HLCA.19910740318|10.1080/1028602021000049104|10.1016/J.BMCL.2010.11.126 $ 10.1021/NP030556A $ 10.1016/0031-9422(91)83656-6 $ 10.1016/J.PHYTOCHEM.2008.04.009 $ 10.1021/NP0603119 $ 10.1248/BPB.28.495	-0.00404399063523897|-0.00161247600004799|-0.00161247600004799	||	52|2|4	1|2|3	0|0.191497385501862|0.157115742564201	0.6|0.4|0.4	1|0.75|0.75	0.466466466466466|0.388657286658779|0.377196739012892	0.466466466466466
499	500	497.1052374988392	4.4883227	C25H20O11|C25H20O11	ISDB|ISDB	2|2	0|0.020252738147974	496.10056|496.10056	0.75332|	RWBBKZZLQYYQTA|BIFAXIVOTDIMRT	COC1=CC(=O)C2=C(C1=O)C(O)C1OC3(CCc4cc5cc(C)oc(=O)c5c(O)c4O3)C(O)C1=C2O|COC(=O)CC(c1ccc(O)c(O)c1)c1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc12	0003543|	Benzopyrans|	Pyranochromenes|	Shikimates and Phenylpropanoids|	Coumarins|	Isocoumarins|	|	|	0.00263745999990306|0.00263745999990306	|	2|1	1|2	0|0.020252738147974	0|0	1|0	0.166166166166166|0.00675091271599133	0.166166166166166
500	501	144.10273987815827	4.492308599999999	C7H13NO2|C7H13NO2|C7H13NO2	ISDB|ISDB|ISDB	150|70|60	0.305943250656128|0.108247645199299|0.215059220790863	143.09463|143.09463|143.09463	0.5553|-0.7675|0.7546	BPSLZWSRHTULGU|MVUIPZFMWQBRCM|ZJAGBNLNDKYYNL	CN1CCCCC1C(=O)O|OC1CC2CC(O)C(C1)N2|CC=C(C)CC(N)C(=O)O	0002404|0000492|0004146	Carboxylic acids and derivatives|Tropane alkaloids|Carboxylic acids and derivatives	Alpha amino acids|Tropane alkaloids|L-alpha-amino acids	Alkaloids|Alkaloids|Amino acids and Peptides $ Shikimates and Phenylpropanoids	Ornithine alkaloids|Ornithine alkaloids|Small peptides	Pyrrolidine alkaloids|Tropane alkaloids|Aminoacids	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/0305-1978(93)90078-6|10.1016/S0031-9422(96)00865-5 $ 10.1021/JF010567E $ 10.1248/CPB.50.185|10.1016/S0031-9422(00)84836-0	-0.0007953440000108|-0.0007953440000108|-0.0007953440000108	||	1|14|9	1|2|3	0.305943250656128|0.108247645199299|0.215059220790863	0.4|0.4|0.4	1|1|0.75	0.468347449918409|0.402448914766133|0.396511231755112	0.468347449918409
501	502	262.23825104225904	4.5183349999999995	C14H31NO3	ISDB	11	0.0355293899774551	261.23039		QDBLJDVWLXPWOQ	CCCCCCCCCCC(O)C(O)C(N)CO									-0.000630147999970632		1	1	0.0355293899774551	0	0	0.011843129992485	0.011843129992485
502	503	440.36176313832016	4.521227400000001	C28H45N3O	[1M+(H)1]1+			439.35626	6.84097	PNPKRBRRLBZIKE	CN(C)C(=N)NC=C1CCC2C(C)(CCC3C(C)(C)CCCC32C)C1CCc1ccoc1	0001757	Prenol lipids	Colensane and clerodane diterpenoids	Terpenoids	Sesterterpenoids	Cheilanthane sesterterpenoids	Eukaryota	10.1016/0041-0101(90)90132-Q	0.00177686167990032		1	1	0	0.1	1	0.216216216216216	0.216216216216216
503	504	191.1438395899594	4.5425863	C13H18O|C13H18O|C13H18O	ISDB|ISDB|ISDB	31|31|31	0.297473818063736|0.238968089222908|0.242294669151306	190.13577|190.13577|190.13577	3.1875|3.5025|3.4342	ZFNVDHOSLNRHNN|HQQPOVNESMNPNH|UWWCASOGCPOGJP	CC(C=O)Cc1ccc(C(C)C)cc1|CC(C)c1ccc(C(C)CC=O)cc1|CC(=O)C=CC1=C(C)C=CCC1(C)C	0000051|0000051|0001550	Prenol lipids|Prenol lipids|Prenol lipids	Aromatic monoterpenoids|Aromatic monoterpenoids|Sesquiterpenoids	Terpenoids|Terpenoids|Terpenoids	Monoterpenoids|Monoterpenoids|Apocarotenoids	Menthane monoterpenoids|Menthane monoterpenoids|Apocarotenoids (β-) $ Megastigmanes	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/J.JEP.2012.11.045 $ 10.3390/MOLECULES17078471|10.3390/MOLECULES17078471|10.1016/J.CHROMA.2004.03.057 $ 10.1002/HLCA.19720550603	-0.000758803999985958|-0.000758803999985958|-0.000758803999985958	||	2|9|8	1|2|3	0.297473818063736|0.238968089222908|0.242294669151306	0.4|0.4|0.4	1|1|0.75	0.465524305720945|0.446022396107336|0.405589714541927	0.465524305720945
504	505	579.1495079040183	4.5616959999999995	C30H26O12|C30H26O12|C30H26O12	ISDB|ISDB|ISDB	1691|352|1788	0.31849193572998|0.33696323633194|0.274088442325592	578.14243|578.14243|578.14243	2.0198|2.0616|2.0198	UTUISHMYVAZILQ|ZTDLEPCPWDWZOM|WPQRDUGBKUNFJW	O=C(C=Cc1ccc(O)cc1)OC1C(CO)OC(Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)C(O)C1O|O=C(C=Cc1ccc(O)cc1)OCC1OC(c2c(O)cc3oc(-c4ccc(O)cc4)cc(=O)c3c2O)C(O)C(O)C1O|O=C(C=Cc1ccc(O)cc1)OCC1OC(Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O	0003533|0001737|0003533	Flavonoids|Flavonoids|Flavonoids	Flavonoid-7-O-glycosides|Flavonoid C-glycosides|Flavonoid-7-O-glycosides	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Flavonoids|Flavonoids	Flavones|Flavones|Flavones	Clematis terniflora|Clematis|Ranunculales	10.1248/CPB.11.1225|10.3390/MOLECULES15020672|10.1016/J.BMC.2015.04.053	0.000202272000024095|0.000202272000024095|0.000202272000024095	||	2|1|11	1|2|3	0.31849193572998|0.33696323633194|0.274088442325592	0.9|0.8|0.5	1|1|1	0.722780595193277|0.67888764534388|0.507779230524947	0.722780595193277
505	506	191.17972138631268	4.5938907	C14H22|C14H22|C14H22	ISDB|ISDB|ISDB	26|29|15	0.308769106864929|0.363656133413315|0.196504548192024	190.17215|190.17215|190.17215	4.8114|4.6453|4.0249	JSNIXUNQFVQSSK|NIOHMVMTJUYICJ|CFEBVBFXLFAFIO	C=CCCC=CCCC=CC=C(C)C|C=CCCCC(C)C1=CC=C(C)CC1|CC1CCC2C1CC1C=CC2(C)CC1	0002842|0001401|0004149	Unsaturated hydrocarbons|Prenol lipids|Polycyclic hydrocarbons	Alkatetraenes|Menthane monoterpenoids|Polycyclic hydrocarbons	Fatty acids|Terpenoids|Terpenoids	Fatty acyls|Sesquiterpenoids|Sesquiterpenoids	Hydrocarbons|Bisabolane sesquiterpenoids|Rotundane sesquiterpenoids	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.14233/AJCHEM.2013.14387A|10.1016/S0031-9422(00)94221-3|10.1016/S0031-9422(01)00301-6	-0.000273295999988932|-0.000273295999988932|-0.000273295999988932	||	17|4|34	1|2|3	0.308769106864929|0.363656133413315|0.196504548192024	0.4|0.4|0.4	1|0.666|0.75	0.469289401988009|0.432085578004638|0.390326340888833	0.469289401988009
506	507	163.03961088855874	4.6516027	C18H16O8|C9H6O3|C9H6O3|C9H6O3|C9H6O3|C9H6O3|C9H6O3|C9H6O3	MassBank - 2023.11|ISDB|ISDB|ISDB|ISDB|ISDB|ISDB|ISDB	1|1|1|1|1|1|1|1	0|0|0|0|0|0|0|0	360.08452|162.03169|162.03169|162.03169|162.03169|162.03169|162.03169|162.03169	1.7613|1.4986|1.4986|1.4986|1.4986|1.4986|1.4986|1.4986	DOUMFZQKYFQNTF|ORHBXUUXSCNDEV|CDHSCTCRBLLCBJ|CJIJXIFQYOPWTF|DPTUTXWBBUARQB|MJKVTPMWOKAVMS|OWBBAPRUYLEWRR|VXIXUWQIVKSKSA	O=C(C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O|O=c1ccc2ccc(O)cc2o1|O=c1ccc2c(O)cccc2o1|O=c1ccc2cc(O)ccc2o1|O=c1ccc2cccc(O)c2o1|O=c1oc2ccccc2cc1O|O=c1cc(O)oc2ccccc12|O=c1cc(O)c2ccccc2o1	0000059|0002909|0002908|0002908|0002908|0002908|0000145|0002907	Cinnamic acids and derivatives|Coumarins and derivatives|Coumarins and derivatives|Coumarins and derivatives|Coumarins and derivatives|Coumarins and derivatives|Coumarins and derivatives|Coumarins and derivatives	Coumaric acids and derivatives|7-hydroxycoumarins|Hydroxycoumarins|Hydroxycoumarins|Hydroxycoumarins|Hydroxycoumarins|Coumarins and derivatives|4-hydroxycoumarins	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Polyketides|Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)|Coumarins|Coumarins|Coumarins|Coumarins|Coumarins|Chromanes|Coumarins	Cinnamic acids and derivatives|Simple coumarins|Simple coumarins|Simple coumarins|Simple coumarins|Simple coumarins|Chromones|Simple coumarins	Anemoneae|Ranunculaceae|Magnoliopsida|Magnoliopsida|Magnoliopsida|Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/J.BMCL.2013.12.006|10.1007/BF00579802 $ 10.1007/BF00563973|10.1021/NP010091T $ 10.1016/S0031-9422(00)88808-1|10.1071/CH9732257 $ 10.1590/S0103-50532010000900022|10.1016/J.JPBA.2015.01.023|10.1016/S0031-9422(98)00453-1 $ 10.1021/NP960456N $ 10.1016/S0031-9422(00)88808-1|10.1021/JF0259361|10.1002/JSSC.200500003 $ 10.1007/BF00630133 $ 10.1007/BF02098388	0.00010000000000332|-0.000629948000010927|-0.000629948000010927|-0.000629948000010927|-0.000629948000010927|-0.000629948000010927|-0.000629948000010927|-0.000629948000010927	|||||||	1|1|1|1|1|1|1|1	1|2|3|3|3|3|3|3	0|0|0|0|0|0|0|0	0.7|0.6|0.4|0.4|0.4|0.4|0.4|0.4	1|0.75|0.75|0.75|0.75|0.75|0.75|0.75	0.516516516516516|0.424924924924925|0.324824824824825|0.324824824824825|0.324824824824825|0.324824824824825|0.324824824824825|0.324824824824825	0.516516516516516
507	508	439.35702395450437	4.739214	C30H46O2|C30H46O2|C30H46O2	ISDB|ISDB|ISDB	246|279|156	0.459251493215561|0.279412418603897|0.368690848350525	438.34978|438.34978|438.34978	8.0388|7.5561|7.412	OILYITYWDFELBV|YRHVBEUEHIVQFL|XEMZJOMDKONECD	C=C1C=CCC2C1(C)CCC1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C|CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)C(=O)CC(=O)C(C)(C)C5CCC43C)C2C1|C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)C(=O)CC(=O)C(C)(C)C5CCC43C)C12	0001205|0001553|0001553	Carboxylic acids and derivatives|Prenol lipids|Prenol lipids	Carboxylic acids|Triterpenoids|Triterpenoids	Terpenoids|Terpenoids|Terpenoids	Triterpenoids|Triterpenoids|Triterpenoids	Friedelane triterpenoids|Multiflorane triterpenoids $ Oleanane triterpenoids|Lupane triterpenoids	Magnoliopsida|Ranunculales|Magnoliopsida	10.1016/S0031-9422(00)89810-6|10.1021/NP50054A031|10.1016/S0031-9422(00)89705-8	5.6711999889103e-05|5.67119999459465e-05|5.67119999459465e-05	||	4|20|8	1|2|3	0.459251493215561|0.279412418603897|0.368690848350525	0.4|0.5|0.4	1|1|1	0.51945019743822|0.509553889284382|0.489263315816541	0.51945019743822
508	509	440.3609600169444	4.7643	C28H45N3O	[1M+(H)1]1+			439.35626	6.84097	PNPKRBRRLBZIKE	CN(C)C(=N)NC=C1CCC2C(C)(CCC3C(C)(C)CCCC32C)C1CCc1ccoc1	0001757	Prenol lipids	Colensane and clerodane diterpenoids	Terpenoids	Sesterterpenoids	Cheilanthane sesterterpenoids	Eukaryota	10.1016/0041-0101(90)90132-Q	0.00257998305562523		1	1	0	0.1	1	0.216216216216216	0.216216216216216
