ATTRIBUTE_genus	ATTRIBUTE_localisation	ATTRIBUTE_species	Annotated Adduct Features ID	Best Ion	Correlated Features Group ID	G1	G2	G3	G4	G5	G6	GNPSGROUP:BK	GNPSGROUP:Clematis	GNPSGROUP:Clematis viticella	GNPSGROUP:cdhrc	GNPSGROUP:jbuf	GNPSGROUP:nan	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	MS2 Verification Comment	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	neutral M mass	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6402.73755	6402.73755	12102.122	703.3531	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"383","main.cluster index_upperinput":"383"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=106&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	3.1276	3.1276	0	N/A	N/A	12805.4751	2	383	106	 	2	379.0997	1	379.0997	12805.4751
Clematis	jbuf,cdhrc	Clematis viticella	19.0	[M-H2O+H]+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10277.1375	10277.1375	8391.855	12162.42	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"384","main.cluster index_upperinput":"384"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=83&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	InChI=1S/C26H32O11/c1-33-18-10-14(5-6-17(18)35-26-23(32)22(31)21(30)20(12-29)36-26)24-16(11-28)15-8-13(4-3-7-27)9-19(34-2)25(15)37-24/h3-6,8-10,16,20-24,26-32H,7,11-12H2,1-2H3/b4-3+/t16-,20?,21?,22?,23?,24-,26?/m1/s1	NCGC00180259-02!2-(hydroxymethyl)-6-[4-[(2S,3S)-3-(hydroxymethyl)-5-[(E)-3-hydroxyprop-1-enyl]-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenoxy]oxane-3,4,5-triol	0.765571	 	3.1445	3.1445	0	COC1=C2O[C@@H]([C@H](CO)C2=CC(\C=C\CO)=C1)C3=CC(OC)=C(OC4OC(CO)C(O)C(O)C4O)C=C3	CCMSLIB00000848475	20554.275	2	384	83	520.19395	2	503.1904	1	503.1904	20554.275
Clematis	jbuf,cdhrc	Clematis viticella	19.0	[M+NH4]+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73355.292	73355.292	39685.414	107025.17	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"385","main.cluster index_upperinput":"385"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=83&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	InChI=1S/C26H32O11/c1-33-18-10-14(5-6-17(18)35-26-23(32)22(31)21(30)20(12-29)36-26)24-16(11-28)15-8-13(4-3-7-27)9-19(34-2)25(15)37-24/h3-6,8-10,16,20-24,26-32H,7,11-12H2,1-2H3/b4-3+/t16-,20?,21?,22?,23?,24-,26?/m1/s1	NCGC00180259-02!2-(hydroxymethyl)-6-[4-[(2S,3S)-3-(hydroxymethyl)-5-[(E)-3-hydroxyprop-1-enyl]-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenoxy]oxane-3,4,5-triol	0.810305	 	3.1445	3.1445	0	COC1=C2O[C@@H]([C@H](CO)C2=CC(\C=C\CO)=C1)C3=CC(OC)=C(OC4OC(CO)C(O)C(O)C4O)C=C3	CCMSLIB00000848476	146710.584	2	385	83	520.19395	2	538.2280	1	538.2280	146710.584
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9763.10565	9763.10565	12188.287	7337.9243	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"386","main.cluster index_upperinput":"386"}	This Node is a Singleton	N/A	N/A	N/A	 	3.1558	3.1558	0	N/A	N/A	19526.2113	2	386	-1	 	2	1043.2651	1	1043.2651	19526.2113
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23490.6345	23490.6345	19688.457	27292.812	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"387","main.cluster index_upperinput":"387"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=135&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	3.1669	3.1669	0	N/A	N/A	46981.269	2	387	135	 	2	429.1730	1	429.1730	46981.269
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20219.2225	20219.2225	40438.445	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"388","main.cluster index_upperinput":"388"}	This Node is a Singleton	N/A	N/A	N/A	 	3.1681	3.1681	0	N/A	N/A	40438.445	1	388	-1	 	1	429.2094	1	429.2094	40438.445
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15523.907500000001	15523.907500000001	5760.241	25287.574	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"389","main.cluster index_upperinput":"389"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	3.1698	3.1698	0	N/A	N/A	31047.815000000002	2	389	7	 	2	424.2179	1	424.2179	31047.815000000002
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89882.725	89882.725	0.0	179765.45	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"390","main.cluster index_upperinput":"390"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	3.1715	3.1715	0	N/A	N/A	179765.45	1	390	5	 	1	485.1050	1	485.1050	179765.45
Clematis	jbuf,cdhrc	Clematis viticella	 	 	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3663625.1	3663625.1	623906.7	6703343.5	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"391","main.cluster index_upperinput":"391"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=21&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	3.1751	3.1751	0	N/A	N/A	7327250.2	2	391	21	 	2	463.1233	1	463.1233	7327250.2
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24623.9755	24623.9755	28889.873	20358.078	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"392","main.cluster index_upperinput":"392"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=83&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	3.1806	3.1806	0	N/A	N/A	49247.951	2	392	83	 	2	331.1532	1	331.1532	49247.951
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34327.8805	34327.8805	59254.89	9400.871	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"393","main.cluster index_upperinput":"393"}	This Node is a Singleton	N/A	N/A	N/A	 	3.1751	3.1751	0	N/A	N/A	68655.761	2	393	-1	 	2	545.1991	1	545.1991	68655.761
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13324.6095	13324.6095	19110.143	7539.076	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"394","main.cluster index_upperinput":"394"}	This Node is a Singleton	N/A	N/A	N/A	 	3.1806	3.1806	0	N/A	N/A	26649.219	2	394	-1	 	2	568.2758	1	568.2758	26649.219
Clematis	jbuf,cdhrc	Clematis viticella	 	 	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	273875.33499999996	273875.33499999996	302914.62	244836.05	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"395","main.cluster index_upperinput":"395"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=83&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	InChI=1S/C26H34O11/c1-33-17-6-5-14(10-18(17)35-26-23(32)22(31)21(30)20(12-29)36-26)24-16(11-28)15-8-13(4-3-7-27)9-19(34-2)25(15)37-24/h5-6,8-10,16,20-24,26-32H,3-4,7,11-12H2,1-2H3	NCGC00169315-02!2-(hydroxymethyl)-6-[5-[3-(hydroxymethyl)-5-(3-hydroxypropyl)-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenoxy]oxane-3,4,5-triol	0.819903	 	3.1806	3.1806	0	COC1=C2OC(C(CO)C2=CC(CCCO)=C1)C3=CC(OC4OC(CO)C(O)C(O)C4O)=C(OC)C=C3	CCMSLIB00000848553	547750.6699999999	2	395	83	 	2	540.2436	1	540.2436	547750.6699999999
BK,Clematis	nan,cdhrc	BK,Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	3158.0352	3487.80785	3487.80785	6975.6157	0.0	3158.0352	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"396","main.cluster index_upperinput":"396"}	This Node is a Singleton	N/A	N/A	N/A	 	3.1871	3.1871	0	N/A	N/A	10133.6509	2	396	-1	 	2	564.3592	1	564.3592	10133.6509
BK,Clematis	nan,jbuf,cdhrc	BK,Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	14.059160999999998	5792.91215	5792.91215	1050.1553	10535.669	14.059160999999998	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"397","main.cluster index_upperinput":"397"}	This Node is a Singleton	N/A	N/A	N/A	 	3.1923	3.1923	0	N/A	N/A	11599.883461	3	397	-1	 	3	207.1009	1	207.1009	11599.883461
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4517.79565	4517.79565	1543.7246	7491.8667	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"398","main.cluster index_upperinput":"398"}	This Node is a Singleton	N/A	N/A	N/A	 	3.2123	3.2123	0	N/A	N/A	9035.5913	2	398	-1	 	2	407.1313	1	407.1313	9035.5913
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6525.588049999999	6525.588049999999	2143.7341	10907.442	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"399","main.cluster index_upperinput":"399"}	This Node is a Singleton	N/A	N/A	N/A	 	3.2123	3.2123	0	N/A	N/A	13051.176099999999	2	399	-1	 	2	430.2078	1	430.2078	13051.176099999999
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71621.28	71621.28	143242.56	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"400","main.cluster index_upperinput":"400"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=11&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	3.2323	3.2323	0	N/A	N/A	143242.56	1	400	11	 	1	522.2911	1	522.2911	143242.56
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22645.799	22645.799	45291.598	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"401","main.cluster index_upperinput":"401"}	This Node is a Singleton	N/A	N/A	N/A	 	3.2323	3.2323	0	N/A	N/A	45291.598	1	401	-1	 	1	573.0851	1	573.0851	45291.598
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	208722.69	208722.69	388348.62	29096.76	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"402","main.cluster index_upperinput":"402"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	InChI=1S/C24H22O15/c25-9-4-12(28)17-13(5-9)37-22(8-1-2-10(26)11(27)3-8)23(19(17)33)39-24-21(35)20(34)18(32)14(38-24)7-36-16(31)6-15(29)30/h1-5,14,18,20-21,24-28,32,34-35H,6-7H2,(H,29,30)/t14-,18-,20+,21-,24+/m1/s1	Quercetin 3-O-malonylglucoside	0.872495	 	3.2345	3.2345	0	N/A	CCMSLIB00004706636	417445.38	2	402	5	 	2	551.1036	1	551.1036	417445.38
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27158.093699999998	27158.093699999998	51848.727	2467.4604	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"403","main.cluster index_upperinput":"403"}	This Node is a Singleton	N/A	N/A	N/A	 	3.2376	3.2376	0	N/A	N/A	54316.187399999995	2	403	-1	 	2	566.1148	1	566.1148	54316.187399999995
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19227.8865	19227.8865	23801.373	14654.4	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"404","main.cluster index_upperinput":"404"}	This Node is a Singleton	N/A	N/A	N/A	 	3.2407	3.2407	0	N/A	N/A	38455.773	2	404	-1	 	2	617.1477	1	617.1477	38455.773
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7900.1713	7900.1713	6214.7876	9585.555	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"405","main.cluster index_upperinput":"405"}	This Node is a Singleton	N/A	N/A	N/A	 	3.2512	3.2512	0	N/A	N/A	15800.3426	2	405	-1	 	2	547.2150	1	547.2150	15800.3426
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15668.389500000001	15668.389500000001	22475.002	8861.777	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"406","main.cluster index_upperinput":"406"}	This Node is a Singleton	N/A	N/A	N/A	 	3.2567	3.2567	0	N/A	N/A	31336.779000000002	2	406	-1	 	2	542.2602	1	542.2602	31336.779000000002
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44358.3806	44358.3806	87264.125	1452.6362	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"407","main.cluster index_upperinput":"407"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=11&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	 	4-(3-hydroxybutyl)-3,5,5-trimethylcyclohex-3-en-1-ol	0.745373	 	3.2610	3.2610	0	CC1=C(CCC(O)C)C(C)(C)CC(O)C1	CCMSLIB00003142434	88716.7612	2	407	11	 	2	213.1848	1	213.1848	88716.7612
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42958.986750000004	42958.986750000004	83940.02	1977.9535	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"408","main.cluster index_upperinput":"408"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=11&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	InChI=1S/C19H34O7/c1-10-7-12(21)8-19(3,4)13(10)6-5-11(2)25-18-17(24)16(23)15(22)14(9-20)26-18/h11-12,14-18,20-24H,5-9H2,1-4H3/t11?,12?,14-,15-,16+,17-,18-/m1/s1	NCGC00385079-01_C19H34O7_4-(4-Hydroxy-2,6,6-trimethyl-1-cyclohexen-1-yl)-2-butanyl beta-D-glucopyranoside	0.7922520000000001	 	3.2610	3.2610	0	CC(CCC/1=C(C)/CC(O)CC1(C)C)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O	CCMSLIB00000853549	85917.97350000001	2	408	11	 	2	375.2380	1	375.2380	85917.97350000001
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30911.538500000002	30911.538500000002	53283.082	8539.995	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"409","main.cluster index_upperinput":"409"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	3.2610	3.2610	0	N/A	N/A	61823.077000000005	2	409	19	 	2	380.1916	1	380.1916	61823.077000000005
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46296.729	46296.729	75909.06	16684.398	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"410","main.cluster index_upperinput":"410"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	3.2610	3.2610	0	N/A	N/A	92593.458	2	410	6	 	2	385.1470	1	385.1470	92593.458
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87047.05500000001	87047.05500000001	170547.17	3546.94	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"411","main.cluster index_upperinput":"411"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=11&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	3.2610	3.2610	0	N/A	N/A	174094.11000000002	2	411	11	 	2	524.3066	1	524.3066	174094.11000000002
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61354.73445	61354.73445	118884.88	3824.5889	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"412","main.cluster index_upperinput":"412"}	This Node is a Singleton	N/A	N/A	N/A	 	3.2610	3.2610	0	N/A	N/A	122709.4689	2	412	-1	 	2	529.2620	1	529.2620	122709.4689
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4771.371	4771.371	0.0	9542.742	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"413","main.cluster index_upperinput":"413"}	This Node is a Singleton	N/A	N/A	N/A	 	3.2811	3.2811	0	N/A	N/A	9542.742	1	413	-1	 	1	438.2708	1	438.2708	9542.742
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3586.5345	3586.5345	0.0	7173.069	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"414","main.cluster index_upperinput":"414"}	This Node is a Singleton	N/A	N/A	N/A	 	3.2811	3.2811	0	N/A	N/A	7173.069	1	414	-1	 	1	577.2262	1	577.2262	7173.069
Clematis	jbuf,cdhrc	Clematis viticella	21.0	[M+NH4]+	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11206.994999999999	11206.994999999999	12335.895	10078.095	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"415","main.cluster index_upperinput":"415"}	This Node is a Singleton	N/A	N/A	N/A	 	3.2832	3.2832	0	N/A	N/A	22413.989999999998	2	415	-1	392.20522	2	410.2391	1	410.2391	22413.989999999998
Clematis	jbuf,cdhrc	Clematis viticella	21.0	[M+Na]+	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47392.277	47392.277	50713.277	44071.277	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"416","main.cluster index_upperinput":"416"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	3.2832	3.2832	0	N/A	N/A	94784.554	2	416	6	392.20522	2	415.1944	1	415.1944	94784.554
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9561.3585	9561.3585	0.0	19122.717	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"417","main.cluster index_upperinput":"417"}	This Node is a Singleton	N/A	N/A	N/A	 	3.2927	3.2927	0	N/A	N/A	19122.717	1	417	-1	 	1	442.1933	1	442.1933	19122.717
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14444.1125	14444.1125	0.0	28888.225	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"418","main.cluster index_upperinput":"418"}	This Node is a Singleton	N/A	N/A	N/A	 	3.2927	3.2927	0	N/A	N/A	28888.225	1	418	-1	 	1	447.1487	1	447.1487	28888.225
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3788.38805	3788.38805	972.7468	6604.0293	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"419","main.cluster index_upperinput":"419"}	This Node is a Singleton	N/A	N/A	N/A	 	3.2979	3.2979	0	N/A	N/A	7576.7761	2	419	-1	 	2	647.1593	1	647.1593	7576.7761
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7152.318329999999	7152.318329999999	14119.258999999998	185.37766	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"420","main.cluster index_upperinput":"420"}	This Node is a Singleton	N/A	N/A	N/A	 	3.3087	3.3087	0	N/A	N/A	14304.636659999998	2	420	-1	 	2	492.2447	1	492.2447	14304.636659999998
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4772.3675	4772.3675	9544.735	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"421","main.cluster index_upperinput":"421"}	This Node is a Singleton	N/A	N/A	N/A	 	3.3197	3.3197	0	N/A	N/A	9544.735	1	421	-1	 	1	556.2602	1	556.2602	9544.735
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4274.339625	4274.339625	8490.425	58.25425	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"422","main.cluster index_upperinput":"422"}	This Node is a Singleton	N/A	N/A	N/A	 	3.3196	3.3196	0	N/A	N/A	8548.67925	2	422	-1	 	2	561.2159	1	561.2159	8548.67925
