row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,
4157,249.10999796620652,2.8939092,,,,,,,,,,,0,19462.41,0,0,21204.217,4487.6206,876.06836,3797.0786,0,0,0,0,0,2441.5159,1403.2659,26011.01,0,1412.187,
4159,434.2025916257316,2.9259899,,,,,,,,,,,35389.242,188520.64,4348.3857,63625.812,81182.24,69568.3,69848.58,83688.77,9926.27,2264.0908,16648.453,173541.5,47946.684,122080.086,267542.47,67533.23,0,279433.75,
4160,554.317450073879,2.8884435,,,,,,,,,,,7490.278,0,0,5037.139,0,0,0,16873.803,25422.676,15542.765,4823.1284,0,0,12884.876,0,0,0,0,
4161,188.16462634750732,2.9040296,,,,,,,,,,,0,0,0,2207.7378,5361.7324,0,0,0,0,0,0,0,775.95795,0,0,10545.1045,0,0,
4162,455.13170624370815,2.9262645,,,,,,,,,,,2947.4385,20042.756,0,7807.969,11921.138,3351.2085,983.23895,7230.3413,2248.5354,0,2986.6404,10599.769,5555.4985,16733.37,34088.867,6915.474,0,34349.54,
4163,933.2301324554671,2.943765,,,,,,,,,,,0,0,0,0,0,0,168070.06,21475.076,0,0,0,0,0,0,0,0,0,0,
4164,439.1576872163597,2.922192,,,,,,,,,,,8932.32,60592.645,899.626,60924.88,29242.447,8880.7,10084.768,20540.469,2726.1968,0,6727.62,16526.6,16956.514,34842.41,97353.664,21045.5,0,98390.305,
4165,287.0549554625272,2.923725,,,,,,,,,,,15492.177,0,1167.2896,0,2116.3208,0,7794.054,7012.011,0,0,12223.663,9073.071,649.2567,0,9107.234,2196.169,0,2733.1548,
4166,889.2392843153534,2.9026756,,,,,,,,,,,0,0,0,0,19901.324,0,0,0,0,0,1373.1581,0,0,0,8012.711,0,0,14501.676,
4167,406.2436098927909,2.8738086,,,,,,,,,,,9268.927,44099.75,20537.73,311683.94,2717.0076,26850.723,7465.092,12964.8125,3411.986,2611.5315,4662.211,39815.19,11471.566,9585.046,15780.775,5546.269,0,9373.117,
4168,586.285931272466,2.8865504,,,,,,,,,,,50612.29,3658.7542,28400.943,5485.288,14176.364,77118.32,44782.773,119411.22,2427.8733,5275.1416,47925.824,1860.1724,38994.93,15814.655,45450.027,30779.516,0,39665.97,
4169,277.07071315361395,2.912916,,,,,,,,,,,0,0,0,0,0,127767.125,0,0,0,0,0,0,0,0,0,0,0,0,
4170,295.0806792257087,2.9223397,,,,,,,,,,,0,0,3983.4902,0,0,831661.44,0,2044.8203,0,1462.2787,0,606.6951,0,4179.7666,0,0,0,0,
4171,479.08209894858595,2.8625367,,,,,,,,,,,1391.0239,0,681.39526,0,0,152432.69,1410.36,0,0,0,0,580.9336,0,2588.477,0,0,0,0,
4172,773.1557278007353,2.912916,,,,,,,,,,,0,0,0,0,0,161161.55,0,0,0,0,0,0,0,0,0,0,0,0,
4173,795.137756087758,2.912916,,,,,,,,,,,0,0,0,0,0,23113.258,0,0,0,0,0,0,0,0,0,0,0,0,
4174,492.20115005291694,2.9240549,,,,,,,,,,,0,7642.3057,658.09875,0,13588.221,1888.7439,0,0,29476.498,3424.3215,0,0,25783.072,6989.6943,0,0,0,0,
4175,422.2022788432271,2.90609,,,,,,,,,,,2459.4421,0,26200.998,2517.5012,10204.966,9520.689,1366.0594,10008.725,0,0,0,0,7313.4497,0,6643.1455,9409.736,0,4076.227,
4176,409.1836965420977,2.9251966,,,,,,,,,,,47964.77,5611.8447,2874.2026,26625.74,2262.684,6842.307,9211.037,13531.348,0,651.47327,19148.645,8273.801,16219.072,1927.915,12984.2,14918.977,0,5250.32,
4177,625.1392620431769,2.888733,,,,,,,,,,,0,0,52123.434,9077.652,0,0,3017.0903,0,0,0,0,0,0,0,0,0,0,0,
4178,503.24905663243453,2.908828,,,,,,,,,,,0,0,109130.336,0,0,0,0,0,0,0,0,0,0,0,2475.0234,0,0,912.76276,
4179,521.2604991545654,2.9106786,,,,,,,,,,,0,0,39917.78,0,0,0,0,0,0,0,0,0,0,0,766.35956,0,0,0,
4180,543.2417151477351,2.9029262,,,,,,,,,,,1308.3075,4784.8667,142544.25,0,1560.5709,0,0,0,0,0,0,0,0,0,11514.21,0,0,7129.8257,
4182,436.2908130823656,2.9215915,,,,,,,,,,,20285.703,6026.768,764.87695,23588.16,4922.3135,4231.1323,0,4165.41,12269.962,19449.982,1394.3427,12713.389,1305.9491,5775.308,2084.4272,391.82727,0,830.64264,
4183,595.166448637646,2.9224799,,,,,,,,,,,0,27441.367,0,0,31472.502,0,13967.127,39408.07,0,0,0,13456.203,0,0,117290.66,26233.85,0,264517.5,
4187,579.184025843648,2.8816276,,,,,,,,,,,11786.328,0,8787.849,2005.7483,10274.971,17783.588,22299.078,25092.656,324.67786,928.6103,12723.539,442.35065,11491.446,3887.8643,14846.805,13831.864,0,11846.713,
4188,219.14951026196047,2.9299114,,,,,,,,,,,0,0,0,33610.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4189,462.23348690370557,2.92663,,,,,,,,,,,6380.132,38167.867,1080.47,61168.715,16902.086,12627.766,2330.143,17714.73,1945.4683,0,4174.136,74508.59,10059.852,44817.19,51831.305,18904.436,0,64150.363,
4190,384.16583675773603,2.9056108,,,,,,,,,,,11479.361,0,927.13684,2518.7178,0,117269.33,87718.5,16335.299,0,0,21462.299,5039.581,0,20402.72,79957.49,0,0,34526.953,
4191,432.2591731131643,2.9486864,,,,,,,,,,,27132.379,5938.9414,3784.3657,22744.365,643.1527,9210.871,33537.05,56647.273,2267.4866,2618.8164,12118.893,6203.1816,3357.1868,2301.557,8552.67,3088.8425,0,4138.5264,
4192,191.14316127772244,2.9340954,,,,,,,,,,,10005.732,30255.771,51992.043,68327.28,0,29525.945,4722.446,4264.1763,748.05237,573.379,12093.348,16457.375,1561.3563,2303.6213,4699.5225,6739.153,0,5100.608,
4193,314.17533846459594,2.9326851,,,,,,,,,,,13786.018,0,0,0,0,0,2214666.8,6628543.0,0,0,3478.3142,0,0,0,0,0,0,0,
4194,153.1276512460589,2.9205623,,,,,,,,,,,0,15937.237,8716.09,0,0,0,0,0,0,0,1454.3639,725.442,0,0,0,0,0,0,
4195,459.1847575370498,2.941243,,,,,,,,,,,0,37411.65,511.19403,0,0,0,0,0,0,0,0,6427.609,0,0,0,0,0,0,
4196,558.2548638449434,2.910688,,,,,,,,,,,227218.88,12599.49,27070.387,11843.232,42264.605,188858.1,109293.51,147284.55,2725.4512,22133.7,72821.08,6264.577,17435.113,30280.32,92184.56,24190.738,0,65891.875,
4197,404.22833716206844,2.984309,,,,,,,,,,,14264.595,18829.201,9365.73,32567.113,2444.3,20746.049,14844.707,26435.342,9785.811,11963.203,22103.76,16560.2,11127.774,9673.526,19416.6,10110.151,0,13093.692,
4198,563.2101033928542,2.9107761,,,,,,,,,,,120766.71,21700.951,45081.75,14314.355,91519.8,136186.64,85024.336,80090.24,4699.4966,9452.748,108359.125,16195.74,42121.965,50164.23,117374.71,53307.383,0,91461.49,
4200,431.2546824070001,2.9385858,,,,,,,,,,,0,0,0,0,0,0,27199.477,67316.34,0,0,0,0,0,0,0,0,0,0,
4201,213.11227726297338,2.9439728,,,,,,,,,,,585.7251,0,0,0,0,19196.574,5198.4155,6399.0576,2492.49,0,0,0,0,6827.425,0,3259.2085,0,0,
4202,189.12759384558623,2.993489,,,,,,,,,,,2513.5264,23355.797,14103.187,8719.184,0,1019.39746,1820.3196,3746.5017,5326.741,8727.078,2208.5427,0,0,0,2442.4915,0,0,0,
4203,207.13823221840818,2.9742198,,,,,,,,,,,6023.9834,11389.882,136038.31,16527.191,544.61035,6677.137,6497.0327,7389.5415,0,0,3462.1575,3413.2458,2185.926,0,5936.823,2307.29,0,4526.9854,
4204,225.14866104290942,2.9870794,,,,,,,,,,,5580.239,6636.4355,85386.27,13496.795,0,6410.1675,6291.7485,6873.5337,0,0,3865.8516,1249.3036,0,0,3231.6775,1771.2965,0,0,
4205,536.2706001441701,2.9668963,,,,,,,,,,,2106.9766,0,1742103.0,0,775.59503,0,0,0,0,0,1006.56177,0,0,0,1021.99023,2951.4277,0,446.83252,
4207,174.11255425431278,2.9481976,,,,,,,,,,,0,0,0,0,4246.7363,0,0,0,0,0,0,0,0,0,0,9893.799,0,0,
4208,411.1993297149712,2.9531517,,,,,,,,,,,27232.973,15713.614,12395.983,99399.96,35641.07,7740.6387,3203.1257,10524.533,3967.8337,1386.6997,20931.082,21686.766,23578.771,3121.3538,114967.055,23907.635,0,66560.73,
4209,476.3071405699408,2.9510398,,,,,,,,,,,5252.6016,4933.4697,2306.8833,4412.3413,4647.4536,3592.0984,8377.552,5928.981,4751.0654,4851.8447,4327.8228,4691.893,5505.6274,4820.3086,4591.836,4136.045,7987.321,7369.511,
4211,432.18709616793006,2.957317,,,,,,,,,,,0,6678.2065,0,0,0,0,0,0,95016.375,10865.685,0,0,0,0,0,0,0,0,
4212,389.2172996016435,2.9583647,,,,,,,,,,,42098.504,16838.117,15219.892,100169.836,3283.1543,52901.902,26083.533,31839.195,605.154,1162.6598,49087.465,16436.857,7116.379,0,17390.02,32328.775,0,8825.049,
4213,434.2025045118026,2.95214,,,,,,,,,,,33490.7,139873.61,34747.547,339479.47,91219.555,69568.3,22444.086,81951.945,9926.27,9322.878,16648.453,216604.12,51935.246,38096.54,16137.342,81592.99,0,293008.28,
4214,415.16021504125956,2.957317,,,,,,,,,,,0,4124.5947,0,0,0,0,0,0,95745.8,10498.004,0,0,0,0,0,0,0,0,
4215,437.14177834639196,2.957317,,,,,,,,,,,0,17243.322,0,0,0,0,0,0,23083.324,1713.4363,0,0,0,0,0,0,0,0,
4216,460.21812612451777,2.94899,,,,,,,,,,,0,7995.0933,0,0,0,650.80096,0,0,107682.71,13295.892,0,0,0,0,0,0,0,0,
4217,489.0866377101604,2.9737046,,,,,,,,,,,0,27764.281,122761.38,0,0,181555.66,136532.31,120606.016,127635.125,38433.332,0,10056.829,1980.6904,195299.39,1271.8312,0,0,15104.311,
4218,298.2023890970975,2.958159,,,,,,,,,,,0,0,399994.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4219,299.20561732574674,2.958159,,,,,,,,,,,0,0,71111.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4220,385.186653841225,3.0073745,,,,,,,,,,,3791.4478,0,88653.03,659.7301,0,0,0,996.60077,0,0,0,0,0,0,0,0,0,0,
4221,433.1342165340265,2.958159,,,,,,,,,,,0,0,51281.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4222,231.08658679486044,2.965907,,,,,,,,,,,0,0,0,0,0,0,8959.751,24863.912,0,0,0,0,0,0,0,1297.3049,0,0,
4223,435.0918207725757,2.9406927,,,,,,,,,,,0,793.5409,0,0,0,0,0,0,0,0,36008.586,0,0,0,3285.631,0,0,1805.3469,
4224,619.1267454863587,2.9632127,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,97295.016,0,0,0,14931.448,0,0,8589.463,
4226,434.275133424208,2.9731002,,,,,,,,,,,26129.746,30322.512,7389.649,71742.695,6385.894,11649.113,12697.518,17890.564,7457.5205,8525.782,27995.793,11756.546,5640.718,2216.7322,36802.14,20372.555,0,26386.855,
4227,506.0939596572762,2.968121,,,,,,,,,,,0,6304.979,23361.469,0,0,39519.445,32245.69,29869.482,22514.152,9676.75,0,1773.3542,0,39924.23,0,0,0,2912.8965,
4228,439.157705122975,2.9306056,,,,,,,,,,,8932.32,14889.786,899.626,66125.54,30276.527,8880.7,10084.768,20540.469,2726.1968,0,6727.62,42712.875,17295.791,34842.41,97353.664,22841.781,0,98912.805,
4229,343.17308211473517,2.9358718,,,,,,,,,,,6813.4165,0,0,5268.6963,4181.121,0,1228.6875,1378.3597,0,0,14231.344,914.6737,12837.954,0,28720.205,6580.857,0,54587.258,
4230,935.2132544630449,2.9625137,,,,,,,,,,,0,0,0,0,0,13719.135,0,0,0,0,0,0,0,0,0,0,0,0,
4231,191.1432101938077,2.9505718,,,,,,,,,,,10856.172,18231.316,32045.176,31294.8,0,17463.885,4722.446,4264.1763,748.05237,573.379,12093.348,9873.197,1561.3563,2303.6213,3068.0854,6739.153,0,2539.078,
4232,435.2788232184812,2.9854825,,,,,,,,,,,3778.751,1526.8715,753.677,11111.242,663.35065,30233.043,1566.4866,1337.5677,951.2749,903.6621,4316.0796,1266.0762,0,0,6058.9185,2108.7327,0,5658.6973,
4233,404.2284112057841,2.9836636,,,,,,,,,,,16529.217,21262.451,18202.822,13272.817,2444.3,26282.924,14596.112,26781.3,10113.673,11963.203,27754.143,17558.416,11127.774,9673.526,18491.455,10110.151,0,13093.692,
4234,597.1447137554327,2.9656565,,,,,,,,,,,0,0,0,0,645.36255,0,0,0,0,0,1259933.2,0,0,0,92179.12,0,0,50857.125,
4235,588.2657291165511,2.968384,,,,,,,,,,,23686.18,640.7219,1620.0239,16760.463,9677.277,21046.201,9431.502,15449.667,0,2127.4072,14069.3125,8314.085,8171.5166,4861.9414,10914.908,13165.047,0,5310.304,
4236,518.129479448093,2.9666133,,,,,,,,,,,0,0,2624.4124,0,0,17049.87,0,0,33048.16,35948.227,0,0,0,30262.23,0,0,0,0,
4237,266.12399463309265,2.9676692,,,,,,,,,,,0,0,2305.027,0,0,921.3361,33524.15,95829.445,0,0,0,0,0,0,0,6814.287,0,0,
4239,294.1551649022725,2.9678392,,,,,,,,,,,0,0,507.88657,0,0,0,28919.74,69451.22,0,0,0,0,0,0,0,0,0,0,
4240,490.096647196511,2.979142,,,,,,,,,,,0,5509.881,68428.15,0,0,74075.35,2817.729,6484.536,78016.3,87419.02,0,889.3707,0,73571.375,0,0,0,1740.7184,
4243,417.1734154771752,3.0108628,,,,,,,,,,,9135.245,4069.3943,627.5769,2768.769,10176.847,1927.915,4252.71,3091.3728,0,0,2675.9658,2690.599,3175.1677,0,65483.348,0,0,19341.268,
4244,964.1790783371528,2.9715676,,,,,,,,,,,0,0,57814.727,0,0,62987.676,17588.25,13319.6,67239.12,57231.72,0,0,0,67585.85,0,0,0,0,
4245,593.221123776527,2.9652686,,,,,,,,,,,17907.65,0,0,11850.751,10728.891,0,570.96954,1460.3618,0,0,6352.253,5201.0996,9113.22,0,9375.754,14523.501,0,2974.113,
4246,492.2443259159471,2.9777236,,,,,,,,,,,52946.547,0,0,0,0,14151.729,23879.844,790.79736,0,0,0,0,0,0,0,0,0,0,
4247,491.1014203657757,2.9718516,,,,,,,,,,,0,682.03467,3811.9714,0,0,14423.525,3275.5415,6714.191,17591.55,18564.3,0,0,0,19404.473,0,0,0,0,
4248,488.083128270324,2.9761539,,,,,,,,,,,0,119029.734,529579.94,2287.9595,649.41406,785855.1,559757.2,508199.53,523616.3,452850.7,0,47470.523,11236.092,830673.7,10169.992,2792.288,0,81247.58,
4250,334.149650030102,2.977225,,,,,,,,,,,0,65084.383,0,0,0,0,0,0,425.8287,1203.5568,0,0,0,0,0,0,0,0,
4251,443.2981811508614,2.980285,,,,,,,,,,,7422.463,38980.45,0,10040.465,56421.12,11753.693,6828.135,8120.4907,21607.09,9273.128,11941.117,14956.95,4785.9478,5853.286,6702.68,104452.89,0,6643.107,
4252,516.114487533472,2.9756114,,,,,,,,,,,0,5304.358,13724.841,0,0,99288.72,64509.367,42525.973,104814.58,100871.805,0,1007.2672,0,158717.48,0,0,0,1483.393,
4254,482.26044802551496,2.9706938,,,,,,,,,,,632.6592,28618.592,5798.4785,0,2993.504,0,5306.905,6692.62,2071.867,2348.506,0,11357.846,873.1179,12518.184,0,2415.2954,0,0,
4255,278.10286715768547,2.9728477,,,,,,,,,,,0,121939.98,12649.399,0,0,0,696.9099,0,20477.336,25755.457,0,0,0,3013.1572,0,0,0,0,
4258,297.1903720169701,2.9781168,,,,,,,,,,,0,0,142486.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4260,326.1811954865916,2.9766583,,,,,,,,,,,1962.5585,3395.6143,10278.447,2887.086,25364.748,21801.713,137252.5,70366.766,3126.643,4038.419,8941.803,19996.094,18326.572,9210.17,8350.445,9882.165,0,4087.4028,
4261,933.2301576648815,2.9788284,,,,,,,,,,,0,0,0,0,0,0,187820.23,102992.91,0,0,0,0,0,0,0,0,0,0,
4262,181.04974525297894,2.9696932,,,,,,,,,,,15664.72,11554.099,189643.56,0,4311.079,208836.08,77870.16,55456.227,351660.94,418285.9,9242.156,5086.0317,15682.511,209562.66,25618.957,6285.207,0,19336.402,
4263,163.03909690606008,2.9744189,,,,,,,,,,,70717.62,79973.484,718389.6,12930.92,17295.701,740394.6,295645.53,215994.02,1311862.2,1517650.5,33863.133,19627.5,22741.092,818456.4,26528.45,32305.44,0,70441.984,
4264,295.0452801720445,2.9802082,,,,,,,,,,,0,40592.785,859751.94,0,0,901432.9,256531.78,178520.61,1419318.4,1601938.1,0,12399.239,2153.4204,825625.6,1376.6068,0,0,18047.707,
4265,492.1144431549059,2.9806352,,,,,,,,,,,0,58735.832,1145997.4,0,0,1106863.8,348264.97,246455.4,1801405.8,1939669.6,0,18149.225,3122.028,1176446.1,2769.6304,637.15234,0,25564.064,
4266,135.0443596699608,2.9827862,,,,,,,,,,,4305.8354,1689.1282,45932.684,0,0,46950.746,15054.213,9423.372,75402.82,84640.27,3864.2302,0,0,47599.227,1003.3691,0,0,2644.9604,
4267,811.1693994713169,2.9829006,,,,,,,,,,,0,0,0,0,3142.6902,0,0,0,0,0,76328.484,0,1323.6299,0,15776.717,23190.8,0,11964.653,
4268,966.1937654416732,2.9792056,,,,,,,,,,,0,662.8498,153808.23,0,0,129055.59,18725.049,11419.084,286075.1,296850.34,0,0,0,158515.06,0,0,0,0,
4270,520.1457184640096,2.9786148,,,,,,,,,,,0,0,6812.6094,0,0,23373.535,2671.5054,740.5747,72681.2,137506.22,0,0,0,43537.414,0,0,0,0,
4271,789.1877333125602,2.9829006,,,,,,,,,,,0,0,0,0,9906.379,0,0,0,0,0,715982.5,0,6032.3667,0,69755.87,80144.21,0,73610.94,
4272,581.1512262393612,2.9898524,,,,,,,,,,,0,0,0,0,0,0,0,3539.1677,0,0,502.78226,755.6602,0,0,5710.6636,0,0,9450.6875,
4273,277.0716894624782,2.9840593,,,,,,,,,,,0,0,0,0,0,50933.39,0,0,0,0,0,0,0,0,0,0,0,0,
4274,295.0822644053932,2.955584,,,,,,,,,,,0,0,0,0,0,304572.47,0,825.5481,0,0,0,0,0,0,0,0,0,0,
4275,412.2185010624753,3.0037935,,,,,,,,,,,32694.508,28018.613,30953.738,16012.623,37360.535,185988.08,82569.32,66788.336,13498.799,11373.504,16678.955,11371.808,11130.489,59566.023,153571.22,53828.723,0,96571.58,
4276,454.1351980265711,2.9843278,,,,,,,,,,,6034.1626,0,0,0,0,18119.908,2178.9026,782.77136,0,0,0,0,0,9154.45,0,0,0,0,
4277,803.1677242652332,2.9749653,,,,,,,,,,,0,0,0,0,2893.803,12528.572,0,0,0,0,0,0,0,0,0,5625.7686,0,0,
4278,163.11188920840195,3.0332212,,,,,,,,,,,7320.499,14352.213,19531.697,7391.9336,6549.254,20235.463,10164.438,12359.487,49009.133,19931.033,7218.428,7266.683,5117.868,17292.918,4789.1904,8499.008,0,7694.155,
4279,457.2410752454319,3.019082,,,,,,,,,,,0,2235.8784,0,27535.033,6547.323,0,0,720.6299,0,0,2410.567,462.54694,3139.9592,0,2057.0981,9602.92,0,0,
4280,484.182107588383,2.9831471,,,,,,,,,,,36074.758,0,0,0,0,118425.8,18074.21,8572.723,0,0,0,0,568.5746,114457.22,642.33374,0,0,2663.4646,
4282,475.0883727027652,2.980728,,,,,,,,,,,0,0,27933.7,0,0,18185.318,4338.0063,4592.893,48397.184,46296.734,0,0,0,27522.012,0,0,0,0,
4283,164.04246381049362,2.9831822,,,,,,,,,,,4561.608,3387.3914,67290.9,0,0,66995.35,24451.254,17745.188,124488.2,143437.92,1712.6133,699.8821,0,78694.875,0,0,0,1864.0057,
4284,439.1243011296148,2.9843278,,,,,,,,,,,16440.299,0,0,0,0,42293.336,5944.034,734.7471,0,0,0,0,0,25078.633,0,0,0,0,
4285,456.1510579952342,2.9829607,,,,,,,,,,,77091.63,0,0,0,0,244020.4,26410.799,11144.749,0,0,1886.7576,0,1287.0859,134991.11,733.28235,0,0,3079.9492,
4286,482.1661563404955,3.017293,,,,,,,,,,,6479.294,2042.9565,1802.7571,0,0,25091.264,3653.421,5848.6436,8278.349,20125.27,0,0,0,29021.93,0,0,0,608.1183,
4287,542.2604612494513,2.9847512,,,,,,,,,,,18435.033,0,0,2978.0076,2416.222,3657.6953,14099.214,18451.688,0,618.211,5158.9375,727.74677,2107.1904,173765.66,17613.094,6202.3706,0,12588.136,
4288,144.10241171850294,2.988567,,,,,,,,,,,0,0,1250273.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4289,296.22303352397773,2.988567,,,,,,,,,,,0,0,1.9229046E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4291,297.22624415311424,2.988567,,,,,,,,,,,0,0,3592087.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4294,411.1993682234366,2.9718864,,,,,,,,,,,44894.65,21485.037,12395.983,62238.734,35641.07,61463.594,3203.1257,8711.727,3967.8337,1386.6997,21053.717,24567.547,22892.023,2235.6162,135354.52,42270.895,0,73672.87,
4295,354.21285254916825,2.9857492,,,,,,,,,,,0,1844.8173,2119.835,0,637.4728,5123.6216,80550.875,33220.902,4199.71,6025.368,0,6363.6543,518.59576,8266.009,0,0,0,727.47095,
4296,449.1084904574207,2.9774342,,,,,,,,,,,7696.172,8179.197,1340.8478,0,0,0,0,3060.882,0,0,0,145503.67,0,1476.2114,12414.44,468.16602,0,30190.877,
4297,301.03461350792105,3.0027645,,,,,,,,,,,0,21133.453,661.5515,46142.227,0,15795.489,0,4732.819,0,0,19941.438,15418.361,0,635.84247,5418.37,0,0,4762.7935,
4298,461.1064346180305,2.9567523,,,,,,,,,,,30638.121,0,0,0,0,3516.7231,713.93823,0,0,0,0,0,0,862.75073,0,0,0,0,
4299,303.0497323727263,2.9993074,,,,,,,,,,,0,136986.92,68668.01,20111.064,3078.2,10420.117,3996.2358,37451.406,877.1267,31558.793,277699.0,103864.945,853.4462,37549.234,26234.545,16489.31,0,25760.164,
4300,325.0922171594042,3.0003603,,,,,,,,,,,160485.4,18764.367,21621.29,0,0,27576.096,8819.413,8750.941,63476.95,42704.105,10429.342,0,4878.264,11774.601,1584.5133,1054.6735,0,2057.452,
4301,352.1607861715344,2.9930844,,,,,,,,,,,0,76810.38,53672.69,597.0733,0,0,0,0,3437.0322,21601.922,0,0,0,0,0,0,0,0,
4302,423.1275854897392,2.9948363,,,,,,,,,,,0,8880.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4303,197.11747805969503,2.99195,,,,,,,,,,,10309.468,9828.861,971.7313,10584.476,0,11770.005,5986.257,9335.247,5421.2476,5453.7905,9136.277,5775.03,3299.0967,2990.624,4465.352,5727.084,0,2018.0773,
4304,611.1616235504099,2.9772484,,,,,,,,,,,37908.727,2629213.5,455128.03,372590.25,1775.6165,0,81765.625,613709.75,18607.531,29219.086,0,1736998.9,2969.3848,537234.4,425.2175,6680.9146,0,7852.3745,
4307,441.1400520581447,3.0028965,,,,,,,,,,,93293.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4308,302.20776865060554,3.0043216,,,,,,,,,,,0,0,0,0,6948.0938,0,0,0,0,0,0,0,0,0,0,19554.432,0,0,
4309,392.22837640403515,3.035863,,,,,,,,,,,948.7512,12567.365,0,0,4791.093,3533.4385,21618.107,7349.6567,3696.0396,11613.018,0,2643.4766,746.04333,4537.34,0,3168.2817,0,0,
4310,186.05535594547734,2.9903874,,,,,,,,,,,0,0,1387.5477,0,0,1287.366,0,0,7407.754,24034.031,0,0,0,2286.927,0,0,0,0,
4311,626.1728836483386,3.0108144,,,,,,,,,,,0,69623.16,4268.476,7731.442,0,0,0,11487.185,0,0,0,45802.105,0,3080.003,0,0,0,0,
4312,633.1434478073681,2.9805772,,,,,,,,,,,9095.362,107577.63,10861.795,18696.598,0,0,3475.4756,26321.94,0,0,0,95493.56,602.40076,12915.912,0,1442.3835,0,0,
4314,219.10179623800747,3.0122275,,,,,,,,,,,4410.8716,719.51807,42711.613,372374.3,9398.572,8543.536,2825.741,4623.299,633.0626,1408.9336,7943.2954,7540.82,0,719.4857,16536.83,7909.411,0,11339.418,
4315,465.10365264414617,3.0511577,,,,,,,,,,,532.8294,71998.086,25615.965,1736940.1,0,0,4386.216,48415.3,2383.1975,9750.713,151277.81,56291.145,1907.2881,19208.344,33737.145,24923.701,0,39098.137,
4316,412.2183893154668,3.0081725,,,,,,,,,,,32694.508,32480.564,30953.738,14229.77,36437.543,11122.932,78345.16,66788.336,13498.799,11373.504,13928.603,10388.087,10434.326,53914.535,213429.47,69971.08,0,95143.52,
4318,497.06963052131744,2.9959483,,,,,,,,,,,0,5645.051,53513.07,0,0,64595.61,31324.535,22242.227,86619.21,84160.125,0,2651.534,0,59293.95,0,0,0,3545.0286,
4319,406.2441520157173,3.006143,,,,,,,,,,,13463.858,19149.607,77284.17,33147.07,10475.803,219266.05,2666.4414,12007.69,6967.1045,8442.806,10057.031,15725.83,6097.625,1287.9177,46362.035,5971.602,0,34983.176,
4320,252.08688223856873,3.0057626,,,,,,,,,,,0,5733.203,48304.707,5870.9487,0,9422.936,9602.749,13855.999,10591.489,17230.375,1959.6091,1094.5248,1838.6493,12067.113,4538.846,5078.351,0,5735.4224,
4321,284.2232209893033,3.0098982,,,,,,,,,,,0,0,622813.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4323,364.1970205801913,3.02617,,,,,,,,,,,2088.157,41185.96,14189.275,1911.6353,11236.601,4711.25,28666.275,13021.506,2880.0376,11137.515,702.30164,6142.9395,3121.2815,2581.7627,1337.7832,7572.0566,0,630.21643,
4324,545.200122170573,3.0144928,,,,,,,,,,,4511.341,0,6703.742,146081.53,15095.004,834.68787,0,1904.8499,0,0,9186.225,6446.6787,1074.1223,0,18398.223,11175.907,0,10237.029,
4325,369.1181342219705,3.0000184,,,,,,,,,,,2433.5947,0,0,3669.1697,0,1775.8545,14404.607,45593.824,0,0,2015.4418,0,0,0,3512.8127,0,0,5536.0405,
4326,414.176482105488,3.0014012,,,,,,,,,,,1605.93,0,0,1718.5872,0,689.1874,25310.219,75817.375,0,0,667.2937,0,0,0,3545.4893,0,0,5501.804,
4327,369.1523987442626,3.0351615,,,,,,,,,,,4760.5654,11315.394,0,0,10297.399,750.4028,5571.9814,1979.3142,0,0,657.50684,2649.058,4038.172,0,0,7284.2866,0,0,
