row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001139_01_01.mzML Peak area,1685365277_ALC_dbgi_001145_01_01.mzML Peak area,1685365277_ALC_dbgi_001143_01_01.mzML Peak area,1685365277_ALC_dbgi_001141_01_01.mzML Peak area,1685365277_ALC_dbgi_001151_01_01.mzML Peak area,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001148_01_02.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001157_01_01.mzML Peak area,1685365277_ALC_dbgi_001149_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001158_01_01.mzML Peak area,1685365277_ALC_dbgi_001147_01_01.mzML Peak area,1685365277_ALC_dbgi_001178_01_01.mzML Peak area,1685365277_ALC_dbgi_001159_01_01.mzML Peak area,1685365277_ALC_dbgi_001177_01_02.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001163_01_01.mzML Peak area,1685365277_ALC_dbgi_001176_01_01.mzML Peak area,1685365277_ALC_dbgi_001169_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001184_01_01.mzML Peak area,1685365277_ALC_dbgi_001166_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,1685365277_ALC_dbgi_001187_01_01.mzML Peak area,1685365277_ALC_dbgi_001174_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001183_01_01.mzML Peak area,
19497,609.229794624048,4.2761464,,,,,,,,,,,0,0,0,0,0,21889.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4865.187,8430.169,0,0,0,0,0,0,0,0,0,3541.8093,0,8316.216,0,0,11462.963,
19502,332.2063987611621,4.2779202,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17750.523,0,0,0,0,0,
19503,551.1762675494684,4.2781277,,,,,,,,,,,0,0,0,0,13370.566,0,0,0,0,0,0,0,0,0,0,0,0,14284.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19504,372.1113092125103,4.2787457,,,,,,,,,,,0,0,0,0,0,0,7019.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6391.4688,10983.215,0,0,0,0,0,0,0,0,0,
19505,537.268123814804,4.2791743,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8434.2295,0,0,0,0,0,0,10253.551,0,0,0,0,0,0,0,4923.5225,0,
19506,223.0964662640323,4.27975,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36347.098,0,0,8779.937,0,0,
19507,309.1180000347224,4.279984,,,,840,,,,,,,51471.086,0,0,8713.799,0,0,0,0,0,0,10240.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19509,293.1230668336955,4.280329,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,7581.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19511,188.0912396806264,4.2836046,,,,,,,,,,,23649.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19513,293.1214399120127,4.2836046,,,,,,,,,,,15155.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19514,545.3298843514525,4.284622,,,,,,,,,,,0,0,0,0,24747.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4367.6387,0,0,0,0,0,4637.877,
19515,693.4021677685298,4.2852774,,,,823,650,[M+Na]+,,2,19516;19515,670.41326,7191.399,0,0,0,6017.029,0,0,0,3635.3901,0,0,0,0,0,0,6167.579,0,0,0,0,0,0,0,30438.314,0,0,0,0,0,0,0,12608.791,0,0,0,0,0,0,8678.072,
19516,671.4208430620226,4.285919,,,,823,650,[M+H]+,,1,19515,670.41326,0,0,0,0,0,0,0,0,0,0,11073.458,0,0,0,0,0,0,0,0,0,0,0,0,39701.938,0,0,0,0,0,0,0,4471.373,0,0,0,0,0,0,5548.3867,
19517,703.165899843505,4.2861085,,,,,,,,,,,0,0,0,0,0,4521.668,31335.39,0,0,0,0,0,0,0,0,0,0,8457.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6499.4316,0,0,6515.144,0,0,0,
19518,457.1340227504887,4.286311,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4075.4434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19522,540.2076699578247,4.2883377,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14470.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19525,354.15452263915154,4.2894306,,,,,,,,,,,0,0,0,0,0,0,7212.7085,25178.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5125.7446,4122.012,0,0,0,0,0,0,0,0,0,
19526,554.2235572716256,4.289958,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26276.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19527,505.20714623795675,4.2905917,,,,421,652,[M-H2O+H]+,,1,19529,522.2105,0,0,0,0,0,16299.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18584.715,0,0,0,0,0,0,0,0,0,0,0,18603.434,0,0,0,
19528,545.1996929055041,4.2905917,,,,,,,,,,,0,0,0,0,0,13058.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10917.456,0,0,0,0,0,0,0,0,0,0,0,14906.649,0,0,0,
19529,540.2442747020425,4.29124,,,,421,652,[M+NH4]+,,3,19530;19527;19529,522.2105,0,0,0,0,0,66597.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76636.1,0,44417.902,0,0,0,0,0,0,0,11378.259,0,73523.8,0,0,6270.5,
19530,523.2178953410731,4.2919106,,,,421,652,[M+H]+,,2,19530;19529,522.2105,0,0,0,0,0,99642.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110443.59,0,66139.36,0,0,0,0,0,0,0,16327.508,0,108470.96,0,0,10744.003,
19531,442.26552297565894,4.2920628,,,,,,,,,,,0,0,0,0,0,6773.608,0,0,0,0,0,0,0,0,0,0,0,10071.95,0,0,0,0,0,23312.574,0,8297.267,0,0,0,0,0,0,0,0,0,0,0,0,0,
19533,545.1632070090402,4.293312,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26260.633,0,0,0,0,0,0,4328.5825,0,0,0,0,0,0,0,0,0,
19534,522.289426218116,4.294715,,,,,,,,,,,12219.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19535,833.2989168805478,4.2954025,,,,,,,,,,,0,0,0,0,0,19156.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11263.946,0,7927.6494,0,0,0,0,6104.8457,0,0,18960.05,0,13389.219,0,0,17355.29,
19536,527.2459520875249,4.2962914,,,,,,,,,,,105668.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14798.758,
19540,133.10112873929427,4.298111,,,,,,,,,,,3233.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5023.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,8979.103,0,0,0,0,0,0,0,0,
19543,579.1500229686814,4.300395,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9321.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19544,475.1226445986864,4.301303,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,572675.7,0,0,0,0,0,9669.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19547,767.4560060487689,4.303091,,,,,,,,,,,9442.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10735.373,0,0,0,0,0,0,0,
19548,252.12306243038793,4.303404,,,,,,,,,,,0,0,0,0,0,0,0,30216.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21627.984,17834.12,0,0,0,0,0,0,0,0,
19549,436.21772770450593,4.3044996,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,12598.556,0,0,0,0,0,0,0,0,0,0,9188.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19550,471.1489738911209,4.3048615,,,,,,,,,,,22498.027,0,0,0,0,0,0,0,0,0,0,0,0,12296.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11785.368,0,
19552,304.16782052794224,4.3056064,,,,,,,,,,,0,0,0,17471.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19555,279.1063849111728,4.305665,,,,,,,,,,,13502.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19560,455.3503630107325,4.305665,,,,,,,,,,,65933.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19564,294.1336403602502,4.306423,,,,,,,,,,,0,0,0,0,0,0,0,17363.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14479.653,0,0,
19565,326.1601299559261,4.306423,,,,,,,,,,,0,0,0,0,0,0,0,5657.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8506.677,0,0,
19566,572.2639238732949,4.306602,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6397.5273,0,0,0,0,0,0,0,0,0,0,0,
19569,197.08086019380187,4.306935,,,,180,,,,,,,0,0,0,0,0,0,9644.371,0,0,0,0,0,0,0,0,0,0,10969.762,0,0,0,0,0,0,0,0,0,3683.4675,0,0,0,0,0,80876.58,0,0,9634.242,0,64994.67,
19570,669.4055610734754,4.3069406,,,,1055,655,[M+H]+,,1,19572,668.39836,0,0,0,0,11462.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28113.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7180.2607,
19571,191.14307956898,4.30816,,,,842,,,,,,,25020.113,14796.069,20105.201,0,12935.456,17667.783,14554.116,15981.227,6744.2617,11640.075,34186.88,6552.99,12996.544,14312.831,9166.83,20362.447,25934.72,16694.818,12157.469,0,9833.842,6918.568,17933.498,19418.316,9940.951,10842.723,13969.363,26973.434,10556.403,12210.048,22680.916,32961.508,13029.637,24595.07,13950.721,18589.94,17591.992,22872.178,16780.496,
19572,691.3876602055385,4.3082895,,,,1055,655,[M+Na]+,,2,19570;19572,668.39836,0,0,0,0,16714.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36011.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11857.82,
19573,224.09187944371612,4.3095355,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9782.102,0,0,
19577,130.08651197567553,4.3126764,,,,,,,,,,,0,0,0,3646298.0,0,0,0,0,0,0,0,0,0,11975.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19578,282.2067129719948,4.31295,,,,,,,,,,,0,0,0,47526.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19582,471.2202825773038,4.3155484,,,,1157,653,[M+Na]+,,2,19475;19582,448.23122,401440.62,0,0,0,19147.328,0,50131.805,9176.473,62404.336,0,0,0,0,0,0,0,0,121439.81,0,0,0,0,0,5076.3516,0,37991.562,5725.512,9868.403,0,0,105752.66,100904.98,27224.537,0,0,0,0,0,14097.732,
19583,147.04412887697939,4.3157287,,,,534,,,,,,,0,0,0,0,0,29629.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47835.305,0,0,0,0,0,0,0,0,0,44882.62,0,0,0,
19584,265.070695860813,4.3157287,,,,534,,,,,,,0,0,0,0,0,9295.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14589.836,0,0,0,0,0,0,0,0,0,14197.826,0,0,0,
19585,411.1070166550765,4.3157287,,,,534,657,[M-H2O+H]+,,2,19592;19587,428.11098,0,0,0,0,0,8082.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17214.705,0,0,0,0,0,0,0,0,0,14287.389,0,0,0,
19586,429.1186870255692,4.3157287,,,,534,657,[M+H]+,,2,19592;19587,428.11098,0,0,0,0,0,11659.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19454.611,0,0,0,0,0,0,0,0,0,17788.643,0,0,0,
19587,446.1450685568593,4.3157287,,,,534,657,[M+NH4]+,,4,19592;19586;19585;19587,428.11098,0,0,0,0,0,5615.8604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9828.522,0,0,0,0,0,0,0,0,0,7189.999,0,0,0,
19588,619.4203069922287,4.3163114,,,,,,,,,,,16149.581,0,0,6369.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30104.934,0,0,0,0,0,0,0,
19589,188.09187648993918,4.3168592,,,,,,,,,,,12420.93,0,0,0,0,0,0,0,0,0,8056.1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19590,409.19723653975984,4.3170233,,,,,,,,,,,0,0,0,0,0,0,0,11216.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19591,508.2758557819089,4.317146,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11325.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19592,451.1001859191022,4.3185034,,,,534,657,[M+Na]+,,4,19592;19586;19585;19587,428.11098,0,0,0,0,0,4996.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8903.297,0,0,0,0,0,0,0,0,0,7907.383,0,0,0,
19593,455.35219353805223,4.3186393,,,,465,,,,,,,55988.344,0,0,35040.957,0,0,0,0,0,0,35648.957,0,0,23092.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272367.38,0,0,0,0,0,21462.148,0,
19594,611.1397093747046,4.3192987,,,,,,,,,,,0,0,0,0,0,0,0,13814.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18458.75,0,0,
19595,334.18587017762496,4.319583,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6770.077,0,0,0,0,0,0,0,0,0,0,
19596,547.308974754067,4.3196344,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7532.728,0,0,8308.6875,8086.2695,0,0,7596.5215,18279.69,0,11937.945,0,0,14720.421,
19597,547.3092108163133,4.3197365,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7445.2876,0,0,7277.913,0,0,3318.3853,0,0,0,
19600,485.19971150847823,4.322177,,,,,,,,,,,0,0,0,0,52299.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70119.23,0,0,0,0,0,0,0,0,27324.668,0,0,0,0,0,6369.719,
19601,193.15875164665192,4.322872,,,,1183,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,6848.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15208.986,0,0,0,0,0,0,0,0,0,0,0,
19602,480.2444824004614,4.323415,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128469.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7348.835,
19605,686.4327968048281,4.323754,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10648.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19606,487.2531423357388,4.3243732,,,,683,661,[M-H2O+H]+,,2,19606;19682,504.25693,53904.81,0,0,0,0,0,0,0,8943.508,0,0,0,0,0,0,0,0,0,0,0,0,0,22552.652,0,0,0,0,0,0,0,35158.957,10190.975,0,0,0,0,0,0,0,
19607,441.2462047069349,4.3244505,,,,,,,,,,,0,0,0,0,18788.361,0,0,5217.3887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6062.6606,0,6173.1553,0,0,0,0,0,0,0,0,0,0,0,8900.368,0,0,
19608,181.04953090280247,4.326117,,,,,,,,,,,27407.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19610,437.34176973031344,4.3273897,,,,465,,,,,,,44030.453,0,0,27767.105,0,0,0,0,0,0,27119.621,0,0,18547.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209431.77,0,0,0,0,0,0,0,
19613,167.14301362989363,4.3287897,,,,50,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14009.903,0,0,0,0,0,0,0,7002.5225,0,0,0,0,0,0,0,0,
19614,433.2070642233234,4.3287897,,,,50,659,[M+H]+,,2,19615;19616,432.19952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10294.821,0,0,0,0,0,0,0,4075.6416,0,0,0,0,0,0,0,0,
19615,450.2333455988161,4.3287897,,,,50,659,[M+NH4]+,,3,19614;19615;19616,432.19952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43208.863,0,0,0,0,0,0,0,21663.773,0,0,0,0,0,0,0,0,
19616,455.18846752358365,4.3287897,,,,50,659,[M+Na]+,,3,19614;19615;19616,432.19952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16445.23,0,0,0,0,0,0,0,12329.939,0,0,0,0,0,0,0,0,
19617,299.0738217088625,4.32924,,,,,,,,,,,0,0,9109.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19619,439.20805303034365,4.329979,,,,,,,,,,,0,0,0,17714.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19621,469.24288795557146,4.3301244,,,,683,661,[M-2H2O+H]+,,2,19621;19682,504.25693,20325.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12433.62,0,0,0,0,0,0,0,20323.104,4447.962,0,0,0,0,0,0,0,
19622,382.20723080003984,4.33059,,,,,,,,,,,0,0,0,0,0,0,8467.809,0,0,0,58110.406,0,0,0,0,0,0,0,0,0,17975.602,0,0,0,0,0,0,0,0,0,12187.797,0,0,0,0,0,0,0,0,
19624,738.3550361715048,4.330651,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244196.05,0,0,0,0,0,0,0,0,0,
19625,743.3100252405636,4.330651,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120111.695,0,0,0,0,0,0,0,0,0,
19626,163.03884181928274,4.3307476,,,,,,,,,,,145575.89,0,0,0,0,7258.3257,0,0,0,0,0,0,0,36373.8,0,0,0,11486.947,0,0,0,0,0,24423.877,0,5034.3213,0,0,0,0,0,0,0,29550.62,0,0,0,23986.98,0,
19627,520.2756627957109,4.3309426,,,,,,,,,,,35285.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8765.974,8182.2188,0,0,0,0,0,0,12087.639,0,0,0,0,0,0,4380.2305,0,
19628,387.1625562346801,4.3319182,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,31160.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19629,555.2784640578901,4.3329163,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8767.29,0,0,0,0,0,0,0,0,0,8353.562,0,0,0,
19634,365.19597912817943,4.33443,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10549.547,
19635,233.10471418872277,4.3344584,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184636.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19637,512.249492144086,4.334946,,,,,,,,,,,0,0,0,0,0,0,10608.371,0,0,0,0,0,0,0,0,0,0,22685.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19639,493.1684467502801,4.335517,,,,940,,,,,,,0,0,0,0,0,0,9336.87,18181.92,0,0,0,0,0,0,0,0,0,15750.716,0,0,0,0,0,0,0,0,0,0,0,0,3878.4287,0,0,0,0,0,0,0,0,
19640,359.1327797255851,4.335532,,,,180,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27206.436,0,0,0,0,18566.35,
19641,383.2062361473612,4.335532,,,,180,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24036.926,0,0,0,0,20677.232,
19642,545.2594111325157,4.335532,,,,180,660,[M+H]+,,3,19643;19644;19642,544.2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55481.45,0,0,0,0,51950.492,
19643,562.2858121665101,4.335532,,,,180,660,[M+NH4]+,,3,19643;19644;19642,544.2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96849.42,0,0,0,0,95353.13,
19644,567.2413985661333,4.335532,,,,180,660,[M+Na]+,,3,19643;19644;19642,544.2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39811.625,0,0,0,0,35812.977,
19646,365.19409444764216,4.3366346,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34665.414,0,0,0,0,0,
19648,237.14858602156042,4.3371162,,,,,,,,,,,9969.83,24426.857,37407.785,17655.057,15645.8125,28199.275,31929.64,29139.729,5996.405,16166.689,17898.303,5902.27,12058.322,23271.123,14518.288,24645.588,13694.626,26018.598,26340.316,0,20937.068,10542.578,23179.771,16337.979,0,16097.137,13388.817,17230.615,22874.207,17249.219,13411.771,11195.483,27586.115,14558.268,28294.854,19837.986,32868.26,19616.178,29165.014,
19649,359.20390567379025,4.341742,,,,,,,,,,,0,0,0,0,5899.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4536.847,0,0,0,0,0,0,0,0,0,0,0,
19651,175.14830466942408,4.3424115,,,,,,,,,,,12709.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4329.413,0,0,0,0,0,0,0,0,0,0,0,
19653,587.3041087968427,4.3471484,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8478.782,0,0,
19655,546.1853833149717,4.3478456,,,,,,,,,,,0,0,0,7309.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19656,582.3485684083835,4.348142,,,,,,,,,,,0,0,0,0,0,0,0,11751.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13104.545,0,0,
19657,480.2440742179807,4.348418,,,,197,663,[M+NH4]+,,2,19693;19657,462.21039,0,0,0,0,50687.305,0,84895.53,13267.192,0,0,0,0,0,0,0,0,0,222479.61,0,0,0,0,0,19869.057,0,6477.68,0,0,58397.504,0,0,0,23074.506,17746.816,0,0,0,0,9675.1045,
19661,466.26509207157915,4.3506293,,,,857,666,[M+NH4]+,,2,19661;19843,448.23119,0,0,8991.028,0,67545.445,8057.577,212653.8,27494.918,185229.44,13246.032,8702.873,266119.56,0,0,10118.571,4817.3784,24623.436,539092.2,13744.38,0,31992.127,75652.21,9884.076,240691.66,617515.56,10733.272,21997.1,37148.582,571927.56,34146.414,12601.497,349715.25,59154.164,21339.553,0,8324.58,11370.529,0,58995.74,
19662,289.1547711678202,4.351209,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6219.6367,
19665,883.5050210416774,4.3517146,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16489.814,0,0,0,0,0,0,0,
