row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001145_01_01.mzML Peak area,1685365277_ALC_dbgi_001139_01_01.mzML Peak area,1685365277_ALC_dbgi_001143_01_01.mzML Peak area,1685365277_ALC_dbgi_001151_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001148_01_02.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001157_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001141_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001159_01_01.mzML Peak area,1685365277_ALC_dbgi_001149_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001147_01_01.mzML Peak area,1685365277_ALC_dbgi_001158_01_01.mzML Peak area,1685365277_ALC_dbgi_001177_01_02.mzML Peak area,1685365277_ALC_dbgi_001163_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001178_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001176_01_01.mzML Peak area,1685365277_ALC_dbgi_001174_01_01.mzML Peak area,1685365277_ALC_dbgi_001183_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001166_01_01.mzML Peak area,1685365277_ALC_dbgi_001187_01_01.mzML Peak area,1685365277_ALC_dbgi_001184_01_01.mzML Peak area,1685365277_ALC_dbgi_001169_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,
13446,891.3470945584668,3.5200636,,,,,,,,,,,0,0,0,0,0,0,0,241564.84,0,0,0,0,0,0,0,0,0,0,0,98265.164,248306.53,0,0,143199.77,0,0,144010.84,0,0,0,157127.42,0,0,0,62422.867,126924.61,215546.2,0,0,
13449,227.09130164700196,3.5212772,,,,272,,,,,,,0,0,0,0,0,0,39475.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492885.84,0,643048.2,0,0,0,0,
13456,209.08114288599393,3.5233536,,,,,,,,,,,0,0,0,0,0,0,40215.418,2633243.0,0,0,0,0,0,0,0,0,0,0,0,1095518.6,0,0,0,0,0,0,0,0,0,5455.3613,0,221223.27,0,0,0,1367641.8,0,0,0,
13467,165.0547553980695,3.5287337,,,,,,,,,,,0,0,0,0,0,0,6981.0327,1718067.2,0,0,0,35205.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919595.25,915577.9,0,0,0,
13469,388.16017644132637,3.5289147,,,,1826,1027,[M+NH4]+,,2,13469;13488,370.1263,0,402590.7,0,0,148882.12,63780.74,0,117927.305,236857.16,0,0,0,21807.426,0,0,185584.38,0,28233.764,0,83528.35,52741.1,16984.412,0,57619.53,15963.519,0,164880.14,0,0,0,319072.7,61688.652,6188.2256,5587.867,0,0,16460.898,301571.8,0,
13472,757.1983807821331,3.529417,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9553.76,0,0,0,0,167288.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13474,543.1836975019643,3.529661,,,,,,,,,,,0,0,10060.636,0,7903.8975,0,0,0,0,4706.954,0,0,0,0,0,0,21017.107,0,8181.8813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12322.489,
13483,371.1326349795507,3.5310364,,,,,,,,,,,0,0,30295.568,0,0,152696.39,0,171517.97,0,4530.2637,0,0,0,0,0,22081.713,0,0,0,48899.742,0,0,0,111162.125,0,0,0,0,0,0,105995.445,0,21276.055,0,45673.438,64228.05,119395.94,0,0,
13488,393.11547339064134,3.532415,,,,1826,1027,[M+Na]+,,2,13469;13488,370.1263,0,94472.75,18385.13,0,20437.979,0,0,0,66960.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14822.974,0,
13492,441.17314015136776,3.534401,,,,1207,1023,[M+Na]+,,2,13492;13333,418.18391,0,0,10470.56,0,0,0,0,0,18155.2,0,0,16908.46,0,0,0,4508.476,0,0,0,0,0,0,0,0,35555.97,0,0,9483.973,31327.854,0,0,0,0,0,0,0,0,47047.91,0,
13499,312.1233959953903,3.5370512,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64779.664,0,0,0,0,0,0,0,16967.293,0,0,0,0,0,0,0,10439.744,0,0,0,0,0,22169.676,0,
13511,469.26482186157966,3.5405023,,,,1729,1029,[M+H]+,,1,13519,468.25742,0,0,0,0,0,43906.094,16284.291,0,0,0,0,0,0,0,0,0,0,0,0,26586.775,0,0,0,0,0,0,13860.062,0,0,0,33339.523,0,6113.004,0,40486.54,32682.28,25397.426,0,0,
13512,611.1974578475413,3.5408726,,,,1045,,,,,,,0,0,0,0,0,3099340.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2452241.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13514,303.0864334288826,3.5415242,,,,1045,,,,,,,0,0,0,0,0,252275.77,0,0,0,0,0,0,0,0,0,0,0,0,0,174052.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213561.7,0,0,0,
13515,449.1446148245977,3.5415242,,,,1045,,,,,,,0,0,0,0,0,335554.22,0,0,0,0,0,0,0,0,0,0,0,0,0,234694.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282565.62,0,0,0,
13516,628.2244624795962,3.5415242,,,,1045,,,,,,,0,0,0,0,0,133249.1,0,0,0,0,0,0,0,0,0,0,0,0,0,111951.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145693.72,0,0,0,
13518,476.24915808447895,3.5438895,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486710.8,0,3521.984,0,0,0,0,0,0,0,0,0,0,0,0,0,
13519,486.2911213188659,3.543966,,,,1729,1029,[M+NH4]+,,2,13511;13519,468.25742,0,0,0,0,0,103654.72,38325.97,19176.604,0,0,0,0,0,0,0,0,0,0,0,64636.543,0,0,0,0,0,0,54162.7,0,0,0,76505.18,0,66774.67,0,89499.8,87412.87,56495.242,17219.273,0,
13520,153.12742541773812,3.5440733,,,,681,,,,,,,0,10538.114,0,0,6773.905,0,28770.912,0,10297.15,12291.855,55031.746,417351.12,0,229015.47,0,49494.223,5308.217,32514.527,0,0,13007.086,0,0,0,121060.76,3976.7659,41632.766,0,512756.12,0,72145.266,127557.984,118446.87,33583.082,77640.29,124977.664,0,35583.73,3449.2444,
13522,538.2284715081141,3.544639,,,,661,,,,,,,0,0,0,26114.348,36581.516,0,0,0,0,0,0,3992.0376,0,0,0,0,0,4029.502,0,0,6364.0137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13523,478.1719433527121,3.544938,,,,1045,1030,[M+NH4]+,,3,13538;13536;13523,460.13744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113950.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62462.402,0,0,0,
13524,413.2147350380211,3.545049,,,,,,,,,,,10727.424,55628.61,0,16625.992,46784.33,0,78869.37,0,6738.9463,20352.854,0,0,5266.2974,17007.709,37703.54,0,10697.758,0,95191.85,0,0,68746.1,0,6078.359,0,0,6041.33,17383.133,0,9896.506,0,0,19461.158,25069.533,4925.64,0,0,0,7961.675,
13525,633.1798319066255,3.545184,,,,1045,,,,,,,0,0,0,0,0,74757.62,0,0,0,0,0,0,0,0,0,0,0,0,0,81101.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75174.234,0,0,0,
13526,350.21742064192154,3.5453446,,,,681,1032,[M+NH4]+,,3,13537;13526;13587,332.18356,0,0,0,0,0,0,42188.51,0,5462.495,7766.3984,42908.242,228240.31,0,133960.5,0,34206.938,4725.4365,28718.469,0,30974.734,0,0,0,0,89036.195,0,36658.707,0,288488.88,0,73067.48,71993.5,88647.64,22422.158,45264.055,96650.445,0,0,0,
13532,465.13923932921296,3.546362,,,,1045,,,,,,,0,0,0,0,0,112284.79,0,0,0,0,0,0,0,0,0,0,0,0,0,73335.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13537,333.1907263547679,3.5470595,,,,681,1032,[M+H]+,,2,13526;13587,332.18356,0,0,0,0,0,0,0,0,0,0,13659.961,102085.234,0,61295.6,0,0,0,0,0,0,0,0,0,0,23356.36,0,9233.927,0,129446.35,0,17491.207,25925.783,31464.389,0,0,33837.246,0,0,0,
13539,248.09206929964884,3.5472367,,,,166,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99414.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35679.145,0,0,0,0,0,22672.69,0,
13541,378.24871575488,3.5479684,,,,681,,,,,,,0,18913.99,0,6606.8984,18597.371,0,55045.17,5389.6475,25665.51,46323.715,130654.92,533950.9,10166.076,445577.2,0,35317.39,16889.568,100391.25,0,13208.889,0,0,0,0,290993.5,10610.832,24606.48,34994.08,406969.97,14520.676,37124.008,148201.69,78070.98,70353.375,0,0,0,0,10529.723,
13550,764.3111728695812,3.5501885,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94658.35,0,13195.204,0,0,0,0,
13552,280.11815514110526,3.5509677,,,,166,1031,[M+H]+,,1,13543,279.11091,0,0,0,0,0,14090.717,0,0,0,0,0,0,0,0,0,308360.5,0,0,0,0,0,0,0,56426.47,0,0,42711.613,0,0,0,12662.921,119527.8,0,0,0,0,0,79024.164,0,
13553,734.3015368579092,3.551064,,,,,,,,,,,0,0,0,2795.1057,10842.839,0,5638.1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3329.1619,0,0,22817.432,0,0,
13556,908.2809183213133,3.5512667,,,,,,,,,,,0,0,0,0,0,0,14192.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13587,355.1727745884006,3.5568357,,,,681,1032,[M+Na]+,,4,13537;13526;13573;13587,332.18356,0,24323.799,0,10711.971,25585.605,0,196714.95,19906.875,17459.027,37282.027,199665.28,880758.56,8846.713,593959.9,0,88853.69,39697.773,155407.9,0,40132.6,14512.539,5270.654,0,32661.082,347647.62,21563.168,79451.14,23543.082,859724.6,7471.12,91020.484,268269.38,153334.64,8771.821,0,140388.48,0,39409.387,28397.48,
13602,461.17830702426903,3.5609295,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29088.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13603,409.1834543459759,3.5612824,,,,1270,1035,[M+Na]+,,2,13603;13557,386.19416,13690.49,88252.0,0,153600.53,151897.75,0,80080.81,0,23766.55,27750.312,21343.836,0,0,16217.863,7921.6753,0,44222.332,56042.9,0,0,0,22463.793,0,0,7885.756,52348.21,0,33505.24,0,23519.453,0,0,0,0,0,0,0,17839.152,22494.389,
13606,320.14962429529004,3.5625896,,,,,,,,,,,0,0,0,0,0,42629.926,0,585667.6,0,0,0,0,0,0,0,316687.5,0,0,0,33305.152,153386.42,0,0,0,0,0,0,0,0,0,183175.53,0,0,0,0,0,0,0,0,
13611,196.09703566797268,3.5633872,,,,,,,,,,,0,0,0,0,0,19646.988,0,26600.693,0,0,0,0,0,0,0,62798.234,0,0,0,0,0,0,0,26805.04,0,0,19791.096,0,0,0,57870.97,51521.715,0,0,12010.58,0,0,38894.56,0,
13612,429.15259721176807,3.5634358,,,,,,,,,,,0,0,0,0,0,31813.11,0,22426.717,0,0,0,0,0,0,0,0,0,0,0,14544.383,0,0,0,0,0,6535.272,0,0,0,0,0,10575.134,0,0,42021.227,0,0,0,0,
13615,570.2178134672031,3.5655823,,,,,,,,,,,0,0,0,0,0,91497.836,0,0,0,0,0,0,0,0,0,0,0,0,0,77280.92,0,0,0,0,7286.517,0,0,0,0,0,0,0,0,0,0,29861.357,0,0,0,
13617,197.0808484436916,3.565796,,,,1595,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31528.281,0,0,0,0,0,0,0,0,0,109430.28,0,29278.566,0,0,0,0,0,0,
13618,625.2256795247928,3.5663571,,,,,,,,,,,0,0,0,0,4797.288,63356.477,0,26380.115,0,0,0,0,0,0,0,0,0,0,0,35187.816,0,0,0,63388.285,0,0,0,0,0,0,12202.689,0,0,0,49579.062,49814.645,0,13033.142,0,
13623,631.2871331541339,3.568995,,,,,,,,,,,0,0,0,0,0,7200.5947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36732.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13627,602.2958211356779,3.5708969,,,,716,,,,,,,5651.1426,0,0,0,0,0,0,0,0,0,22610.916,0,19485.188,0,25368.96,0,9911.235,11110.737,0,0,0,15161.449,0,0,12714.534,0,0,0,0,0,0,0,0,15667.488,0,0,0,0,4573.7544,
13637,521.1657228258189,3.5730183,,,,1595,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295604.6,0,0,0,0,0,0,0,0,
13639,566.2233737639272,3.5730183,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26784.842,0,0,0,0,0,0,0,0,
13641,579.2200160938595,3.5737267,,,,716,,,,,,,12901.719,0,0,0,0,0,0,0,0,0,36761.785,0,24896.715,6679.67,31007.436,0,19855.328,17371.922,0,0,0,31667.195,0,0,22674.38,0,0,0,0,0,0,0,16586.64,26509.055,0,0,0,0,11952.714,
13648,453.17334621044034,3.5752378,,,,628,1040,[M+Na]+,,2,13648;13625,430.1841,0,0,36025.586,0,20245.982,8952.196,0,0,0,0,0,0,0,30748.994,0,0,0,0,0,0,0,0,0,0,0,30045.996,0,0,0,0,0,0,92603.13,0,22749.742,5306.041,0,0,0,
13651,524.2491216074261,3.576604,,,,,,,,,,,0,0,0,0,0,45980.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190638.2,0,
13652,264.0868087667293,3.5768185,,,,1808,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71792.46,0,0,0,0,0,0,0,16482.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13656,506.1660093755307,3.57935,,,,,,,,,,,0,18837.525,0,0,0,0,0,0,0,15625.85,0,0,17916.527,0,34198.11,0,0,0,0,0,0,0,0,0,0,0,0,43252.58,0,0,0,0,0,0,0,0,0,0,0,
13667,627.2411027351638,3.582645,,,,,,,,,,,18981.992,0,0,18240.467,0,0,8478.381,0,0,0,63223.777,0,6927.0396,11677.456,0,0,11070.234,17898.723,0,0,0,0,0,0,39396.266,0,0,0,0,0,0,0,62320.266,24018.352,34807.227,0,0,52231.12,0,
13669,391.18678242076163,3.5838153,,,,,,,,,,,0,0,0,0,0,0,0,17111.54,0,0,0,0,0,0,0,67192.89,0,0,0,0,6358.8306,0,0,20189.363,0,0,0,0,0,0,0,27667.037,0,0,0,0,0,0,0,
13679,446.20247124798453,3.5865204,,,,,,,,,,,0,0,0,0,0,0,0,0,121396.086,0,0,0,0,0,0,0,0,0,0,10970.377,0,0,0,0,0,0,0,0,0,0,0,0,99689.08,0,16004.557,39670.45,0,0,0,
13681,794.3104256520955,3.587186,,,,1863,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37808.703,0,0,10981.239,0,0,0,0,0,0,0,0,0,0,0,0,5166.3154,0,0,
13683,426.17629591393074,3.5882497,,,,,,,,,,,0,0,0,0,0,309060.7,0,5414960.5,0,0,0,0,0,0,0,0,0,0,0,161762.06,0,0,0,2407353.2,0,0,790921.4,0,0,3830.4243,0,0,0,0,0,258028.02,0,1592701.8,0,
13687,404.1918381838996,3.5892105,,,,1948,,,,,,,0,0,86757.01,0,0,0,28465.418,0,0,0,0,0,0,0,5723.9473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13692,449.1082000288952,3.590957,,,,,,,,,,,0,0,0,0,39552.27,0,0,281001.2,0,0,0,0,0,0,0,0,0,0,0,0,306556.4,0,0,293054.84,0,0,0,0,0,0,120643.01,0,0,0,0,0,0,0,0,
13693,426.19736757189116,3.5910316,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36544.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13696,138.05482061584954,3.591662,,,,1302,,,,,,,0,0,0,0,0,0,0,118096.64,0,0,0,0,0,0,0,0,0,0,0,0,144189.6,0,0,45012.926,0,0,0,0,0,0,0,0,0,0,0,0,61820.805,28297.596,0,
13712,598.2126825615023,3.5945444,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7334.597,0,0,0,0,0,0,0,23891.834,0,0,0,0,0,0,0,0,0,0,0,0,0,55977.145,0,
13713,193.15884833594092,3.5946693,,,,,,,,,,,84586.93,0,86741.734,57880.418,0,8280.016,31715.33,0,4146.2075,21230.672,14267.072,0,11061.054,0,41649.58,0,4376.3765,13537.048,0,0,0,0,0,151940.62,0,0,0,20879.564,0,0,0,0,0,10289.321,20870.027,9652.226,0,0,0,
13714,465.10288828654865,3.5949612,,,,454,1051,[M-3H2O+H]+,,2,13674;13714,518.12716,0,0,0,0,0,0,0,0,0,0,0,33513.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54630.797,0,0,0,0,0,0,0,0,0,0,
13720,451.156684633604,3.5966961,,,,,,,,,,,0,0,0,0,0,0,0,0,50439.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39375.004,0,0,0,0,0,0,0,7318.369,0,0,0,0,0,0,
13721,575.2238198879961,3.5967128,,,,,,,,,,,0,0,0,0,0,49422.855,0,0,0,0,0,0,0,0,0,0,0,0,0,30617.68,22330.67,0,0,211349.52,0,0,0,0,0,0,18135.156,0,0,0,107251.35,31568.855,0,24648.6,0,
13723,476.2134324435917,3.5970445,,,,1740,1042,[M+NH4]+,,2,13759;13723,458.17937,0,0,0,251530.78,0,35380.184,429022.84,23336.908,0,0,0,0,0,37495.64,0,0,73062.11,0,0,0,114520.195,0,0,0,56591.73,4134.651,1639951.0,0,0,0,183604.6,0,43622.637,0,420069.5,66216.47,0,61786.55,58357.23,
13728,448.21790320899765,3.5985596,,,,2105,,,,,,,0,0,31598.703,0,76943.78,39558.402,0,0,0,0,0,0,0,0,0,0,0,0,0,35208.715,0,0,0,0,0,0,0,0,0,0,0,12649.479,372289.16,0,0,20102.223,0,0,0,
13731,621.1813890476178,3.599959,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,84231.62,10948.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13739,520.2333234028122,3.6014812,,,,,,,,,,,11541.533,0,0,0,67250.3,0,0,0,0,8934.783,0,0,0,0,0,0,0,21505.934,79795.44,0,0,0,0,0,0,0,0,8156.541,0,0,102352.31,0,0,4354.8145,11738.021,0,0,0,24271.822,
13740,135.1170243620758,3.6019592,,,,,,,,,,,29655.416,0,28678.062,19029.133,11550.56,0,0,9157.551,0,0,5764.4014,84459.17,0,35439.15,13559.645,9667.409,0,4647.983,0,0,15894.611,0,0,30382.885,0,0,0,0,86574.62,0,0,21352.523,0,3846.9778,0,23630.658,0,20490.457,0,
13744,390.2490281981048,3.602721,,,,,,,,,,,3015.194,0,0,0,0,0,86998.125,0,0,0,8224.942,0,0,0,10489.042,0,11367.782,9646.071,92612.48,4591.3506,27090.34,0,0,110460.96,0,0,0,0,0,0,0,0,0,18040.37,5821.482,0,12014.103,0,0,
13752,416.2642532329598,3.6042862,,,,802,,,,,,,0,0,0,14350.517,269262.72,0,0,0,48382.746,0,10457.305,0,0,146401.3,0,0,0,11672.49,0,0,0,0,0,0,0,37464.84,0,0,0,6249.095,0,0,0,7973.3906,0,0,0,0,0,
13753,463.12347332636676,3.604594,,,,2132,,,,,,,0,0,0,0,0,11250.059,0,0,46620.133,0,0,0,0,0,25495.97,0,0,0,0,0,0,0,0,88674.04,0,0,0,0,0,13202.908,0,0,121863.37,0,3329759.0,0,0,0,0,
13754,368.2283287710126,3.6049223,,,,,,,,,,,0,0,0,0,0,11715.285,12446.512,0,0,0,0,0,0,0,0,53812.953,0,0,0,0,24305.322,0,0,0,0,0,5717.352,0,0,0,26597.734,35039.02,49110.7,0,61873.484,0,0,0,0,
13757,371.2062454617155,3.6059177,,,,684,,,,,,,0,0,0,0,38921.94,0,0,0,18214.787,0,0,0,0,45715.605,67336.63,0,0,0,0,0,0,0,0,0,0,9958.404,0,0,0,0,0,0,0,0,0,0,0,0,0,
13759,481.16834001197117,3.6059659,,,,1740,1042,[M+Na]+,,2,13759;13723,458.17937,0,0,0,104042.586,0,0,234898.89,0,0,0,0,0,0,38956.367,0,0,39570.367,0,0,0,0,0,0,0,28703.188,5920.3906,512265.5,0,0,0,75733.47,0,17825.736,0,146812.64,28737.525,0,18807.965,38129.598,
13773,596.269571787282,3.608074,,,,,,,,,,,0,16073.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13774,151.0392139109653,3.6084027,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67790.93,0,
13776,925.239957545378,3.6084027,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29378.826,0,
13780,393.1883227782872,3.6092803,,,,802,,,,,,,0,0,0,0,88272.87,0,0,0,26887.164,0,10251.755,0,0,127716.16,0,0,0,11250.637,0,0,0,4498.0454,0,22534.887,0,36962.54,0,0,0,0,0,0,0,8836.924,0,0,0,7016.125,0,
13785,522.2909606092611,3.6104326,,,,1998,1056,[M+NH4]+,,2,13785;13937,504.25723,0,0,24938.385,0,0,0,13669.455,8779.537,0,0,0,0,0,0,0,0,0,0,0,0,5755.3496,0,0,15590.285,0,0,0,0,0,0,0,0,139600.98,0,31286.469,4999.254,10443.989,0,0,
13790,383.167873733858,3.6115768,,,,,,,,,,,0,0,31617.787,0,10672.82,0,8710.893,0,21737.059,10150.655,18638.791,0,8730.926,0,0,0,0,24444.744,0,0,0,36654.51,0,0,0,0,0,0,0,0,0,0,0,22375.637,0,0,0,0,0,
13792,301.069933036817,3.6117938,,,,,,,,,,,0,0,0,0,0,0,50539.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106722.67,0,192645.81,28013.678,0,
13806,463.1262766911315,3.6138809,,,,400,,,,,,,0,0,0,0,0,0,1316131.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13819,767.4188760807374,3.6172116,,,,828,1046,[2M+Na]+,,2,13819;13829,372.2149,57941.97,0,34692.33,0,0,0,0,0,0,0,0,0,0,0,16839.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13820,518.1501041781322,3.617332,,,,454,1051,[M-H2O+NH4]+,,2,13820;13969,518.12716,0,0,0,0,0,0,0,0,0,0,0,186570.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21538.9,0,0,0,0,0,0,0,0,0,0,
13821,395.20431965863673,3.6177304,,,,828,1046,[M+Na]+,,2,13840;13821,372.2149,270283.84,33498.363,196020.62,179471.9,88227.15,0,0,0,17755.697,11653.749,70172.05,0,52275.375,0,142708.23,0,39455.72,70884.73,144204.7,13074.118,9501.605,11829.477,0,44390.426,46111.117,35444.477,0,15818.198,0,0,0,0,0,78760.77,9855.637,19910.762,109462.74,0,26337.133,
13822,504.1141463958561,3.6177924,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6320.4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5547.098,0,63596.605,0,0,0,0,0,0,0,0,0,
13826,366.1759134476942,3.618194,,,,,,,,,,,0,71919.69,189791.17,21551.482,0,0,0,0,18316.723,22530.748,0,0,6172.119,0,0,0,0,0,0,0,0,0,0,0,42427.43,0,0,14589.937,0,0,0,0,0,0,0,0,0,0,0,
13827,434.2026772714636,3.6182978,,,,,,,,,,,0,0,0,0,0,331576.38,0,257802.66,0,0,0,0,0,0,0,0,0,0,0,168815.33,364396.8,0,0,0,0,0,0,0,0,0,372015.38,0,0,0,50175.766,226953.98,0,0,0,
13829,373.2223270954497,3.6188133,,,,828,1046,[M+H]+,,3,13819;13840;13829,372.2149,645375.4,40454.46,689113.25,462469.16,122107.78,0,0,0,19360.096,45190.074,92290.664,0,79052.85,0,311441.94,0,28815.475,96138.38,29162.537,26689.402,0,11872.737,0,41177.56,83506.17,0,0,61765.48,0,0,0,0,0,70741.82,0,44662.133,176694.73,0,17505.371,
13835,275.0526027214088,3.6201167,,,,315,1050,[M+Na]+,,2,13835;13841,252.0634,0,0,8829.814,0,30776.158,0,0,0,0,0,0,41788.176,6203.2026,0,8787.93,0,0,0,0,0,0,0,0,0,0,0,0,0,130372.43,0,0,0,0,0,18336.34,0,0,0,0,
13836,418.28015429830964,3.620166,,,,828,,,,,,,301017.9,27039.406,271318.06,207269.94,137374.55,7808.072,0,0,32968.125,16393.566,63921.97,0,62318.074,0,175079.94,0,23061.91,61502.83,48348.664,20235.127,0,6861.9565,0,8360.678,53382.984,0,0,30765.496,0,0,0,0,0,49878.33,0,31078.59,22084.545,0,13840.996,
13840,411.17776690703784,3.6222446,,,,828,1046,[M+K]+,,3,13840;13821;13829,372.2149,26677.027,0,24053.39,22220.93,0,0,0,0,0,0,7131.3066,0,0,0,13045.686,0,0,7270.5435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6272.9546,0,0,0,0,0,
13841,270.09723681250034,3.6225202,,,,315,1050,[M+NH4]+,,2,13835;13841,252.0634,3887.198,0,51284.273,8906.008,142464.16,0,0,0,0,0,0,92759.66,31718.393,0,33604.46,0,0,0,0,0,0,0,0,0,0,20029.691,0,5277.557,235545.8,0,0,0,0,0,72124.445,0,0,0,3906.771,
