row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,
5882,538.2284096927738,3.522956,,,,,,,,,,,0,0,36581.516,16254.041,0,48504.414,26114.348,14930.857,4029.502,0,9188.743,19414.533,0,9473.178,29108.945,12634.2705,0,26479.39,
5888,350.21721980998984,3.5271022,,,,7,485,[M+NH4]+,,2,5901;5888,332.18344,0,0,0,0,0,4725.4365,0,0,28718.469,0,42908.242,0,0,0,7766.3984,0,22422.158,0,
5891,543.1836975019643,3.5296612,,,,,,,,,,,0,0,7903.8975,0,0,21017.107,0,8181.8813,0,10060.636,0,0,0,0,4706.954,0,0,12322.489,
5897,388.1599967602117,3.5306501,,,,,,,,,,,0,402590.7,148882.12,0,0,0,0,0,28233.764,0,0,21807.426,0,16984.412,0,0,5587.867,0,
5899,393.1155299257685,3.5319178,,,,,,,,,,,0,94472.75,20437.979,0,0,0,0,0,0,18385.13,0,0,0,0,0,0,0,0,
5901,355.172692166588,3.5327115,,,,7,485,[M+Na]+,,2,5901;5888,332.18344,0,24323.799,25585.605,0,0,39697.773,10711.971,0,155407.9,0,199665.28,14550.5625,23543.082,5270.654,37282.027,7471.12,124363.086,28397.48,
5902,378.24857526616256,3.532976,,,,7,,,,,,,0,18913.99,18597.371,0,0,16889.568,6606.8984,0,100391.25,0,130654.92,10166.076,34994.08,0,46323.715,14520.676,70353.375,10529.723,
5909,734.3016493762608,3.5425556,,,,,,,,,,,0,0,10842.839,0,0,0,2795.1057,0,0,0,0,0,0,0,0,0,3329.1619,0,
5923,449.1079435803824,3.5581355,,,,,,,,,,,0,0,39552.27,0,0,0,0,8087.743,0,0,0,0,0,0,0,0,0,0,
5924,448.2179759278974,3.559667,,,,,,,,,,,25136.008,0,76943.78,25337.385,0,34487.98,28043.45,72865.74,0,31598.703,0,0,0,0,0,0,0,22974.54,
5937,409.18353191670036,3.5670738,,,,100,486,[M+Na]+,,2,5935;5937,386.1943,13690.49,88252.0,151897.75,7921.6753,0,44222.332,153600.53,0,56042.9,0,21343.836,0,33505.24,22463.793,27750.312,23519.453,0,22494.389,
5943,627.2411365976157,3.568753,,,,,,,,,,,18981.992,0,0,0,0,11070.234,18240.467,0,17898.723,0,63223.777,0,0,0,0,0,24018.352,0,
5947,602.295918338674,3.5707636,,,,534,,,,,,,5651.1426,0,0,25368.96,0,9911.235,0,0,11110.737,0,22610.916,19485.188,0,15161.449,0,0,15667.488,4573.7544,
5948,579.2202713499314,3.5711942,,,,534,,,,,,,12901.719,0,0,31007.436,0,19855.328,0,0,17371.922,0,36761.785,24896.715,0,31667.195,0,0,26509.055,11952.714,
5957,506.1660093755307,3.5793495,,,,,,,,,,,0,18837.525,0,34198.11,0,0,0,0,0,0,0,17916.527,43252.58,0,15625.85,0,0,0,
5976,426.19736757189116,3.5910316,,,,,,,,,,,0,0,0,36544.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5978,520.2333313887028,3.5910954,,,,,,,,,,,11541.533,0,67250.3,0,0,0,0,79795.44,21505.934,0,0,0,8156.541,0,8934.783,0,4354.8145,24271.822,
5982,390.24894162145273,3.5994227,,,,,,,,,,,3015.194,0,0,10489.042,0,11367.782,0,92612.48,9646.071,0,8224.942,0,0,0,0,0,18040.37,0,
5984,416.26451329264484,3.6009653,,,,44,,,,,,,0,0,269262.72,0,0,0,14350.517,0,11672.49,0,10457.305,0,0,0,0,6249.095,7973.3906,0,
5995,596.269571787282,3.608074,,,,,,,,,,,0,16073.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5997,383.1678339544228,3.6111243,,,,,,,,,,,0,0,10672.82,0,0,0,0,0,24444.744,31617.787,18638.791,8730.926,0,36654.51,10150.655,0,22375.637,0,
5998,393.1886212991023,3.6116128,,,,44,,,,,,,0,0,88272.87,0,0,0,0,0,11250.637,0,10251.755,0,0,4498.0454,0,0,8836.924,0,
6003,404.19178932768915,3.6137347,,,,882,,,,,,,0,0,0,5723.9473,0,0,0,0,0,86757.01,0,0,0,0,0,0,0,0,
6009,366.17606581321553,3.617202,,,,158,491,[M+NH4]+,,2,6007;6009,348.14212,0,71919.69,0,0,0,0,21551.482,0,0,189791.17,0,6172.119,14589.937,0,22530.748,0,0,0,
6010,767.4188760807374,3.6172116,,,,239,492,[2M+Na]+,,2,6010;6014,372.2149,57941.97,0,0,16839.445,0,0,0,0,0,34692.33,0,0,0,0,0,0,0,0,
6011,504.1141463958561,3.6177921,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5547.098,0,6320.4004,63596.605,0,0,
6014,373.2223506403167,3.6187398,,,,239,492,[M+H]+,,3,6010;6014;6021,372.2149,645375.4,40454.46,122107.78,311441.94,0,28815.475,462469.16,29162.537,96138.38,689113.25,92290.664,79052.85,61765.48,11872.737,45190.074,0,70741.82,17505.371,
6015,418.2801307814741,3.6191041,,,,239,,,,,,,301017.9,27039.406,137374.55,175079.94,0,23061.91,207269.94,48348.664,61502.83,271318.06,63921.97,62318.074,30765.496,6861.9565,16393.566,0,49878.33,13840.996,
6017,395.2043002427784,3.6198924,,,,239,492,[M+Na]+,,2,6017;6021,372.2149,270283.84,33498.363,88227.15,142708.23,0,39455.72,179471.9,144204.7,70884.73,196020.62,70172.05,52275.375,15818.198,11829.477,11653.749,0,78760.77,26337.133,
6021,411.17776690703766,3.6222446,,,,239,492,[M+K]+,,3,6017;6014;6021,372.2149,26677.027,0,0,13045.686,0,0,22220.93,0,7270.5435,24053.39,7131.3066,0,0,0,0,0,6272.9546,0,
6022,270.09728149822814,3.6226034,,,,31,493,[M+NH4]+,,2,6020;6022,252.06345,3887.198,0,142464.16,33604.46,0,0,8906.008,0,0,51284.273,0,31718.393,5277.557,0,0,0,0,3906.771,
6024,568.2386637876178,3.6231236,,,,353,494,[M+NH4]+,,2,6024;6025,550.20487,0,92519.14,0,0,0,0,0,0,0,0,0,0,0,0,0,18528.78,0,0,
6025,573.1941218703254,3.6231236,,,,353,494,[M+Na]+,,2,6024;6025,550.20487,0,55952.867,0,0,0,0,0,0,0,0,0,0,0,0,0,20120.934,0,0,
6026,476.21310495375207,3.6238835,,,,30,495,[M+NH4]+,,2,6026;6027,458.17915,0,0,0,0,0,73062.11,251530.78,0,0,0,0,0,0,0,0,0,0,58357.23,
6027,481.16823622427177,3.6238835,,,,30,495,[M+Na]+,,2,6026;6027,458.17915,0,0,0,0,0,39570.367,104042.586,0,0,0,0,0,0,0,0,0,0,38129.598,
6034,193.158852906705,3.6288047,,,,239,,,,,,,84586.93,7610.8945,28859.615,41649.58,0,4376.3765,57880.418,0,13537.048,86741.734,14267.072,11061.054,20879.564,0,21230.672,0,10289.321,5613.844,
6044,573.2881371416496,3.6426368,,,,538,497,[M+Na]+,,2,6045;6044,550.29891,0,23267.352,0,0,0,8420.993,0,0,22666.475,0,8418.603,0,84369.414,0,29134.365,0,18339.98,0,
6045,568.3327237492825,3.6428146,,,,538,497,[M+NH4]+,,2,6045;6044,550.29891,0,9373.934,0,0,0,0,0,0,16007.145,0,0,0,57184.973,0,20775.975,0,10617.666,0,
6047,455.22489109768327,3.6434484,,,,,,,,,,,0,45957.81,0,0,0,0,0,0,0,7523.334,0,0,0,0,0,0,0,0,
6048,945.2661279212678,3.6470478,,,,,,,,,,,0,0,0,204536.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6050,522.2907725230771,3.6553543,,,,,,,,,,,0,0,0,0,0,0,0,0,0,24938.385,0,0,0,0,0,0,0,0,
6051,527.2462131180534,3.6553543,,,,,,,,,,,0,0,0,0,0,0,0,0,0,23863.51,0,0,0,0,0,0,0,0,
6068,450.1757157422189,3.662928,,,,548,499,[M+NH4]+,,2,6068;6067,432.14182,0,0,0,0,0,0,0,0,30979.848,0,0,0,0,0,0,0,0,0,
6070,197.11725763737533,3.663704,,,,,,,,,,,35525.285,29137.63,53510.09,38648.44,0,34071.188,67070.86,48008.31,48287.227,54136.824,43785.03,75432.87,38930.39,19311.45,30417.49,58833.434,79696.89,68026.54,
6072,433.113153448606,3.66525,,,,571,,,,,,,0,0,0,0,0,44393.88,0,0,0,0,0,0,0,0,0,0,0,43196.887,
6077,413.2146153124748,3.6680083,,,,,,,,,,,11097.358,15056.409,0,13727.493,0,8098.145,37089.727,0,8851.817,0,0,8826.5205,6570.477,0,4836.34,0,38278.957,0,
6084,621.1819097653873,3.669154,,,,,,,,,,,0,0,0,58286.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6085,887.2002960804932,3.669154,,,,198,500,[2M+Na]+,,2,6085;6082,432.10584,0,0,0,29457.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6098,522.1605556444244,3.6843004,,,,,,,,,,,0,36951.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6099,769.2678484278941,3.6843133,,,,,,,,,,,0,0,0,15534.651,0,0,0,0,5880.0933,0,12428.007,5462.79,0,0,0,0,0,0,
6102,448.2180413051849,3.687147,,,,0,508,[M+NH4]+,,3,6127;6128;6102,430.1841,0,0,7387.3438,0,0,0,0,0,0,142958.28,0,0,0,0,0,0,0,0,
6115,434.10814678849556,3.6961145,,,,53,507,[M+NH4]+,,3,6116;6115;6114,416.07423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30409.22,0,0,
6118,603.2987766158906,3.699367,,,,,,,,,,,0,37376.29,14400.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6122,433.2043086818214,3.7042475,,,,151,509,[M+Na]+,,2,6122;6123,410.21526,0,0,0,135022.34,0,0,0,0,25306.15,0,0,0,0,0,0,102796.07,0,0,
6123,428.2492441980178,3.7043524,,,,151,509,[M+NH4]+,,2,6122;6123,410.21526,0,0,0,449094.62,0,0,0,12127.538,99583.16,0,0,0,0,0,0,578590.6,0,0,
6124,456.2803937955291,3.7045414,,,,151,,,,,,,0,0,0,65350.457,0,0,0,0,0,0,0,0,0,0,0,120191.24,0,0,
6127,453.17347960334587,3.711708,,,,0,508,[M+Na]+,,3,6127;6102;6128,430.1841,0,0,0,0,0,0,0,0,0,93255.87,0,0,0,0,0,0,0,0,
6132,463.1234106903446,3.7130868,,,,,,,,,,,0,0,0,25495.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6140,163.03885741093598,3.7189646,,,,53,,,,,,,0,210544.48,0,0,0,0,0,0,0,0,0,0,0,0,0,84766.61,0,0,
6143,483.2201700827048,3.720211,,,,99,511,[M+Na]+,,2,6144;6143,460.23089,0,0,0,0,0,0,7183.206,0,0,0,0,0,36998.566,0,7713.871,0,0,0,
6144,461.2381016828013,3.7236128,,,,99,511,[M+H]+,,1,6143,460.23089,7530.784,0,0,41409.293,0,0,23678.64,0,0,0,0,13857.652,88816.41,0,26065.52,0,0,0,
6171,495.2223096676479,3.7418146,,,,53,513,[M-H2O+H]+,,2,6171;6175,512.22558,0,105905.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6173,558.2906684244676,3.7418146,,,,53,,,,,,,0,40769.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6175,535.2149291164832,3.7421043,,,,53,513,[M+Na]+,,4,6171;6172;6170;6175,512.22558,0,227972.92,0,0,0,0,0,0,0,0,0,0,28161.17,0,31701.143,0,0,0,
6177,592.2237211454587,3.742539,,,,712,514,[M+NH4]+,,2,6183;6177,574.18993,0,0,0,8653.021,0,7017.184,0,0,0,0,0,30467.666,0,0,0,0,0,6929.6543,
6181,436.2179000504954,3.7433696,,,,827,,,,,,,0,138262.58,0,14782.186,0,0,9870.34,0,0,3596.541,0,24627.752,54769.242,0,46982.367,0,0,0,
6182,325.0916160557091,3.7435014,,,,53,,,,,,,0,165603.52,0,0,0,0,0,0,0,0,0,0,20927.633,0,20724.322,18802.895,0,0,
6183,597.1791802220818,3.7434928,,,,712,514,[M+Na]+,,2,6177;6183,574.18993,0,0,0,7693.554,0,4152.906,0,0,0,0,0,20130.562,0,0,0,0,0,0,
6190,510.2333807403635,3.7476933,,,,102,517,[M-H2O+H]+,,2,6195;6190,527.23771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44948.043,0,0,
6192,522.1967925794303,3.7476933,,,,102,516,[M+NH4]+,,3,6193;6189;6192,504.16292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74116.37,0,0,
6197,392.22779455723804,3.7486634,,,,,,,,,,,0,33443.215,0,8768.744,0,0,31909.31,0,0,4174.2954,0,13959.759,7614.525,0,28023.635,0,0,0,
6205,260.1280797436989,3.7536404,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,118578.19,0,31462.164,0,0,0,
6207,300.12056769526873,3.7536404,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,141436.38,0,45201.633,0,0,0,
6213,439.23013743449553,3.765439,,,,900,,,,,,,53168.76,98541.61,8383.112,61769.324,0,34629.145,56671.805,13138.098,27420.512,7461.4365,11382.595,77956.1,0,7355.5073,0,60931.547,17268.248,18061.633,
6221,581.2353827341951,3.781478,,,,,,,,,,,7639.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24160.002,0,0,
6224,411.1616876796028,3.7851472,,,,380,522,[M+Na]+,,2,6223;6224,388.17262,0,0,0,0,0,0,0,0,0,32773.6,0,0,0,0,0,0,0,0,
6229,480.2805325948687,3.787608,,,,1033,523,[M+NH4]+,,2,6230;6229,462.24664,0,0,0,0,0,0,77527.65,0,0,0,0,0,7444.4526,0,0,0,0,0,
6235,457.219125870129,3.7920082,,,,39,524,[M+K]+,,4,6254;6242;6246;6235,418.25654,0,18799.764,18909.846,0,0,0,0,0,23872.428,0,8998.103,0,0,0,0,0,12420.89,0,
6239,203.1795016574256,3.7941997,,,,39,,,,,,,0,73628.805,45694.086,0,0,0,0,0,52999.617,0,13270.263,0,0,0,0,0,20002.604,0,
6240,239.2005377091255,3.7941997,,,,39,,,,,,,0,78824.35,60431.297,0,0,0,0,0,74271.51,0,19141.98,0,0,0,0,0,26039.14,0,
6241,464.32185685958837,3.7941997,,,,39,,,,,,,0,144064.81,141270.75,0,0,0,0,0,153374.6,0,41511.074,0,0,0,0,0,62510.926,0,
6242,441.2459369406949,3.794429,,,,39,524,[M+Na]+,,4,6254;6242;6236;6235,418.25654,27874.055,656535.3,574993.06,22930.004,0,25812.902,44258.258,6494.151,640524.0,5040.9526,254197.89,25092.22,20382.773,45238.94,36744.727,10225.203,357622.9,10333.36,
6243,221.19002529680037,3.7947876,,,,39,,,,,,,0,236160.62,159287.05,0,0,0,0,0,186828.69,0,49182.29,0,0,0,6286.8125,0,69953.09,0,
6254,436.29076008521497,3.798838,,,,39,524,[M+NH4]+,,3,6254;6242;6235,418.25654,0,174568.86,153879.7,0,0,0,4275.5522,0,190800.4,0,45629.285,0,0,0,4900.66,7779.6216,62881.496,0,
6268,349.12597528609206,3.8167357,,,,167,525,[M+Na]+,,3,6270;6268;6273,326.137,0,0,0,83118.84,0,160905.11,45515.688,0,0,0,0,162031.9,0,0,0,0,0,124977.31,
6269,372.2019405333656,3.8167357,,,,167,,,,,,,0,0,0,21822.775,0,32943.36,8984.057,0,0,0,0,34949.773,0,0,0,0,0,23143.828,
6271,165.09118101968562,3.8175473,,,,167,,,,,,,0,0,0,24714.88,0,51650.402,13466.983,0,0,0,0,49659.887,0,0,0,0,0,38243.97,
6273,344.1706982065042,3.8175473,,,,167,525,[M+NH4]+,,3,6270;6268;6273,326.137,0,0,0,48869.336,0,106285.76,27410.2,0,0,0,0,99877.07,0,0,0,0,0,75296.99,
6284,491.11866178376033,3.8268404,,,,439,,,,,,,0,0,0,49531.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6288,242.2478230481524,3.8283577,,,,17,,,,,,,0,0,0,0,0,0,0,0,3919.7368,115902.664,0,0,0,0,0,0,0,0,
6289,240.23217948085374,3.8296864,,,,17,,,,,,,0,0,0,0,0,0,0,0,0,54759.652,0,0,0,0,0,0,0,0,
6292,603.2983983263166,3.830194,,,,,,,,,,,0,186913.89,0,0,0,0,0,0,0,0,0,0,0,0,0,5730.6626,0,0,
6294,563.3062169997711,3.8360558,,,,195,,,,,,,0,70230.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6295,581.3165367259123,3.8360558,,,,195,,,,,,,0,99747.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6296,573.2879546220024,3.836564,,,,195,,,,,,,0,103718.27,0,0,0,0,0,0,0,0,0,0,0,31823.846,0,0,0,0,
6298,429.1155203057267,3.8429096,,,,1034,528,[2M-3H2O+K]+,,2,6298;6297,222.09169,4517.8945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23323.814,0,
6300,513.100685922048,3.845261,,,,,,,,,,,0,0,0,24193.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6302,218.21148802056769,3.8501928,,,,,,,,,,,0,0,141893.03,0,0,21633.105,0,0,18324.352,0,0,8868.232,0,22950.447,0,15980.386,0,0,
6311,649.3041434824057,3.8535054,,,,164,530,[M+Na]+,,3,6310;6309;6311,626.31495,0,0,0,0,0,0,0,0,0,0,0,0,0,20611.182,0,0,0,0,
6313,457.20694161143206,3.859067,,,,507,531,[M+H]+,,2,6313;6314,456.19966,0,0,0,0,0,0,0,0,0,0,0,52437.957,0,0,0,0,0,0,
6323,379.1364498580636,3.869988,,,,449,532,[M+Na]+,,2,6322;6323,356.1473,0,0,0,40853.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6330,459.2226268398496,3.8802989,,,,,,,,,,,53618.95,0,0,10883.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6333,579.2201299843673,3.881996,,,,981,533,[M+Na]+,,2,6333;6332,556.23086,17132.67,0,0,26598.637,0,4833.094,23391.342,0,4958.8486,0,22894.379,25567.873,0,0,0,0,27092.494,0,
6335,223.13289614922624,3.8866765,,,,684,,,,,,,21880.082,24585.914,36634.5,35767.56,0,21868.299,58271.742,28888.613,25497.494,22202.842,19910.596,54756.84,27502.053,5501.1963,0,60737.277,37834.26,48525.066,
6353,535.2155696280274,3.9093323,,,,195,,,,,,,0,72941.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6354,650.3551882705267,3.9093323,,,,,,,,,,,0,58866.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6367,146.08133152878622,3.9208336,,,,68,,,,,,,0,0,0,0,0,0,0,0,0,1011450.25,0,0,0,0,0,0,0,0,
6369,282.2066810139937,3.9208336,,,,68,544,[M+H]+,,4,6356;6369;6408;6390,281.19932,0,0,0,0,0,0,0,0,0,9443662.0,0,0,0,0,0,0,0,0,
6374,563.4060840130849,3.9208336,,,,68,541,[2M+K]+,,2,6372;6374,262.22373,0,0,0,0,0,0,0,0,0,424557.0,0,0,0,0,0,0,0,0,
6380,455.2255100040025,3.9296637,,,,,,,,,,,23014.559,0,83237.13,5933.777,0,0,18842.83,0,0,0,0,7541.3257,0,48747.004,0,0,0,0,
6381,290.19615063658046,3.930651,,,,752,,,,,,,59302.613,48368.742,87239.84,75955.76,0,68513.086,79799.04,87264.9,80384.77,55151.16,57452.438,74961.55,72762.42,47372.285,33353.797,99058.4,74226.484,90276.945,
6385,331.1535692413324,3.93203,,,,718,,,,,,,5960.197,0,0,8522.546,0,0,12675.981,0,0,0,25599.506,12645.007,0,0,0,0,24973.062,0,
6390,304.18855802706423,3.9330316,,,,68,544,[M+Na]+,,3,6369;6408;6390,281.19932,0,0,0,0,0,0,0,0,0,171870.14,0,0,0,0,0,0,0,0,
6401,476.24919677325346,3.935435,,,,,,,,,,,14450.223,0,0,55742.906,0,6774.933,88085.4,0,7325.9937,24877.469,0,34661.055,0,0,0,0,15598.637,6124.7793,
6410,571.2724934988829,3.9418805,,,,920,548,[M+Na]+,,2,6414;6410,548.28341,0,77602.19,0,0,0,0,0,0,0,0,0,0,8477.633,10613.448,0,0,0,0,
6415,459.2226287024926,3.9462686,,,,,,,,,,,7482.602,0,0,11455.009,0,0,73482.82,0,0,55560.24,0,0,0,0,0,0,0,0,
6417,505.0977800642806,3.955553,,,,937,550,[M+H]+,,1,6420,504.09039,0,0,0,197899.9,0,0,0,0,0,0,0,7085.5566,0,0,0,0,0,0,
6423,512.1765549305744,3.961887,,,,,,,,,,,0,13666.666,0,0,0,0,0,0,0,0,0,0,33932.777,0,45447.043,33008.15,0,0,
6427,453.20966348778325,3.9683173,,,,689,551,[M+Na]+,,2,6427;6433,430.22047,0,32371.512,13732.177,5270.615,0,9254.535,7608.5176,0,53624.742,209494.05,22715.8,12956.775,0,8013.262,0,4813.4062,48128.73,7643.016,
6430,520.1453722253949,3.969198,,,,64,552,[M+NH4]+,,2,6438;6430,502.1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54102.133,0,0,
6433,448.2543271900709,3.9728591,,,,689,551,[M+NH4]+,,2,6427;6433,430.22047,0,0,0,0,0,0,0,0,8137.296,60547.895,0,0,0,0,0,0,6213.602,0,
6445,491.11862993717233,3.9803455,,,,241,553,[M+H]+,,2,6445;6446,490.11133,0,0,0,67798.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6446,513.1005251624955,3.9803455,,,,241,553,[M+Na]+,,2,6445;6446,490.11133,0,0,0,26151.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6450,242.1175744529809,3.9850013,,,,108,555,[M-H2O+H]+,,1,6451,259.12086,0,0,0,0,0,0,0,0,0,0,0,0,32883.54,0,14097.421,0,0,0,
6457,234.20640580246697,3.991149,,,,,,,,,,,0,0,441109.53,0,0,10406.726,0,0,13044.085,0,0,14635.632,0,18600.54,0,31032.82,0,0,
6458,439.2303449398661,3.9921157,,,,,,,,,,,0,75279.0,57850.71,21192.854,0,30317.75,51479.547,0,152807.89,66093.86,78383.555,35923.453,52409.504,11474.449,0,25245.799,116885.93,14049.219,
6459,438.17610945689165,4.000486,,,,,,,,,,,0,0,0,0,0,0,0,23215.062,0,0,0,0,0,0,0,0,0,0,
6462,625.1188822517876,4.0063243,,,,385,557,[M+H]+,,2,6470;6462,624.11157,0,0,0,64544.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6476,368.1916173457693,4.0229425,,,,594,558,[M+NH4]+,,2,6474;6476,350.1578,0,17354.766,142734.03,8686.88,0,0,0,0,0,12339.224,0,17619.324,6869.5127,0,0,0,0,0,
6479,221.19001313348417,4.0281205,,,,32,,,,,,,6324.135,545553.44,505832.75,17937.877,0,0,5357.4062,5668.944,286041.28,5048.387,111853.34,7101.6816,12863.74,31324.838,18342.213,37989.367,185663.72,0,
6480,239.20054203858288,4.028172,,,,32,,,,,,,0,140321.73,126430.36,0,0,0,0,0,73516.734,0,30753.156,0,0,7125.4116,5817.099,0,43171.2,0,
6484,464.32198502996863,4.0298448,,,,32,,,,,,,0,0,195583.22,0,0,0,0,0,127224.6,0,54809.098,0,0,17583.5,0,23037.783,89468.91,0,
6486,522.2911729151144,4.030158,,,,933,561,[M+NH4]+,,2,6486;6483,504.25733,0,4947.848,0,12726.027,0,0,6673.2427,0,7288.496,0,0,0,22310.762,0,41465.863,4087.7563,0,0,
6487,441.24597165984,4.0305467,,,,32,562,[M+Na]+,,4,6487;6494;6489;6515,418.2567,40563.72,1548196.9,1025167.3,110626.0,0,12073.386,27843.35,31859.91,627155.2,40952.246,376935.0,63817.914,56381.504,190376.03,59471.06,285224.62,570675.44,9078.636,
6488,203.17951987526416,4.031075,,,,32,,,,,,,0,190937.9,156142.92,4623.804,0,0,0,0,90055.98,0,33027.83,0,0,8339.212,0,0,50067.195,0,
6489,419.26395376102465,4.0311704,,,,32,562,[M+H]+,,2,6487;6489,418.2567,0,165598.89,124763.25,0,0,0,0,0,73493.99,0,30116.615,0,0,7176.1104,0,0,45850.266,0,
6494,401.25339915532743,4.0314302,,,,32,562,[M-H2O+H]+,,2,6487;6494,418.2567,0,108669.22,89996.34,0,0,0,0,0,48538.08,0,20843.527,0,0,0,0,0,32236.67,0,
6507,525.3635035425623,4.0386133,,,,676,564,[M+H]+,,1,6514,524.35614,0,0,26217.484,0,0,0,0,0,0,11794.137,0,0,0,0,0,0,0,0,
6508,466.2648567281976,4.0396714,,,,898,559,[M+NH4]+,,2,6508;6471,448.23105,50154.28,0,0,9507.13,0,16598.512,0,15890.041,30055.94,0,23942.422,17169.238,0,0,0,0,8292.059,6720.514,
6514,547.345274774527,4.0447187,,,,676,564,[M+Na]+,,2,6514;6507,524.35614,0,4085.3086,38132.43,5739.496,0,0,0,0,0,27178.588,0,0,0,12563.939,0,0,0,0,
6515,383.2428125267544,4.0448213,,,,32,562,[M-2H2O+H]+,,2,6487;6515,418.2567,0,21462.113,44545.066,0,0,0,0,0,25440.174,0,10676.213,0,0,0,0,0,16567.398,0,
6530,592.2237190989888,4.0662785,,,,662,565,[M+NH4]+,,2,6531;6530,574.18996,0,0,0,33227.99,0,0,0,0,0,0,0,42806.945,0,0,0,0,0,0,
6533,455.3517503266721,4.066471,,,,319,,,,,,,0,30522.264,17769.27,0,0,0,0,0,0,38627.95,0,0,12409.309,0,0,0,0,0,
6538,459.22243281429434,4.068593,,,,319,567,[M+H]+,,2,6538;6539,458.2152,0,0,0,0,0,0,0,0,0,79554.555,0,0,0,0,0,0,0,0,
6543,476.24924569522545,4.0723867,,,,,,,,,,,0,0,0,34504.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6553,461.1091855092745,4.085874,,,,308,,,,,,,0,0,0,64400.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6560,436.2906321182288,4.097056,,,,193,,,,,,,0,456674.12,20073.312,4274.0156,0,0,0,0,22895.459,0,12509.099,6772.757,0,7317.874,0,38230.543,32498.936,0,
6565,481.1110480686796,4.0980906,,,,318,572,[M+K]+,,3,6565;6578;6577,442.14778,0,0,0,55963.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6566,488.21326894046695,4.0980906,,,,318,,,,,,,0,0,0,84066.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6567,464.3218623383401,4.098403,,,,331,,,,,,,0,0,0,0,0,0,0,0,12826.459,0,6884.9614,0,0,5379.4077,0,33439.977,22670.639,0,
6577,465.1370190064334,4.1048265,,,,318,572,[M+Na]+,,3,6565;6578;6577,442.14778,0,0,0,948336.4,0,0,18507.834,0,0,0,0,95368.555,0,0,0,0,0,0,
6578,460.181470680004,4.104926,,,,318,572,[M+NH4]+,,3,6565;6578;6577,442.14778,0,0,0,1446314.2,0,0,60584.133,0,0,0,0,88217.11,0,0,0,0,0,6781.9165,
