row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,230605_ED_Blank_ALC_nr8cent.mzML Peak area,230605_ED_dbgi_001140_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001142_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001144_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001150_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001152_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001153_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001156_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001160_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001161_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001162_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001173_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001175_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001182_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001185_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001186_01_03_nr8cent.mzML Peak area,230605_ED_test_miels_dbgi_001188_01_03_nr8cent.mzML Peak area,230605_EDdbgi_001146_01_03_nr8cent.mzML Peak area,
289,476.3066125697491,2.8567262,,,,,,,,,,,956.55664,628.00116,600.7357,518.3169,479.36118,566.9182,358.80875,337.16293,759.9307,404.01025,521.11884,230.40121,215.56226,401.7917,295.87177,250.34116,494.94073,678.6692,
290,147.04488814739435,2.8720737,,,,,,,,,,,0,35589.254,9723.725,1322.1129,37216.926,9045.496,119663.09,1769.0823,962.1287,3086.3967,63640.63,9237.408,5338.334,2609.1323,10695.224,4024.4102,54626.695,9302.631,
291,771.1976979956639,2.8603,,,,,,,,,,,0,0,0,0,9386.588,0,9281.874,0,0,0,0,0,0,0,0,0,0,0,
292,339.1075655223826,2.8578231,,,,,,,,,,,0,4518.7637,1082.2739,0,4257.6743,774.1121,14850.836,0,0,0,8233.206,1030.3291,0,0,1093.5928,0,7352.717,498.63953,
293,425.10830475416225,2.8809302,,,,,,,,,,,0,0,8030.1123,8431.088,0,4945.5176,0,0,982.1906,0,0,0,0,0,573.83484,0,0,0,
294,163.03979668555783,2.889453,,,,48,,,,,,,0,40308.066,60392.56,34344.145,76907.77,180325.11,42591.414,155963.94,86174.68,65477.43,24624.617,15023.846,13452.598,207255.86,12057.883,58935.84,30326.879,26105.805,
295,273.0395604413433,2.8697834,,,,,,,,,,,0,0,8318.139,0,1132.9935,0,0,0,0,0,0,466.86673,0,0,0,0,0,0,
296,263.05532260177193,2.863528,,,,,,,,,,,0,0,6979.2773,6560.5845,0,0,0,0,0,0,0,0,0,0,494.2749,0,0,0,
297,639.1185330396072,2.8654168,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20459.838,
298,302.2078351890416,2.8693252,,,,,,,,,,,0,0,0,0,0,0,0,2044.2411,0,0,0,0,0,2605.9224,0,0,0,0,
299,479.0818894873411,2.9021,,,,,,,,,,,0,0,88223.09,0,171.89499,0,0,0,0,0,0,0,0,0,0,0,0,0,
300,641.1349329120875,2.8747473,,,,,,,,,,,0,0,99376.516,1759.9946,250.2126,0,0,0,0,0,0,0,0,510.23236,1505.9395,225.43314,0,0,
301,171.1134324591109,2.8693252,,,,,,,,,,,0,0,0,0,0,0,0,1958.54,0,0,0,0,0,2238.9624,0,0,0,0,
302,207.1020224943721,2.8735476,,,,,,,,,,,0,1763.3934,536.1736,712.084,2353.3293,1637.642,4385.8496,1721.1053,752.31287,0,1299.878,314.22153,0,442.72885,526.2216,0,893.03754,0,
303,627.155307288053,2.8861415,,,,,,,,,,,0,1491.8639,4473.0596,565.4318,0,7036.112,0,1228.0831,4309.0635,0,12722.567,75918.44,513.02716,15665.879,0,0,4479.208,4040.4028,
304,303.0503576851406,2.8766558,,,,,,,,,,,0,2830.0737,71576.97,308.7546,6120.9634,28322.812,2160.0566,7403.018,11921.273,0,22456.338,140798.11,55233.734,36875.625,0,0,10861.06,1207.2728,
305,494.21570593910195,2.8870525,,,,,,,,,,,0,0,0,777.9935,0,0,0,10991.34,1254.0656,2006.987,655.04065,0,0,6606.387,0,0,0,2026.5115,
306,280.19140225305455,2.8999834,,,,,,,,,,,0,0,155838.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
307,307.1290774315611,2.9065464,,,,,,,,,,,0,0,531.7535,301.92065,183.42244,575.2488,666.98846,172.8947,805.2229,0,0,310.38547,0,1454.4304,0,0,0,2393.8733,
308,144.102493741732,2.9111166,,,,,,,,,,,0,0,13753.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
309,296.1858713618182,2.9111166,,,,,,,,,,,0,0,93414.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
310,803.1660087362087,2.9157667,,,,,,,,,,,0,963.6331,20044.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
311,434.2023829514073,2.9403658,,,,,,,,,,,0,2692.1887,0,8677.305,4028.9792,1465.7272,4273.4365,1379.9873,684.657,292.00043,10104.778,985.72485,2062.1453,861.2239,5303.892,0,11572.76,3938.579,
312,123.08107092288458,2.9310668,,,,,,,,,,,0,0,5025.6387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.80927,
313,151.07622249374404,2.8857467,,,,,,,,,,,0,0,5160.25,0,377.0799,0,512.7317,255.54124,0,0,246.10393,0,0,0,0,0,0,0,
314,519.190446146789,2.9216278,,,,,,,,,,,0,0,0,0,0,0,1701.3903,0,0,0,193.29565,0,0,0,0,0,0,192.26154,
315,492.2006276469774,2.9052792,,,,,,,,,,,0,240.13014,0,1639.9984,257.4285,231.94733,444.2774,6212.212,12277.165,12778.343,241.61533,0,0,0,2550.5193,2484.934,239.46082,0,
316,323.0559379433246,2.9320962,,,,,,,,,,,0,0,247.30371,230.8204,0,210.21657,0,1549.8839,1077.735,1292.9136,0,0,0,1184.8842,0,1378.4894,0,212.15002,
317,329.0660662176147,2.9291832,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,15706.831,0,0,0,0,0,
318,431.0976773008033,2.9291832,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,25601.506,0,0,0,0,0,
319,452.11627075519004,2.9291832,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,4185.9556,0,0,0,0,0,
320,390.9985421110941,2.9336832,,,,,,,,,,,0,0,471.4449,768.0137,344.11694,669.2296,167.67935,2352.7,1524.7402,1416.0391,0,0,193.38655,2160.6248,460.44623,1389.8204,0,1000.7413,
321,949.2234297204091,2.9345,,,,,,,,,,,0,0,0,0,9512.107,0,3219.6538,0,0,0,0,0,0,0,0,0,0,0,
322,325.0922595862445,2.9628813,,,,,,,,,,,0,33957.355,67631.72,11746.845,11841.071,53171.78,6233.0312,0,20299.14,2561.5564,679.3986,674.74603,0,1715.1309,24912.316,5337.12,1089.9708,374.7271,
323,295.08177202459177,2.9383345,,,,,,,,,,,0,40238.324,0,0,15932.273,33004.633,50547.086,185.4497,26033.445,0,24032.926,12835.796,14824.887,17089.96,12860.189,0,39005.887,4935.661,
324,510.04558284978185,2.9414499,,,,,,,,,,,0,4445.399,0,0,435.71213,1729.3488,2824.666,0,1028.9972,0,2500.3384,1842.5906,612.7303,0,781.2093,0,3465.0037,0,
325,769.1611465527947,2.9400582,,,,,,,,,,,0,0,0,0,3825.8103,0,1268.1565,0,0,0,0,0,0,0,0,0,0,0,
326,486.2337418241748,2.9503417,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,423.50272,0,0,0,0,0,1265.96,
327,307.08154849236234,2.9658384,,,,,,,,,,,0,7503.921,21147.604,1023.17163,2725.2798,12996.773,1220.9861,0,2760.896,681.7234,0,0,0,0,5759.4814,1550.3198,0,0,
328,385.18613987148103,2.95555,,,,,,,,,,,0,0,9083.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
329,536.2701755175802,2.95555,,,,,,,,,,,0,0,3785.0168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
330,337.0912556245867,2.906707,,,,,,,,,,,0,1090.286,0,0,4914.3247,318.48788,1772.0116,455.2646,0,0,556.1915,458.98022,0,477.59436,280.75568,1628.0928,728.6837,366.78888,
331,520.3328481110401,2.9600463,,,,,,,,,,,732.4788,489.26492,419.49994,257.23132,223.60608,221.09334,223.07567,457.95367,264.4945,180.93573,212.37383,191.87314,198.51959,186.15717,0,233.02353,388.7807,407.13092,
332,301.0344735816719,2.9385166,,,,,,,,,,,0,27017.857,39089.45,0,0,0,0,0,0,0,0,0,0,317.73807,0,0,0,0,
333,554.8966111054692,2.9637222,,,,,,,,,,,0,0,0,632.905,0,0,0,0,0,7274.4756,0,0,0,0,0,7380.739,0,0,
334,368.8591032673031,2.9737,,,,,,,,,,,0,0,0,32843.695,0,0,0,0,0,0,0,0,0,0,4756.7485,0,0,0,
335,552.7847079460661,2.9730666,,,,,,,,,,,0,0,0,2960.5674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
336,98.09705903695505,2.9778166,,,,,,,,,,,0,0,25069.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
337,144.10309216541265,2.9778166,,,,,,,,,,,0,0,315031.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
338,296.2239201757752,2.9778166,,,,,,,,,,,0,0,409432.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
339,297.22588256484227,2.9778166,,,,,,,,,,,0,0,116922.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
340,591.4366500737231,2.9778166,,,,,,,,,,,0,0,15250.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
341,179.0346683731594,2.97414,,,,,,,,,,,0,2320.6914,2986.587,2471.8691,2825.9387,3918.6697,1975.646,7990.7935,4831.2993,3246.0159,186.59631,0,4460.9834,12253.339,2003.2645,3386.4036,200.87909,2574.6997,
342,496.2427523647144,2.9848084,,,,,,,,,,,0,0,0,4928.672,0,0,0,0,0,0,0,0,0,0,430.3819,0,0,0,
343,295.04538276963086,2.982923,,,,,,,,,,,0,482.56174,2587.0386,3641.8447,1227.4548,2370.482,883.98755,6880.915,6382.473,2014.4658,0,0,3096.6052,3887.0942,759.07776,1772.6849,0,4443.5903,
344,284.22222418505424,2.9888666,,,,,,,,,,,0,0,17025.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
345,481.3079511005193,2.989175,,,,,,,,,,,0,0,0,0,0,0,0,5580.788,0,0,0,0,0,4760.5244,0,0,0,0,
346,461.1055412639412,2.9989066,,,,,,,,,,,0,3431.7546,0,0,2004.496,3881.4202,947.41907,0,0,0,0,0,0,0,4295.206,0,0,0,
347,229.1188333559574,3.0004582,,,,,,,,,,,0,0,0,0,0,0,0,598.63074,0,0,0,0,0,1275.0952,0,0,0,0,
348,360.21296662197267,3.0004582,,,,,,,,,,,0,0,0,0,0,0,0,948.93896,0,0,0,0,0,1676.3904,0,0,0,0,
349,145.13431727986583,3.0113063,,,,,,,,,,,8920.482,7744.7896,7776.3926,8348.36,7744.611,7393.8735,7740.2935,8648.779,8180.5654,9061.264,7734.615,8001.3296,7467.4043,7854.1123,7463.766,8325.16,7150.5947,8132.0103,
350,609.1446811819729,3.0128,,,,,,,,,,,0,0,0,0,33281.055,0,26858.559,3742.409,0,0,2296.1091,522.66345,0,1370.0103,0,0,3957.898,0,
351,210.11053353779923,3.0199113,,,,,,,,,,,2905.0999,1984.6685,1886.429,2850.574,2314.697,2391.2754,2742.9697,2883.282,3655.0684,3343.0962,3252.731,2907.887,2538.8772,3902.8047,3018.8757,3065.6333,3212.0698,3355.1003,
352,142.1233464003458,3.0186834,,,,,,,,,,,4845.989,5263.0083,5638.018,5713.843,5454.841,5097.726,5638.5356,6106.075,5544.9604,6140.3145,5573.217,4800.338,5297.926,5397.359,4790.309,6676.205,4997.1846,5434.044,
353,437.1418252746699,3.0311167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6042.4634,0,0,0,0,0,522.928,0,0,
354,380.18731756551523,3.03995,,,,,,,,,,,0,0,0,6804.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
355,387.14359287191724,3.0501292,,,,,,,,,,,0,0,3629.5693,0,0,231.65746,0,0,0,0,0,0,0,0,0,218.89758,0,212.04605,
356,564.3592562958175,3.0539653,,,,,,,,,,,555.4942,189.09381,212.02618,209.09152,229.31914,184.18338,175.50305,212.165,199.47322,203.39587,201.29364,0,0,0,174.28555,0,197.7193,0,
357,360.15705962736723,3.0512474,,,,,,,,,,,0,239.8146,1964.2476,0,0,0,0,673.757,0,0,184.66629,223.48474,0,271.29724,0,0,0,9970.337,
358,310.2018283058191,3.0556,,,,,,,,,,,0,0,81221.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
359,365.13418486925195,3.054948,,,,,,,,,,,0,0,786.11066,714.4143,0,0,502.03976,0,0,271.91052,217.10815,0,0,431.98303,0,840.505,0,288.16354,
360,789.1867858166363,3.1060643,,,,,,,,,,,0,0,0,0,0,4916.853,0,1974.6736,1377.5394,0,10367.83,41369.293,0,14194.772,0,0,12427.566,0,
361,287.05529761345593,3.047381,,,,,,,,,,,0,587.121,4133.7334,528.58606,2356.5544,15389.7,2215.4275,873.83704,1816.1613,0,6922.697,12115.133,7115.3706,3009.407,0,0,2970.43,0,
362,294.2071330686787,3.0778832,,,,,,,,,,,0,0,116161.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
363,348.2739241569701,3.0964167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,13339.951,0,0,0,0,210.36443,
364,595.1653462237371,3.0679758,,,,,,,,,,,0,203.65056,0,9651.531,3498.6284,0,4546.514,7127.3057,231.17697,0,19152.127,0,4071.2766,11574.449,910.6283,171.8221,40526.996,39976.754,
365,263.9722636592373,3.0966547,,,,,,,,,,,0,0,1849.5497,208.55858,0,0,0,0,0,2655.9705,0,0,1943.6969,582.39166,19934.922,1355.3402,0,0,
366,277.0714050307677,3.0986834,,,,,,,,,,,0,61886.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
367,163.1122850560518,3.1293766,,,,55,,,,,,,0,5139.71,8266.779,2867.691,5233.716,2686.574,2776.825,4427.4062,4129.0645,6672.24,1917.8232,4462.6016,4405.901,5553.96,4909.8276,5214.8843,5252.864,3605.7236,
368,597.1450561431998,3.132,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,13879.621,117568.02,0,0,0,0,9758.082,0,
369,608.3854824313411,3.1371498,,,,,,,,,,,270.30347,232.8326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
370,181.12296558922958,3.135716,,,,55,,,,,,,0,12344.569,16031.999,6230.797,11345.643,6434.19,6894.168,8917.645,7523.545,15631.521,4783.6685,9618.603,9882.767,11290.411,11350.824,12820.411,12114.315,9030.372,
371,312.21703903717525,3.1409166,,,,,,,,,,,0,0,25679.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
372,313.2201083859981,3.1409166,,,,,,,,,,,0,0,5046.0127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
373,611.1605419620435,3.1438844,,,,,,,,,,,0,936.435,55839.152,206836.5,15360.588,4070.0654,73977.26,0,683.3202,3784.0845,0,0,162706.48,907.47406,78205.445,7558.8447,0,48798.258,
374,189.12777898511376,3.1578352,,,,,,,,,,,0,1406.1182,1145.6985,166.451,1428.9446,638.46893,670.11584,1649.5845,782.28064,436.7796,852.5377,948.9392,1016.8066,1999.8054,1222.95,1051.1857,1771.4243,985.43225,
375,304.0538295098996,3.1493266,,,,,,,,,,,0,1664.217,5559.1675,23004.984,1150.3013,0,7014.135,0,0,0,3342.3079,26876.936,18179.66,1777.429,8130.3286,631.87354,3015.0276,5575.339,
376,209.11742064192094,3.1845698,,,,,,,,,,,0,221.2334,3944.1428,0,0,0,0,180.478,316.6342,0,0,0,0,491.5571,0,0,0,0,
377,245.13897859076042,3.1713834,,,,,,,,,,,0,0,3249.7764,0,0,0,0,0,477.89413,0,0,0,0,0,0,0,0,0,
378,429.1735681090583,3.182405,,,,,,,,,,,0,286.91528,9598.696,0,0,498.8811,653.97327,1474.777,2827.293,0,0,0,523.7643,1993.8689,560.834,0,0,1075.6938,
379,460.1033966565643,3.1806767,,,,,,,,,,,0,0,4077.8054,0,0,0,178.09927,1154.4211,2258.4685,0,0,0,0,1340.9432,0,0,0,0,
380,313.1437543702338,3.2037976,,,,,,,,,,,0,8181.157,844.9163,539.9471,6369.9663,4443.332,6518.408,2593.7656,1829.9081,0,6078.7393,6550.8623,5671.5386,4055.5132,2822.888,1072.213,5108.7,10586.76,
381,797.1180886090099,3.2044168,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4303.732,
382,488.3156761805917,3.2092834,,,,,,,,,,,0,0,0,0,0,0,0,1758.0562,0,0,0,0,0,273.53046,0,0,0,0,
383,212.1648078845963,3.2038374,,,,,,,,,,,240.75885,0,0,0,0,0,0,0,417.41962,0,877.8323,0,0,0,0,0,0,218.04062,
384,191.10699267092713,3.1961794,,,,,,,,,,,0,978.25415,2909.98,0,0,0,0,0,423.74594,0,0,0,0,192.64417,0,0,0,0,
385,637.1764781354444,3.2203834,,,,,,,,,,,0,0,0,0,0,0,13913.297,0,0,0,0,0,0,0,0,0,0,0,
386,313.070423449277,3.268839,,,,,,,,,,,0,310.1806,0,0,0,0,0,0,420.3875,290.60196,0,0,13140.908,0,428.8613,1555.004,0,0,
387,415.1025981141453,3.2219832,,,,,,,,,,,0,0,0,366.1445,0,0,0,0,924.64514,0,0,0,16245.579,0,0,895.96344,0,0,
388,331.1540939159979,3.208155,,,,,,,,,,,0,16101.801,2139.0496,1219.2914,11653.245,23860.518,12143.41,5277.2344,3540.0986,417.03442,11494.577,12518.134,9389.48,8092.2373,5556.8623,1698.265,9558.329,19777.076,
389,433.11352354936304,3.2278976,,,,,,,,,,,0,1209.437,355.1946,10628.633,0,0,10236.203,4529.112,23284.623,6280.081,4811.336,0,293355.72,2477.9963,3222.2786,21532.492,8444.972,0,
390,451.1713274118137,3.2278917,,,,,,,,,,,0,0,3280.136,588.6323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
391,469.1821989019795,3.2278917,,,,,,,,,,,0,0,5275.765,1149.1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
392,397.1647495785723,3.2340443,,,,,,,,,,,0,4938.9595,3073.0002,532.8456,4414.592,5116.287,4374.246,3170.4,206.59201,467.74188,3506.4841,1936.176,1237.4299,2571.7207,1016.18805,1084.3484,2352.4683,14630.97,
393,269.03589778579595,3.2486167,,,,,,,,,,,224.48105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
394,579.1707428660283,3.251339,,,,,,,,,,,0,0,0,0,0,0,11581.674,0,0,0,5864.171,0,0,0,0,0,10293.164,0,
395,448.12379635235976,3.26705,,,,,,,,,,,0,0,0,1826.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
396,465.10314086519185,3.278051,,,,,,,,,,,0,3976.9958,68574.664,53100.2,2025.2118,3598.211,12828.642,12359.156,2242.161,24728.996,9530.281,19419.877,31732.115,26839.22,58483.82,36456.562,11764.636,135628.2,
397,759.1765542852113,3.2804778,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,5848.315,57799.227,0,0,0,0,7891.5815,0,
398,473.06997983603486,3.3030372,,,,,,,,,,,0,14762.06,9879.122,217.29202,4971.84,0,725.15735,0,0,16793.457,0,0,0,0,8954.107,30509.047,0,0,
399,466.1063484818943,3.2931647,,,,,,,,,,,0,521.7771,15706.057,11966.597,185.90402,552.8382,1472.8579,1708.8629,306.09552,5957.1235,2155.9119,4228.2725,0,4623.476,14376.355,8595.744,2690.3613,31728.648,
400,482.25968797072204,3.2788723,,,,,,,,,,,0,275.46606,0,3057.7039,3988.9775,0,1515.21,0,0,2870.275,705.22485,0,0,0,2551.1187,2653.7512,288.87457,0,
401,293.03122552860106,3.2994926,,,,36,,,,,,,0,22041.098,7654.6016,660.6339,7662.458,0,4388.6284,0,0,12849.708,0,0,0,0,12440.123,8687.102,1220.0735,0,
402,516.1136717552823,3.3003,,,,36,,,,,,,0,7052.108,4480.4424,462.39508,1969.8245,0,1762.7358,0,0,5638.8296,0,0,0,0,4903.206,4967.3843,0,0,
403,487.08475322591636,3.2983406,,,,,,,,,,,0,0,0,966.124,0,0,0,178.95715,0,0,179.99118,1056.5344,0,350.42926,0,0,443.53696,5465.602,
404,147.0447872431216,3.289599,,,,,,,,,,,0,5283.2437,2802.6038,0,4498.1304,32523.48,14185.296,1463.1833,9691.839,13596.745,2850.959,0,2847.285,1908.9504,3524.2297,16979.164,1792.9882,612.12,
405,443.06123168253475,3.3019886,,,,36,,,,,,,0,11235.788,6678.9766,799.1048,4427.666,0,2377.4949,0,0,6692.547,0,0,0,0,6596.6924,4256.9297,417.7771,0,
406,135.0446531777449,3.3096879,,,,19,,,,,,,0,7048.737,5403.9014,391.94794,1526.4231,0,765.83057,0,623.98596,15660.977,0,405.81558,0,173.91782,11678.537,20739.11,0,0,
407,488.0824017310815,3.3045433,,,,36,8,[M+NH4]+,,2,407;427,470.04848,0,84423.37,36678.953,5109.0127,25072.236,0,9490.611,0,359.97763,49872.168,0,0,0,0,32799.11,30144.816,3511.0652,0,
408,287.05540564641683,3.3092725,,,,,,,,,,,0,4300.516,561.8609,25240.36,617.32434,474.32535,3698.5708,486.3294,306.36755,0,17520.186,31171.006,9827.623,1932.6853,0,0,12422.491,12885.218,
409,163.03971026795074,3.32514,,,,19,,,,,,,0,128111.734,86810.77,19526.217,34320.816,4219.28,20264.838,6392.466,12553.006,229443.72,4699.143,11080.468,2463.5366,7798.926,212428.05,297377.38,9114.397,1377.3494,
410,455.0612106570761,3.3083017,,,,19,,,,,,,0,43823.652,40727.31,1929.0618,15763.901,0,8334.24,0,189.26326,65516.39,0,0,413.8269,0,45111.465,61140.457,2782.7148,0,
411,295.0476548618947,3.3056703,,,,19,,,,,,,0,15990.979,12251.819,199.11176,4466.777,0,1305.4884,0,0,31076.777,0,0,0,0,12350.041,38967.223,257.99396,0,
412,269.08140379861766,3.2987309,,,,,,,,,,,0,3655.4128,2450.5771,0,982.6296,0,203.33441,0,0,2556.979,0,0,0,0,2183.779,3981.657,0,0,
413,321.0395844512401,3.2907333,,,,19,,,,,,,0,7573.813,1548.9885,0,2508.9553,0,812.0419,0,0,900.89856,0,0,0,0,1581.4469,224.66707,0,0,
414,343.0817337850042,3.3017166,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,18078.336,0,0,0,0,0,
415,367.08142914716944,3.3017166,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8663.855,0,0,0,0,0,
416,397.09151864816414,3.3017166,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,7096.9473,0,0,0,0,0,
417,427.10255031611365,3.3017166,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,6578.2163,0,0,0,0,0,
418,445.1124672328061,3.3107417,,,,,,,,,,,0,0,0,0,0,170.772,0,0,0,0,0,0,28462.395,0,0,0,0,0,
419,463.1259163707873,3.3017166,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,630038.8,0,0,0,0,0,
420,466.1316994121852,3.3017166,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,6246.9346,0,0,0,0,0,
421,303.0508315239393,3.303037,,,,,,,,,,,0,30133.168,334922.2,190716.81,68517.8,1837.7666,123555.87,22311.352,556.73047,157725.28,14164.764,53303.535,102582.46,52856.78,331058.75,187103.02,16727.4,292381.53,
422,518.0138193871419,3.3050766,,,,,,,,,,,0,0,0,1157.206,0,0,0,424.7824,0,0,0,1054.5437,0,686.12354,0,0,0,3179.0947,
423,319.1323418766874,3.3210833,,,,,,,,,,,0,0,0,0,0,0,0,5063.335,0,0,0,0,0,2308.8928,0,0,0,0,
424,301.0348469010322,3.3323686,,,,,,,,,,,0,5472.432,34924.6,47172.867,31419.215,0,49869.016,2627.6665,370.72293,9268.703,5562.1157,27406.824,25150.248,5661.9404,37041.023,6778.464,4223.31,9732.716,
425,479.082591097196,3.3302617,,,,,,,,,,,0,61825.348,357404.6,132745.97,133930.84,0,217640.86,5220.4614,1301.7675,195842.08,12604.13,64867.934,56061.992,14751.22,366441.38,195652.03,12908.408,3504.0325,
426,175.1486249018338,3.3494635,,,,,,,,,,,0,0,12159.286,4928.2554,1005.0287,211.6074,1047.7861,1103.9977,6282.475,2721.0908,1045.4468,5944.0854,1498.0052,2294.8145,13990.945,2710.7256,747.1544,5434.1963,
427,493.0375953875059,3.3183665,,,,36,8,[M+Na]+,,2,407;427,470.04848,0,11434.783,1967.901,0,5087.1196,0,2175.608,0,0,10954.769,0,0,0,0,7906.912,2458.3958,794.28296,0,
428,273.0397895471692,3.3326643,,,,,,,,,,,0,792.5907,5834.2954,7012.4355,5195.087,0,8607.226,0,0,583.0851,596.1086,3746.4966,3784.9897,679.27185,6022.49,753.9254,485.44113,596.83386,
429,463.0876817692661,3.310089,,,,,,,,,,,0,6683.9272,0,0,0,203.21735,0,0,0,0,0,0,0,0,0,0,0,134707.06,
430,307.08161442169956,3.3551517,,,,,,,,,,,0,3062.642,0,0,547.4198,640.2483,0,174.99261,1297.6263,0,1341.5519,0,0,207.2597,11900.259,1413.7739,2894.8079,0,
431,449.10798549532336,3.324512,,,,,,,,,,,0,6445.6455,3178.0698,12967.488,15668.271,3414.1868,35922.152,896.9656,2978.8958,371.4055,872.14355,2339.4592,73509.68,483.7423,12411.225,0,529.33325,29002.115,
432,283.50549809105763,3.3079443,,,,,,,,,,,0,3254.44,199.2095,0,886.8402,0,0,0,0,257.6619,0,0,0,0,408.50427,209.88936,0,0,
433,273.1678150666442,3.352027,,,,,,,,,,,3249.4092,813.85114,639.00385,1066.7231,854.3876,2341.507,570.7949,2574.5022,2681.5496,232.5296,2206.945,2013.4323,895.93616,552.5166,438.7826,1185.4028,2274.6628,1820.6086,
434,127.03988802357314,3.3483834,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14094.865,0,0,0,
435,124.11273908267619,3.347257,,,,,,,,,,,579.81494,619.8457,831.6497,498.40884,566.4767,469.8969,637.0052,550.21075,496.06543,899.419,532.4861,267.8407,444.11154,445.90656,0,735.1882,468.40778,715.67456,
436,451.12346284983516,3.3327765,,,,,,,,,,,0,0,0,900.9172,242.10709,170.73285,0,0,0,0,0,0,0,0,183000.58,0,0,845.027,
437,325.0922420558835,3.3480823,,,,,,,,,,,0,8310.217,475.8659,4542.6475,1458.5854,2850.1252,604.71094,1068.5923,5121.978,1404.0454,3781.5696,2393.1106,0,1270.4113,79837.08,4805.887,8436.528,598.68365,
438,522.2905244999474,3.3866332,,,,,,,,,,,0,0,6104.803,0,0,0,0,325.67017,0,0,0,2266.9338,0,782.9255,0,0,0,0,
439,177.16447063103837,3.3581605,,,,,,,,,,,0,0,0,655.8836,432.09656,2318.328,5694.481,0,865.77277,10571.369,0,15104.289,0,521.5979,2036.0342,11980.319,0,6720.4336,
440,365.17100999985354,3.3734467,,,,,,,,,,,0,8105.7144,6256.716,1614.0618,2445.8054,261.21692,3094.6777,2855.2134,2337.2559,0,1752.2124,360.6444,0,2330.0898,512.3683,770.6194,3038.8188,4917.35,
441,265.03511941508896,3.350174,,,,36,,,,,,,0,14326.767,8295.372,213.12384,4825.425,0,2649.7854,0,0,8726.58,0,0,0,0,3211.6978,5086.8667,526.3688,0,
