id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
3830_cdhrc_dbgi_alc_pos_sirius_2730	C27H37NO13	[M + H]+	Terpenoids	0.7702622413635254	Monoterpenoids	0.8433444499969482	Iridoids monoterpenoids	0.4546862244606018	Terpene glycosides	0.9931116104125977			Terpene glycosides	0.9931116104125977	Prenol lipids	0.9943191409111023	Lipids and lipid-like molecules	0.9870947003364563	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Aromatic monoterpenoids; Coumaric acids and derivatives; Alpha amino acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Sugar acids and derivatives; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Monosaccharides; Monoterpenoids; Bicyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Dialkylamines; Benzene and substituted derivatives; Phenol ethers; Alpha amino acids; Benzenoids; Amines; Secondary amines; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Aralkylamines; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
3970_cdhrc_dbgi_alc_pos_sirius_2990	C33H54O11	[M + H]+	Terpenoids	0.6409064531326294	Monoterpenoids	0.329703152179718	Open-chain polyketides	0.06412714719772339	Terpene glycosides	0.6062361598014832			Terpene glycosides	0.6062361598014832	Prenol lipids	0.6224111914634705	Lipids and lipid-like molecules	0.9090078473091125	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Monocyclic monoterpenoids; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3161_cdhrc_dbgi_alc_pos_sirius_2451	C25H20O10	[M + H]+	Shikimates and Phenylpropanoids	0.9926294088363647	Phenylpropanoids (C6-C3)	0.8976621627807617	Cinnamic acids and derivatives	0.9202113747596741	Coumaric acids and derivatives	0.9138842821121216	Coumaric acids and derivatives	0.9138842821121216	Hydroxycinnamic acids and derivatives	0.9702422618865967	Cinnamic acids and derivatives	0.9828031063079834	Phenylpropanoids and polyketides	0.9889896512031555	Organic compounds; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Phenols; Catechols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzenediols; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Tricarboxylic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
4641_cdhrc_dbgi_alc_pos_sirius_391	C25H34O	[M + H]+	Terpenoids	0.9992722868919373	Apocarotenoids	0.8936063647270203	Apocarotenoids (β-)	0.9776864051818848	Diterpenoids	0.7549815773963928			Diterpenoids	0.7549815773963928	Prenol lipids	0.9842551946640015	Lipids and lipid-like molecules	0.9993454813957214	Organic compounds; Lipids and lipid-like molecules; Aldehydes; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Diterpenoids; Carbonyl compounds; Alpha,beta-unsaturated aldehydes; Enals; Alpha,beta-unsaturated carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3448_cdhrc_dbgi_alc_pos_sirius_2281	C18H26O2	[M + H]+	Terpenoids	0.8367456197738647	Steroids	0.7366634607315063	Estrane steroids	0.8626995086669922	Estrogens and derivatives	0.7997391819953918	Estrogens and derivatives	0.7997391819953918	Estrane steroids	0.8795931935310364	Steroids and steroid derivatives	0.8387070894241333	Lipids and lipid-like molecules	0.900640606880188	Organic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acid esters; Estrane steroids; Carbonyl compounds; 3-oxosteroids; 17-oxosteroids; Estrogens and derivatives; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
5063_cdhrc_dbgi_alc_pos_sirius_399	C15H14O3	[M + H]+	Shikimates and Phenylpropanoids	0.9995506405830383	Coumarins	0.9927628636360168	Simple coumarins	0.6937844753265381	Coumarins and derivatives	0.9931460618972778					Coumarins and derivatives	0.9931460618972778	Phenylpropanoids and polyketides	0.9988148212432861	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Benzopyrans; Alkyl aryl ethers; Anisoles; Coumarins and derivatives; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Pyranones and derivatives; Phenol ethers; Benzenoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3831_cdhrc_dbgi_alc_pos_sirius_5566	C23H40N10O9	[M + Na]+	Amino acids and Peptides	0.5906142592430115	Peptide alkaloids	0.1825416386127472	Linear peptides	0.12176886200904846	N-acyl-alpha amino acids and derivatives	0.7729533314704895	Amino acids and derivatives	0.6286118030548096	Amino acids, peptides, and analogues	0.6886071562767029	Carboxylic acids and derivatives	0.9269421100616455	Organic acids and derivatives	0.8816352486610413	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Imidolactams; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4212_cdhrc_dbgi_alc_pos_sirius_3713	C26H46O9	[M + Na]+	Fatty acids	0.4323582053184509	Diterpenoids	0.6948596835136414	Labdane diterpenoids	0.2624756991863251	Hexoses	0.8873361349105835	Monosaccharides	0.9875489473342896	Carbohydrates and carbohydrate conjugates	0.9935639500617981	Organooxygen compounds	0.9999995231628418	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Cyclic alcohols and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3971_cdhrc_dbgi_alc_pos_sirius_2260	C26H32O14	[M + H]+	Terpenoids	0.9964914917945862	Monoterpenoids	0.9987607002258301	Iridoids monoterpenoids	0.9832609295845032	Hydrolyzable tannins	0.9554573893547058			Hydrolyzable tannins	0.9554573893547058	Tannins	0.8742130994796753	Phenylpropanoids and polyketides	0.9306837320327759	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Aromatic monoterpenoids; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Benzoic acids and derivatives; Methoxyphenols; Tannins; Ethers; Prenol lipids; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzoic acid esters; Hexoses; Monosaccharides; Monoterpenoids; Bicyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Hydrolyzable tannins; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Methoxybenzoic acids and derivatives; M-methoxybenzoic acids and derivatives; Benzenoids; Vinylogous esters; Organic oxides; Iridoid O-glycosides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Phenoxy compounds; Chemical entities
2830_cdhrc_dbgi_alc_pos_sirius_3147	C21H36O10	[M + Na]+	Terpenoids	0.9917975664138794	Monoterpenoids	0.9942265748977661	Acyclic monoterpenoids	0.8380296230316162	Terpene glycosides	0.8536131381988525			Terpene glycosides	0.8536131381988525	Prenol lipids	0.9814202189445496	Lipids and lipid-like molecules	0.9388808012008667	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organooxygen compounds; Disaccharides; Monoterpenoids; Monocyclic monoterpenoids; Acetals; Secondary alcohols; Fatty acyl glycosides; Oxanes; Terpene glycosides; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
4970_cdhrc_dbgi_alc_pos_sirius_2086	C19H25NO11S	[M + H]+	Amino acids and Peptides	0.9404257535934448	Amino acid glycosides	0.990545392036438	Glucosinolates	0.22096455097198486	Hexoses	0.5983762741088867	Monosaccharides	0.9940630793571472	Carbohydrates and carbohydrate conjugates	0.9994912147521973	Organooxygen compounds	0.9999996423721313	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3162_cdhrc_dbgi_alc_pos_sirius_165	C18H30O2	[M + H]+	Fatty acids	0.9739540815353394	Fatty Acids and Conjugates	0.9079247117042542	Unsaturated fatty acids	0.9949235320091248	Lineolic acids and derivatives	0.8081251382827759			Lineolic acids and derivatives	0.8081251382827759	Fatty Acyls	0.9973871111869812	Lipids and lipid-like molecules	0.9978523254394531	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3020_cdhrc_dbgi_alc_pos_sirius_3670	C39H62O4	[M + H]+	Fatty acids	0.9507814645767212	Glycerolipids	0.8376948833465576	Diacylglycerols	0.8952706456184387	Lineolic acids and derivatives	0.5762184858322144			Lineolic acids and derivatives	0.5762184858322144	Fatty Acyls	0.9976773858070374	Lipids and lipid-like molecules	0.9990653395652771	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Lineolic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
2972_cdhrc_dbgi_alc_pos_sirius_2242	C16H30N4O2	[M + K]+	Alkaloids	0.8623648285865784	Small peptides	0.3554646968841553	Pyridine alkaloids	0.3021630644798279	Alpha amino acid amides	0.6889198422431946	Amino acids and derivatives	0.8738808035850525	Amino acids, peptides, and analogues	0.8750718832015991	Carboxylic acids and derivatives	0.9475358724594116	Organic acids and derivatives	0.9487504959106445	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3398_cdhrc_dbgi_alc_pos_sirius_6635	C24H43NO12	[M + H]+	Alkaloids	0.093576580286026	Lignans	0.7444815635681152	Arylnaphthalene and aryltetralin lignans	0.0165996290743351	Alkyl glycosides	0.9749035239219666	Alkyl glycosides	0.9749035239219666	Fatty acyl glycosides	0.9374003410339355	Fatty Acyls	0.8593472242355347	Lipids and lipid-like molecules	0.8594670295715332	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Oxolanes; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Amines; Secondary amines; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
4875_cdhrc_dbgi_alc_pos_sirius_7236	C7H12N3O7P	[M + H]+	Carbohydrates	0.9967315196990967	Nucleosides	0.9768749475479126	Purine nucleos(t)ides	0.5684899687767029	Glycosylamines	0.8924074769020081	Glycosyl compounds	0.9324713349342346	Carbohydrates and carbohydrate conjugates	0.9830506443977356	Organooxygen compounds	0.9999998807907104	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Pentoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4165_cdhrc_dbgi_alc_pos_sirius_2073	C20H25NO9	[M + H]+	Shikimates and Phenylpropanoids	0.08076921850442886	Aminosugars and aminoglycosides	0.22384995222091675	Simple phenolic acids	0.20596830546855927	Carbamate esters	0.5383089780807495	Amino acids and derivatives	0.42213571071624756	Amino acids, peptides, and analogues	0.4269544184207916	Carboxylic acids and derivatives	0.9999178647994995	Organic acids and derivatives	0.9999971389770508	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbamate esters; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; N-acyl-alpha-hexosamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
3591_cdhrc_dbgi_alc_pos_sirius_4406	C22H34O14	[M + H]+	Terpenoids	0.9434816837310791	Monoterpenoids	0.9880743622779846	Iridoids monoterpenoids	0.8985832333564758	Terpene glycosides	0.6999083161354065			Terpene glycosides	0.6999083161354065	Prenol lipids	0.6694417595863342	Lipids and lipid-like molecules	0.8286122679710388	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Disaccharides; Monoterpenoids; Bicyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
4357_cdhrc_dbgi_alc_pos_sirius_6242	C21H33NO11	[M + H]+	Amino acids and Peptides	0.5684632658958435	Apocarotenoids	0.7584978342056274	Cyanogenic glycosides	0.7279160618782043	Disaccharides	0.514154851436615	Disaccharides	0.514154851436615	Carbohydrates and carbohydrate conjugates	0.9885518550872803	Organooxygen compounds	0.9999992847442627	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Ketones; Aldehydes; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4736_cdhrc_dbgi_alc_pos_sirius_2742	C19H30O9	[M + H]+	Terpenoids	0.9852080345153809	Apocarotenoids	0.973339855670929	Megastigmanes	0.7583138942718506	Terpene glycosides	0.7498781681060791			Terpene glycosides	0.7498781681060791	Prenol lipids	0.9847233295440674	Lipids and lipid-like molecules	0.9861673712730408	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Primary alcohols; Organooxygen compounds; Carboxylic acids; Cyclic alcohols and derivatives; Hexoses; Monosaccharides; Sesquiterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Cyclic ketones; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities
3972_cdhrc_dbgi_alc_pos_sirius_5302	C31H49N5O4	[M + Na]+	Alkaloids	0.5716711282730103	Oligopeptides	0.34140342473983765	Lipopeptides	0.2941144108772278	Alpha amino acids and derivatives	0.8739342093467712	Amino acids and derivatives	0.9803210496902466	Amino acids, peptides, and analogues	0.9813087582588196	Carboxylic acids and derivatives	0.9970288872718811	Organic acids and derivatives	0.9988192915916443	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Piperazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Diazinanes; Amines; Tertiary amines; N-alkylpiperazines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3928_cdhrc_dbgi_alc_pos_sirius_930	C19H38N2O3	[M + H]+	Fatty acids	0.9950821399688721	Fatty amides	0.982431948184967	N-acyl amines	0.9892394542694092	Alpha amino acids	0.9846028089523315	Amino acids and derivatives	0.9999579191207886	Amino acids, peptides, and analogues	0.999957799911499	Carboxylic acids and derivatives	0.9999998807907104	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Alpha amino acids; Amines; Tertiary amines; Organic zwitterions; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4213_cdhrc_dbgi_alc_pos_sirius_421	C12H23NO9	[M + H]+	Amino acids and Peptides	0.905202329158783	Amino acid glycosides	0.5976374745368958	Cyanogenic glycosides	0.13769589364528656	Hexoses	0.7843003273010254	Monosaccharides	0.9514613151550293	Carbohydrates and carbohydrate conjugates	0.9999886751174927	Organooxygen compounds	0.9999997615814209	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4025_cdhrc_dbgi_alc_pos_sirius_4230	C27H30O16	[M + H]+	Shikimates and Phenylpropanoids	0.9999942779541016	Flavonoids	0.9999802112579346	Flavonols	0.9966751337051392	Flavonoid-3-O-glycosides	0.9918191432952881	Flavonoid O-glycosides	0.999515175819397	Flavonoid glycosides	0.9995974898338318	Flavonoids	0.9998584985733032	Phenylpropanoids and polyketides	0.9999196529388428	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Benzenediols; Monosaccharides; Disaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
2919_cdhrc_dbgi_alc_pos_sirius_3115	C18H25NO8	[M + H]+	Shikimates and Phenylpropanoids	0.6506372690200806	Phenylpropanoids (C6-C3)	0.2886819839477539	Cinnamic acids and derivatives	0.15982182323932648	N-acyl-alpha amino acids	0.6731137037277222	Amino acids and derivatives	0.9876977801322937	Amino acids, peptides, and analogues	0.9896175265312195	Carboxylic acids and derivatives	0.9999700784683228	Organic acids and derivatives	0.9999938011169434	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Styrenes; Coumaric acids and derivatives; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Alpha amino acid esters; Coumaric acid esters; Monoalkylamines; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; Alpha hydroxy acids and derivatives; Hydroxycinnamic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Benzenoids; Amines; Hydroxycinnamic acid esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
4876_cdhrc_dbgi_alc_pos_sirius_1550	C39H72N3O9P	[M + H]+	Fatty acids	0.9879675507545471	Sphingolipids	0.9842892289161682	Phosphosphingolipids	0.9011003375053406	Phosphosphingolipids	0.9927054047584534			Phosphosphingolipids	0.9927054047584534	Sphingolipids	0.9932224750518799	Lipids and lipid-like molecules	0.9504410624504089	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid amides; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; N-acyl amines; Phosphocholines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Phosphosphingolipids; Alkyl phosphates; Dialkyl phosphates; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
