row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_BK00_neg.mzML Peak area,1685365277_ALC_dbgi_001185_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001152_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001162_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001161_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001175_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001153_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001182_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001146_01_02_neg.mzML Peak area,1685365277_ALC_dbgi_001142_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001144_01_01_neg.mzML Peak area,
452,373.03455634465337,2.6238122,,,,5,,,,,,,0,64902.684,4364.9717,0,199753.94,0,8042.4194,38241.117,20015.059,0,0,
453,449.2045740593919,2.626045,,,,,,,,,,,0,0,0,267396.84,0,43049.14,0,8723.084,429348.9,0,0,
454,453.23654208910983,2.6263776,,,,,,,,,,,0,0,27983.447,0,0,0,0,0,0,0,0,
455,495.07984724607354,2.6263776,,,,,,,,,,,0,0,34163.426,0,0,0,0,0,0,0,0,
456,947.215376643141,2.6335714,,,,,,,,,,,0,0,0,0,0,0,0,41538.938,0,0,0,
457,207.06520480380487,2.6390662,,,,,,,,,,,48.5616,0,0,0,326556.8,802903.2,0,0,0,904633.44,726424.75,
458,310.16674838545686,2.6431282,,,,,,,,,,,0,0,0,0,0,0,0,0,0,46324.934,0,
459,286.09336716981693,2.6443212,,,,,,,,,,,0,0,0,0,0,0,82907.91,0,0,0,0,
460,397.2081031567722,2.6443484,,,,,,,,,,,0,0,0,0,0,0,0,120980.21,0,0,0,
461,639.1607924188966,2.647203,,,,,,,,,,,0,0,0,317563.72,0,0,104410.21,0,0,0,0,
462,245.01220868117787,2.6493862,,,,,,,,,,,0,0,104796.195,8573.303,0,0,0,0,0,0,0,
463,481.10101389480366,2.6491761,,,,,,,,,,,0,0,68002.086,0,347.26767,0,0,0,0,0,0,
464,522.1136323191813,2.6486878,,,,,,,,,,,0,0,83795.41,0,0,0,0,0,0,0,0,
465,593.1564720905543,2.6500845,,,,,,,,,,,0,0,0,1271832.6,0,0,0,0,0,0,0,
466,344.1834151485102,2.6555378,,,,,,,,,,,0,0,0,0,0,0,0,51419.39,0,0,172.30484,
467,423.18295317612035,2.6607032,,,,,,,,,,,0,29994.846,347.5641,0,0,2583.1602,0,0,0,76706.76,0,
468,335.07842989614153,2.660147,,,,,,,,,,,0,197925.62,719311.44,944686.1,830020.4,134792.5,1159118.4,275119.1,162144.84,0,127693.8,
469,423.09292792951976,2.6637008,,,,,,,,,,,0,0,0,521.9458,763.3771,0,0,1175.1158,246.15817,126834.32,0,
470,341.12561824741,2.665408,,,,,,,,,,,0,381569.22,0,0,0,8911.471,0,16829.766,4164.383,0,19593.334,
471,336.08114040220767,2.6650045,,,,,,,,,,,0,0,0,0,0,10118.455,156522.27,0,11729.375,1313.0364,0,
472,473.0731932564788,2.6754303,,,,,,,,,,,0,0,0,0,0,0,5040.511,139475.61,0,0,0,
473,453.10432106086154,2.6758988,,,,62,,,,,,,0,0,0,0,85641.54,0,4138.1206,0,60081.348,111211.83,24253.154,
474,157.0490309446265,2.676781,,,,62,,,,,,,0,35935.926,5803.4185,126490.51,201928.03,6818.302,0,24059.8,308648.12,383275.3,221883.23,
475,631.1327951901177,2.6788852,,,,,,,,,,,0,5378.936,98576.695,14831.89,123167.695,0,95694.57,58842.54,10053.774,0,0,
476,481.1361411945568,2.6847782,,,,,,,,,,,0,6852.983,0,0,0,20070.646,0,3551.5093,0,0,0,
477,835.2671623365464,2.6850736,,,,,,,,,,,0,1793.6139,0,843.8699,0,51448.72,3922.3406,14044.638,8390.319,794.3961,0,
478,575.0692352200527,2.6851373,,,,,,,,,,,0,0,0,0,65655.74,17807.066,0,0,681.4713,130112.1,24186.2,
479,591.1021948224376,2.6838694,,,,17,,,,,,,0,53910.746,0,2143.3945,1748105.0,898160.1,137970.97,1744809.0,454925.9,2051132.8,452747.2,
480,577.084443842845,2.6852977,,,,,,,,,,,0,0,0,0,0,4957.1094,0,0,0,115150.88,16176.932,
481,639.1275758205156,2.6840818,,,,,,,,,,,0,0,0,0,0,422.06223,0,0,0,5472532.0,0,
482,589.0870247230196,2.6846635,,,,17,,,,,,,0,51035.926,218116.53,762.8402,327597.97,225647.56,65508.516,556257.94,330695.25,410998.5,124048.36,
483,363.03433673198793,2.6862252,,,,19,,,,,,,0,30294.41,61002.41,0,141095.0,138666.77,0,122163.086,78514.08,0,108124.17,
484,193.0494544164747,2.6850848,,,,,,,,,,,74.172905,133427.34,909.16986,2115.6982,11387.604,0,0,0,0,14498.214,11678.086,
485,401.11031273199546,2.684255,,,,,,,,,,,0,2066219.1,0,13601.492,0,0,0,0,0,0,0,
486,651.1564051259838,2.6847806,,,,,,,,,,,0,71086.05,0,0,0,599.9728,0,0,0,0,0,
487,133.01302420536894,2.6877732,,,,19,,,,,,,0,281214.9,285142.38,0,1146161.8,1086877.4,0,1491403.2,273653.03,0,766940.56,
488,394.9713750100539,2.6877732,,,,19,,,,,,,0,21172.51,39160.438,0,143315.55,129060.64,0,111773.26,88757.79,0,32832.47,
489,135.04347663937193,2.6884317,,,,,,,,,,,1064.2394,62015.516,65611.09,0,0,0,0,0,0,0,587702.0,
490,593.1060887450351,2.6875005,,,,,,,,,,,0,2514.8794,16277.71,0,0,0,0,50116.344,14866.004,0,23658.15,
491,177.0183336218774,2.687069,,,,,,,,,,,0,350720.84,509139.94,0,0,0,158268.89,536449.6,341651.56,1116948.8,197806.95,
492,590.0884365590945,2.689177,,,,19,,,,,,,0,9267.858,50071.57,237.01562,82266.43,0,0,136380.45,50133.562,0,23460.832,
493,623.1303531658748,2.6905005,,,,,,,,,,,0,0,0,0,0,0,182631.61,172201.3,467597.47,0,0,
494,585.2219517616317,2.6907322,,,,,,,,,,,0,0,46094.953,251593.31,0,531661.4,101684.82,126033.69,210896.45,0,14349.828,
495,551.1777953666312,2.6933854,,,,,,,,,,,0,0,5733.2915,35867.59,7998.7627,5440.3984,0,5861.9443,0,0,0,
496,295.0469278240108,2.6939876,,,,17,,,,,,,0,1373336.0,3438026.2,351885.78,5688108.0,8288982.5,0,8637777.0,3190704.0,1.3167754E7,4477231.0,
497,637.1088421698644,2.6965866,,,,,,,,,,,0,0,0,0,0,0,0,0,314075.75,37518.9,0,
498,293.0314741676728,2.700469,,,,,,,,,,,0,0,392376.28,61010.543,0,863830.1,0,1058364.0,731195.6,0,367533.25,
499,571.1316951423067,2.70131,,,,,,,,,,,0,0,78106.85,0,0,5041.4316,2233.5498,0,0,0,0,
500,421.1646613956421,2.7047517,,,,,,,,,,,0,0,0,24164.781,81151.13,20128.758,75132.72,0,112239.57,2950.4297,31522.742,
501,635.1265366893937,2.715866,,,,,,,,,,,0,0,0,0,44635.496,424.43964,0,515.2385,0,7348.8457,0,
502,432.19655396580424,2.7147446,,,,,,,,,,,0,0,0,0,0,0,0,0,185514.72,196060.62,113142.06,
503,471.19981581361964,2.7195575,,,,,,,,,,,0,301.34637,0,0,0,0,32601.59,0,8432.711,0,0,
504,431.19410518269467,2.7204013,,,,,,,,,,,347.41248,50450.785,733311.44,568155.75,96600.625,381634.72,1368736.2,0,1303944.9,1162452.2,719542.9,
505,294.0350408728575,2.722679,,,,,,,,,,,0,0,0,0,0,105788.57,0,0,82665.664,0,0,
506,493.0973905307519,2.7245395,,,,,,,,,,,0,0,201329.64,0,0,0,0,635.1651,0,0,0,
507,543.044588782386,2.7243223,,,,,,,,,,,0,0,169902.78,1167.7046,0,0,0,0,0,0,0,
508,721.1646632636896,2.7243223,,,,,,,,,,,0,0,531706.4,218.00504,0,0,0,0,0,0,0,
509,851.2349276245835,2.7226708,,,,,,,,,,,0,0,813676.56,0,0,0,0,0,0,0,0,
510,448.1839608746972,2.7241907,,,,,,,,,,,0,1702.1704,0,9566.969,1610.1877,4309.915,39857.668,4063.7734,27982.36,0,169796.5,
511,425.11079983765876,2.7250175,,,,,,,,,,,0,0,1.2486349E7,53197.45,0,0,0,120919.16,0,0,0,
512,609.1488332846881,2.727514,,,,,,,,,,,0,0,0,31618.396,0,0,0,600555.8,899.92834,0,0,
513,905.200042365442,2.7264082,,,,,,,,,,,0,0,0,0,0,0,0,28247.324,0,0,0,
514,250.07159258565443,2.7272542,,,,,,,,,,,0,0,0,0,201.67207,10863.229,0,0,1740.0095,480617.72,0,
515,400.0726004467813,2.7265131,,,,,,,,,,,0,0,0,0,0,0,0,0,0,657161.44,0,
516,469.099301389369,2.731874,,,,,,,,,,,0,311.89722,134340.72,0,0,0,0,0,0,0,0,
517,799.1399873922848,2.7364297,,,,,,,,,,,0,0,0,0,0,0,0,0,0,113901.734,0,
518,493.1577028614525,2.7371042,,,,,,,,,,,0,0,0,0,0,0,0,138922.33,0,0,0,
519,303.0915919509618,2.7377024,,,,,,,,,,,0,0,0,0,0,738604.5,0,0,0,0,0,
520,537.1987428655746,2.738763,,,,,,,,,,,0,29981.586,108599.125,0,0,0,0,0,0,0,78840.23,
521,389.1819525592075,2.7395048,,,,,,,,,,,0,3136.669,0,1191.7562,0,1908.054,0,4356.6245,373.90887,0,39831.04,
522,488.10597809615706,2.7431476,,,,,,,,,,,0,0,282011.16,0,0,0,0,0,0,0,0,
523,511.1217239144069,2.7431476,,,,,,,,,,,0,0,164262.22,0,0,0,0,0,0,0,0,
524,625.1438220315963,2.743062,,,,,,,,,,,0,0,178316.9,0,0,0,732.20044,0,0,0,0,
525,433.209620454162,2.7436225,,,,57,,,,,,,31.376217,1690754.6,636523.5,1350059.6,982972.44,1986252.9,78433.75,241457.81,0,1030499.7,3157528.8,
526,681.2426233831178,2.7466965,,,,,,,,,,,0,0,1254.5627,0,1614.6245,31525.71,0,0,27952.611,146012.56,58504.926,
527,427.1255015526398,2.7486448,,,,,,,,,,,0,0,0,0,34212.016,0,0,0,0,0,0,
528,429.1420074421502,2.749366,,,,,,,,,,,0,73968.73,0,53449.664,0,8714.435,43762.117,0,51336.418,0,0,
529,501.1630428374594,2.7523637,,,,,,,,,,,0,0,0,0,0,0,0,0,118015.76,0,0,
530,755.214681600667,2.7584207,,,,,,,,,,,0,0,0,0,0,2125546.0,0,0,0,0,0,
531,727.2497158987375,2.7585201,,,,,,,,,,,0,0,0,0,81158.9,444128.28,0,127991.74,91862.16,800520.94,310496.38,
532,471.11688755331994,2.7636185,,,,,,,,,,,0,0,228640.22,0,0,0,268.07086,0,0,59573.883,0,
533,744.2368216647513,2.760521,,,,,,,,,,,0,0,0,0,1626.0793,2206.7656,0,0,0,0,37965.438,
534,579.2668599091699,2.7671268,,,,,,,,,,,0,34542.367,0,0,0,0,0,0,0,0,0,
535,427.18266330391214,2.7673225,,,,,,,,,,,0,438.20642,132875.88,0,34380.13,0,40889.562,50447.87,0,0,0,
536,491.09765855346177,2.768528,,,,,,,,,,,0,38304.7,0,0,0,0,0,76172.984,0,0,0,
537,755.2059429061104,2.7676556,,,,,,,,,,,57.12909,0,0,0,0,256534.11,0,0,0,53625.523,0,
538,325.05740167586845,2.770472,,,,,,,,,,,0,0,0,0,0,2378959.8,0,0,0,444931.66,0,
539,458.11625185079015,2.7720096,,,,41,,,,,,,0,0,0,175926.1,0,0,0,209712.84,0,0,0,
540,917.2437872033997,2.7720096,,,,41,,,,,,,0,0,0,94539.76,0,0,0,297228.72,0,0,0,
541,353.18277003248534,2.7769108,,,,,,,,,,,0,0,23556.559,0,0,0,0,0,100196.734,0,0,
542,589.1433999722271,2.7782445,,,,,,,,,,,0,0,0,0,0,0,38330.254,2268.8132,0,0,0,
543,617.1747107238228,2.776489,,,,,,,,,,,0,0,0,0,0,0,54420.89,0,0,0,0,
544,518.1155221059496,2.7774215,,,,,,,,,,,0,26250.36,0,0,0,0,37376.35,0,0,0,0,
545,537.1832500801509,2.7799997,,,,,,,,,,,0,0,0,0,0,0,0,99808.4,0,0,0,
546,445.08019522457676,2.7801895,,,,,,,,,,,0,0,0,0,0,189472.55,0,0,0,0,0,
547,447.0961748097339,2.7806263,,,,,,,,,,,194.5483,652.73584,0,0,214.16724,1.1888092E7,0,885.1983,0,179.69989,0,
548,449.0986645938404,2.7801895,,,,,,,,,,,0,0,0,0,0,371771.88,0,0,0,0,0,
549,743.1476175166378,2.7801895,,,,,,,,,,,0,0,0,0,0,206487.05,0,0,0,0,0,
550,895.2037319715287,2.7801895,,,,,,,,,,,0,0,0,0,0,1102868.2,0,0,0,0,0,
551,903.2222364174567,2.7801895,,,,,,,,,,,0,0,0,0,0,89884.68,0,0,0,0,0,
552,455.12224698615904,2.7804751,,,,,,,,,,,0,1364154.5,2650724.8,1914126.9,0,1294415.1,3328282.8,1393738.2,384600.6,0,0,
553,579.2309518849289,2.780922,,,,,,,,,,,0,0,0,0,0,0,0,405.02148,0,90966.53,0,
554,801.1534609645923,2.7810168,,,,,,,,,,,0,0,0,0,0,1263.8406,0,0,0,89615.85,0,
555,217.05040778302097,2.783301,,,,,,,,,,,0,0,0,0,158273.31,0,0,0,0,0,0,
556,433.2075287745019,2.7858903,,,,,,,,,,,0,0,0,32977.746,0,0,0,0,6807029.5,23254.023,0,
557,384.08867091422746,2.7875013,,,,,,,,,,,0,0,0,0,0,0,41126.81,0,0,0,0,
558,407.08986163800785,2.7875013,,,,,,,,,,,0,0,0,0,0,0,49946.23,0,0,0,0,
559,769.1898188869542,2.7875013,,,,,,,,,,,0,0,0,0,0,0,246373.3,0,0,0,0,
560,503.0848487107893,2.78976,,,,,,,,,,,0,229553.14,0,0,0,0,0,0,0,0,0,
561,505.0997519227168,2.78976,,,,,,,,,,,0,281285.62,0,0,0,0,0,0,0,0,0,
562,422.03205837260964,2.7995944,,,,,,,,,,,0,93.70929,0,0,0,0,30566.54,0,0,0,0,
563,823.2330339624388,2.7972648,,,,,,,,,,,0,0,0,361.95447,0,0,32120.746,0,255.97897,0,0,
564,569.2103863151793,2.8006854,,,,,,,,,,,0,658.6794,32431.084,0,0,86390.85,13364.475,0,0,51212.035,0,
565,523.2029224528334,2.800326,,,,,,,,,,,0,0,0,0,0,30558.984,5054.293,9457.609,0,0,0,
566,175.09587531744734,2.802802,,,,,,,,,,,0,0,0,0,0,0,0,0,0,43952.984,0,
567,326.1987322909157,2.802802,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8166794.0,0,
568,367.1051559475136,2.805135,,,,,,,,,,,165.20709,0,0,65805.39,77.11029,14496.64,933311.06,0,126717.23,0,0,
569,217.10780026850554,2.808314,,,,,,,,,,,39.037743,0,30337.83,0,0,0,29255.934,0,188461.67,245663.7,850.8831,
570,340.10501009389776,2.8093574,,,,,,,,,,,0,0,0,0,0,0,2234.3247,0,1637.2279,0,460469.5,
571,357.09526115003536,2.8085368,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,98904.74,
572,221.04511800406195,2.81165,,,,,,,,,,,0,90202.05,761.83875,0,0,1387.8057,2499.7383,1254.1992,1299.2415,686.74817,0,
573,425.1960112959294,2.8179405,,,,,,,,,,,0,0,0,0,21736.023,0,0,0,0,0,0,
574,452.2157145894235,2.8193738,,,,,,,,,,,0,0,0,0,15086.858,0,0,0,708.29987,0,0,
575,486.1639839127902,2.8198824,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,108098.586,
576,575.1505693853913,2.8198824,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,27879.275,
577,473.1044944015648,2.8203616,,,,,,,,,,,0,0,0,0,0,0,221466.89,0,0,0,0,
578,495.0984532165193,2.8205843,,,,,,,,,,,0,0,0,0,0,0,32010.992,0,241.11823,0,0,
579,701.137417725653,2.8235102,,,,,,,,,,,0,0,0,0,0,64288.336,0,0,0,0,0,
580,263.97299904632376,2.8239255,,,,,,,,,,,0,158140.66,0,0,0,0,0,0,0,3686.6782,0,
581,321.02360223706796,2.8227375,,,,,,,,,,,0,127857.15,0,0,0,0,314.62698,0,0,5966.872,0,
582,307.08319523304107,2.8241317,,,,,,,,,,,251.9085,381.3982,44165.52,55834.035,0,0,21533.363,0,70515.984,0,0,
583,400.1030012911275,2.8317053,,,,,,,,,,,0,0,0,0,0,0,210394.8,0,0,0,0,
584,593.1922940344808,2.8318508,,,,,,,,,,,0,0,0,0,0,0,0,0,321841.6,0,0,
585,307.9636513495775,2.832467,,,,53,,,,,,,0,251988.03,0,0,30759.748,7589.2964,2378.8347,0,682.7759,0,0,
586,253.03580943178463,2.832617,,,,53,,,,,,,0,1.0654633E7,150.3452,202664.48,981472.75,1241953.6,882822.4,652745.2,131606.83,1888520.2,570649.0,
587,303.0515978676205,2.8323681,,,,,,,,,,,0,0,53278.547,0,0,959.32196,444.84955,0,610.69244,0,1043.3109,
588,245.06627239232347,2.833095,,,,,,,,,,,0,0,0,0,0,0,0,88052.09,0,0,84023.76,
589,130.99661582730408,2.8337188,,,,,,,,,,,0,195325.73,0,0,0,6857.45,0,3134.602,0,0,2735.7769,
590,351.95285377106677,2.8343422,,,,,,,,,,,0,98125.516,0,0,0,2332.1401,0,0,0,0,0,
591,352.96098734495615,2.832828,,,,,,,,,,,0,141686.1,0,0,0,0,1525.2949,1128.6515,323.8575,0,1607.7905,
592,507.07728854935453,2.8343422,,,,,,,,,,,0,70089.27,0,0,0,208.26987,0,0,0,0,0,
593,435.22534986322296,2.833955,,,,,,,,,,,0,0,278300.78,0,591949.3,240367.19,3572.6992,0,711457.6,0,0,
594,324.1830299556752,2.835029,,,,,,,,,,,0,0,0,0,0,0,0,0,0,458291.38,0,
595,567.2667790033869,2.835029,,,,,,,,,,,0,0,0,0,0,0,0,0,0,23088.795,0,
596,757.2579288117506,2.834712,,,,,,,,,,,0,731.6124,0,0,0,0,0,0,0,67448.55,0,
597,450.19885260166177,2.8383317,,,,57,,,,,,,0,22715.36,0,0,0,0,0,454.9563,98789.28,47381.527,264830.66,
598,500.106151790656,2.8440342,,,,,,,,,,,0,0,108378.164,0,0,445.65607,21355.773,337.32892,0,0,359.94675,
599,437.11109146637483,2.844462,,,,,,,,,,,0,3750330.5,2865508.0,0,0,7617.168,580375.06,2422.6357,0,0,0,
600,473.08630390177746,2.8437374,,,,,,,,,,,0,4766.2935,138156.61,0,0,0,0,0,1382.0104,0,0,
601,555.0452515722313,2.844005,,,,,,,,,,,0,14394.2,55298.25,0,0,0,8557.686,171.26225,164.055,0,0,
602,875.2268860409005,2.8429182,,,,,,,,,,,0,52787.18,35564.457,747.9214,0,0,1862.2372,0,0,0,0,
603,515.1975320129126,2.843961,,,,,,,,,,,0,0,281.7459,0,0,49937.94,552.6857,0,0,0,0,
604,399.13110666768745,2.8461196,,,,65,,,,,,,0,0,0,0,451498.84,0,0,0,32228.59,0,730507.25,
605,653.1732242266329,2.8471665,,,,65,,,,,,,0,0,0,0,17349.09,0,0,0,0,0,16891.63,
606,462.127203019067,2.8532538,,,,,,,,,,,0,0,0,0,8660.377,0,0,0,0,0,152051.7,
607,481.0994339616807,2.855146,,,,,,,,,,,0,49488.758,11611.334,0,0,0,0,0,0,0,0,
608,729.2629931496864,2.856078,,,,,,,,,,,0,0,63015.832,42569.367,0,23452.734,28008.582,50855.06,28393.88,0,0,
609,436.22658503865256,2.8574262,,,,,,,,,,,0,0,0,0,0,1345.3152,0,154.86874,101959.57,1541.9805,0,
610,335.9953447509993,2.8567681,,,,,,,,,,,0,0,0,0,0,20529.13,0,0,0,0,0,
611,403.1622406863738,2.859164,,,,,,,,,,,0,0,0,0,0,420.29138,0,55886.44,0,101229.36,43212.168,
612,172.09663927553066,2.86559,,,,,,,,,,,0,0,0,0,0,0,0,157877.2,0,93511.4,0,
613,505.15553118211864,2.8672438,,,,,,,,,,,0,0,0,0,0,0,0,260.177,0,0,19747.104,
614,583.2034514522185,2.8673465,,,,,,,,,,,0,0,0,1129.0526,0,797.56445,1970.0267,1967.7183,40044.586,0,49554.305,
615,461.0874531901603,2.8673313,,,,,,,,,,,0,0,582924.4,0,0,0,0,2224.2573,0,0,0,
616,251.05587653259005,2.8670225,,,,46,,,,,,,0,1946.8308,1246.231,891.7389,49038.496,17972.541,0,1426.6006,1076.9506,40768.32,64875.31,
617,337.15145310182976,2.8673372,,,,,,,,,,,0,6779.4795,0,0,0,7750.8184,10012.674,8404.39,68365.414,0,11208.881,
618,423.1806779217982,2.8670576,,,,,,,,,,,0,0,0,1521.6956,0,3014.5269,857.21387,0,236459.33,0,513.4034,
619,434.21247660507777,2.867313,,,,,,,,,,,0,0,4011.5547,10199.897,0,16018.187,0,1088.8414,1245374.0,0,0,
620,532.1243898927588,2.8680134,,,,,,,,,,,0,0,0,400.75714,0,521.0934,0,0,45150.418,631.7212,0,
621,447.1891877127097,2.8673465,,,,,,,,,,,0,0,0,11873.229,0,116.08498,306.17023,36040.1,1538.0417,0,431.29523,
622,239.09209017789422,2.8748198,,,,46,,,,,,,0,0,740.00385,0,51560.97,0,0,0,0,50770.773,133567.88,
623,769.2067390882331,2.8745797,,,,,,,,,,,0,0,3106.131,0,2676.734,46617.54,0,29425.973,0,10560.125,3968.4316,
624,539.2152690945684,2.875526,,,,,,,,,,,0,32254.719,320029.53,269896.88,3635.6636,0,532596.8,166322.52,24538.15,351957.6,0,
625,745.1612622890838,2.8767488,,,,,,,,,,,0,0,54280.81,0,0,0,0,0,0,0,0,
626,665.1723959282808,2.8780196,,,,,,,,,,,0,16357.307,905.25256,0,0,0,24191.816,73072.39,0,0,11088.51,
627,294.1719414524303,2.8807683,,,,,,,,,,,0,0,0,0,0,0,0,0,0,414094.7,0,
628,186.11222845352293,2.8813043,,,,,,,,,,,9752.902,0,0,33015.26,0,30934.25,1886.2184,7710.551,0,0,0,
629,319.046101881937,2.8881428,,,,,,,,,,,25.68206,0,582716.06,5022.115,0,0,0,0,0,0,0,
630,565.2530373238695,2.8893206,,,,,,,,,,,0,376.7077,0,0,0,0,0,0,0,482813.1,51621.72,
631,787.1800006394997,2.894084,,,,,,,,,,,0,0,360794.8,264515.84,0,0,0,352259.75,0,118320.805,0,
632,675.1996276984703,2.8973784,,,,49,,,,,,,0,2988.545,0,551758.56,0,0,983779.2,0,0,70315.41,0,
633,437.01910708611325,2.8976724,,,,49,,,,,,,0,10867.662,4703.3955,183536.16,62.930634,0,256509.8,0,0,53837.395,0,
634,337.0944630041527,2.8986416,,,,,,,,,,,378.15762,304778.94,650623.06,4276919.0,4425.323,0,0,0,0,1464484.0,56079.02,
635,763.2122954400957,2.8976903,,,,,,,,,,,0,0,48611.49,0,0,0,0,0,0,0,0,
636,321.15532037597086,2.9011004,,,,,,,,,,,0,23155.787,0,0,0,108.14669,0,3102.1343,2224.6401,0,495.17743,
637,374.0112581637095,2.9001868,,,,,,,,,,,0,11753.023,0,113007.875,0,4769.5234,50999.273,0,5055.302,0,1312.6008,
638,405.080826812759,2.9006302,,,,,,,,,,,0,6069.78,0,84835.58,0,2682.4773,0,0,2738.894,0,0,
639,225.11233446890216,2.9012468,,,,,,,,,,,21.488464,0,0,0,0,1441.3267,66023.96,212984.9,3617.8174,0,198095.12,
640,157.0856087340826,2.9009821,,,,,,,,,,,23.78466,0,0,243289.9,592.2446,0,0,238959.16,4623.092,0,1022.6553,
641,305.1068356284894,2.9021785,,,,,,,,,,,0,0,0,0,0,2776.373,0,0,0,379373.0,0,
642,613.2174666533199,2.9059362,,,,,,,,,,,0,0,9782.668,0,14900.559,27328.299,0,0,0,1268.1246,0,
643,392.02113241003207,2.9096603,,,,,,,,,,,0,0,3377.6733,86657.84,88.742744,0,39649.492,0,0,0,0,
644,365.1254318453532,2.9096942,,,,,,,,,,,0,0,448.94415,0,12628.525,0,0,0,0,0,0,
645,471.15285033589953,2.910724,,,,,,,,,,,0,0,1408.46,1372.9955,38980.066,207.0393,1067.6697,0,295.44568,0,0,
646,581.2840719076534,2.9104996,,,,,,,,,,,0,25643.848,0,0,55427.49,0,0,0,0,0,0,
647,595.1343237927811,2.911602,,,,,,,,,,,0,0,0,422573.3,0,251.29056,0,0,24414.863,0,219816.72,
648,547.1574082704592,2.9119942,,,,,,,,,,,0,0,0,0,3875.2288,897.27014,779.41034,11914.061,30331.668,11574.798,28021.639,
649,593.1537340219036,2.9117327,,,,,,,,,,,0,0,0,4875.4873,0,0,0,91094.43,0,0,0,
650,611.2600493948046,2.9169207,,,,,,,,,,,0,0,0,102574.375,0,0,0,0,82038.64,0,0,
651,309.06234668192764,2.925438,,,,,,,,,,,0,0,100499.0,69673.07,0,1028.4033,0,690.93494,1639.272,0,0,
652,563.1434875030307,2.93522,,,,,,,,,,,0,0,0,14765.047,0,158.5224,0,0,0,0,0,
653,261.1344500621442,2.9342368,,,,,,,,,,,0,0,0,122.15246,0,0,0,0,0,181788.86,0,
654,580.2263189760176,2.9345825,,,,,,,,,,,0,0,0,0,0,0,0,0,0,69318.46,0,
655,631.2243205540334,2.9345825,,,,,,,,,,,0,0,0,0,0,0,0,0,0,58890.1,0,
656,461.16845988254397,2.9346442,,,,36,,,,,,,0,172446.98,30469.105,386661.56,0,333470.88,63180.664,143045.03,797821.1,0,450813.2,
657,391.1984345553766,2.9358947,,,,,,,,,,,0,277.51456,0,0,0,0,220.59479,0,565.20013,0,42003.656,
658,437.20499460892773,2.9358485,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,162982.95,
659,581.1988989690075,2.9368222,,,,12,,,,,,,0,0,0,0,0,0,0,2066.724,19529.803,39925.895,0,
660,739.216882520191,2.936549,,,,,,,,,,,0,0,0,0,0,225843.33,0,0,0,0,0,
661,535.1945710239946,2.9389317,,,,12,,,,,,,0,0,0,22763.965,0,0,0,10097.652,92325.27,209623.98,0,
662,563.2382007193708,2.9450965,,,,,,,,,,,0,0,0,0,0,0,119.915924,0,0,3538341.0,0,
663,649.1791513861117,2.946371,,,,,,,,,,,0,3379.7256,0,0,1541.5312,0,33173.87,0,0,0,0,
664,629.1299891659114,2.9452598,,,,,,,,,,,0,0,0,24518.982,0,0,0,0,0,0,0,
665,568.9682026577834,2.9470065,,,,,,,,,,,0,22263.674,0,0,3443.8374,0,0,0,0,0,0,
666,491.1221363601628,2.9463124,,,,,,,,,,,0,0,0,0,16797.363,0,2876.9707,0,0,934.5254,54066.043,
667,365.18314379958497,2.9541676,,,,,,,,,,,0,0,23856.826,0,0,0,41907.016,0,40450.785,0,0,
668,495.1507333354876,2.9553552,,,,,,,,,,,0,0,0,0,0,0,0,0,0,208453.05,0,
669,470.0481527692597,2.9590163,,,,,,,,,,,35.52191,1047224.8,0,0,0,0,0,0,0,0,0,
670,489.0669109870662,2.957044,,,,,,,,,,,0,234371.69,0,0,24583.754,0,0,0,0,38530.34,0,
671,293.0305535336621,2.9662712,,,,23,,,,,,,60.812767,2857692.0,0,0,3003814.0,0,973856.0,0,0,2300017.8,0,
672,473.16556154210014,2.966268,,,,,,,,,,,0,0,0,0,22256.182,0,0,0,0,148432.92,0,
673,943.1296073701357,2.9667149,,,,,,,,,,,0,355493.7,0,0,37535.062,0,95612.54,0,0,283329.3,0,
674,203.09143999376838,2.9704137,,,,,,,,,,,16.044611,0,0,0,0,0,177066.88,0,0,0,0,
675,291.01485890338506,2.9671555,,,,35,,,,,,,0,167090.72,0,0,0,0,100041.75,0,0,0,0,
676,709.105822918126,2.9673243,,,,,,,,,,,0,57128.773,0,0,172785.81,0,0,0,0,0,0,
677,946.1500516953179,2.9666994,,,,,,,,,,,0,315660.5,0,0,596604.0,0,10513.278,0,0,247528.03,0,
678,473.5730717947666,2.9697974,,,,23,,,,,,,0,0,0,0,1736096.4,0,91221.17,0,0,1026994.75,0,
