row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001139_01_01.mzML Peak area,1685365277_ALC_dbgi_001145_01_01.mzML Peak area,1685365277_ALC_dbgi_001143_01_01.mzML Peak area,1685365277_ALC_dbgi_001141_01_01.mzML Peak area,1685365277_ALC_dbgi_001151_01_01.mzML Peak area,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001148_01_02.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001157_01_01.mzML Peak area,1685365277_ALC_dbgi_001149_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001158_01_01.mzML Peak area,1685365277_ALC_dbgi_001147_01_01.mzML Peak area,1685365277_ALC_dbgi_001178_01_01.mzML Peak area,1685365277_ALC_dbgi_001159_01_01.mzML Peak area,1685365277_ALC_dbgi_001177_01_02.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001163_01_01.mzML Peak area,1685365277_ALC_dbgi_001176_01_01.mzML Peak area,1685365277_ALC_dbgi_001169_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001184_01_01.mzML Peak area,1685365277_ALC_dbgi_001166_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,1685365277_ALC_dbgi_001187_01_01.mzML Peak area,1685365277_ALC_dbgi_001174_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001183_01_01.mzML Peak area,Unnamed: 52
18011,276.21696570340384,3.8164597000000002,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11802.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18012,349.12596218241583,3.816474,,,,58.0,583.0,[M+Na]+,,4.0,17946;18004;18016;18012,326.13698,0.0,0.0,45515.687999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83118.84,0.0,0.0,0.0,160905.11,162031.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48740.33,0.0,0.0,0.0,0.0,0.0,124977.31,0.0,0.0,0.0,0.0,
18013,372.20194053336564,3.8167362000000002,,,,58.0,,,,,,,0.0,0.0,8984.056999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21822.775,0.0,0.0,0.0,32943.36,34949.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23143.827999999998,0.0,0.0,0.0,0.0,
18014,180.08688481297267,3.8170947999999996,,,,58.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5555.9707,5756.8403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4085.4124,0.0,0.0,0.0,0.0,
18015,165.0911723136455,3.81715,,,,58.0,,,,,,,0.0,0.0,13466.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24714.88,0.0,0.0,0.0,51650.402,49659.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22049.487999999998,0.0,0.0,0.0,0.0,0.0,38243.97,0.0,0.0,0.0,0.0,
18016,344.17068052531334,3.81715,,,,58.0,583.0,[M+NH4]+,,3.0,18004;18016;18012,326.13698,0.0,0.0,27410.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48869.335999999996,0.0,0.0,0.0,106285.76,99877.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43751.015999999996,0.0,0.0,0.0,0.0,0.0,75296.99,0.0,0.0,0.0,0.0,
18021,523.18117715324,3.8186555,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10726.238000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18022,455.2261385585922,3.8186746,,,,,,,,,,,7037.710999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18023,409.280211547161,3.8191516000000005,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7191.213000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18024,513.1391429291887,3.8193276,,,,731.0,,,,,,,0.0,0.0,0.0,0.0,38398.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8016.3013,0.0,0.0,14699.489,0.0,0.0,0.0,66417.016,9523.198,0.0,47754.844000000005,5235.5156,0.0,0.0,0.0,0.0,11171.042,
18025,507.08794436851264,3.8205720999999997,,,,628.0,584.0,[M+K]+,,2.0,18028;18025,468.12574000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17469.549,0.0,0.0,0.0,0.0,21487.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97894.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18026,439.19450154542733,3.8212792999999996,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11039.883999999998,7649.3203,0.0,0.0,0.0,0.0,0.0,7802.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18028,491.1159195836077,3.8226147000000004,,,,628.0,584.0,[M+Na]+,,2.0,18028;18025,468.12574000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342221.5,0.0,0.0,0.0,0.0,449308.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18029,777.309291956671,3.8226980000000004,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,15775.881000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7036.731,0.0,0.0,0.0,0.0,0.0,17049.896,0.0,0.0,0.0,20334.808999999997,0.0,0.0,0.0,
18030,697.2349483336735,3.8228992999999996,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60469.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18032,649.249463879815,3.8236559999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,14312.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16128.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18033,764.3121705943812,3.8236456,,,,,,,,,,,0.0,0.0,0.0,10388.091,13628.521,11676.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44326.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10609.844,15653.479,0.0,7522.9053,0.0,0.0,21019.209,
18034,684.2864472089298,3.8236559999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,29941.402000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21536.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18035,496.2756310955449,3.8237476000000004,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21421.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10588.617,0.0,0.0,0.0,0.0,42577.242,
18040,611.1395719875069,3.82424,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47941.31,0.0,0.0,0.0,0.0,0.0,
18041,253.14100651929283,3.8247805,,,,272.0,585.0,[M+Na]+,,2.0,18041;18048,230.15178999999998,7301.3027,6661.273,14886.015,4064.7651,0.0,0.0,0.0,0.0,8845.445,0.0,0.0,0.0,13558.437,9481.619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5870.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18044,434.2748157173172,3.8251166,,,,,,,,,,,0.0,6566.383000000001,0.0,0.0,11369.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33853.516,0.0,0.0,0.0,0.0,3200.9146,0.0,0.0,0.0,0.0,0.0,15093.38,0.0,0.0,0.0,0.0,0.0,
18045,637.1764738994227,3.8252878,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18832.156000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47871.38,
18047,556.202327354151,3.8262949999999996,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26263.701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18049,215.21183050961318,3.8270292,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11017.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18052,431.26162074968033,3.827789,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6880.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18053,655.2361922166241,3.8277949999999996,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,15791.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9516.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9457.061,0.0,0.0,0.0,
18054,242.24777303188444,3.8283577000000006,,,,,,,,,,,0.0,0.0,0.0,66465.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3919.7368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18055,521.1644336128525,3.8289980000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20482.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18056,240.23217948085372,3.8296864,,,,,,,,,,,0.0,0.0,0.0,54759.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18057,241.23558750611667,3.8296864,,,,,,,,,,,0.0,0.0,0.0,7379.9814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18060,237.1848855200992,3.8299513,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9993.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18062,603.2983983263166,3.830194,,,,,,,,,,,186913.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5730.6626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18063,164.07060074913682,3.8310454,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17680.188000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18064,335.23300293979463,3.8310454,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16392.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18065,471.25671181335434,3.8321137000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18564.877,0.0,0.0,0.0,0.0,0.0,8735.377,0.0,0.0,0.0,0.0,12398.098,0.0,0.0,0.0,0.0,7868.701999999999,
18066,450.2333442628137,3.8321521,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26281.77,
18067,521.1291838760798,3.8321521,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45062.59,
18068,226.10742453412263,3.8323652999999998,,,,74.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9527.903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15700.216999999999,11871.7295,5164.0166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18071,531.1499127889124,3.8332279000000002,,,,731.0,,,,,,,0.0,0.0,0.0,0.0,27928.487999999998,11835.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9825.088,0.0,0.0,21602.32,0.0,0.0,0.0,79178.914,10445.867,0.0,12377.136999999999,17132.395,0.0,10069.302,0.0,0.0,8839.1045,
18072,487.21543803092254,3.8333309,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20649.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9234.515,2929.1865,0.0,0.0,0.0,0.0,0.0,
18073,373.1274610928891,3.8335383000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,5502.8906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18137.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18076,494.2600315159812,3.8345833,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11842.777,0.0,0.0,0.0,0.0,0.0,0.0,
18078,203.1793791664521,3.8360557999999996,,,,,,,,,,,22079.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18079,563.3062169997711,3.8360557999999996,,,,,,,,,,,70230.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18080,581.3165367259122,3.8360557999999996,,,,,,,,,,,99747.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18082,655.1835125378549,3.8364222000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26286.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18084,439.2301726258892,3.8373806000000004,,,,1156.0,,,,,,,21392.535,0.0,8392.5,0.0,34895.117,0.0,9242.62,0.0,10390.485999999999,0.0,0.0,0.0,0.0,14889.006000000001,26805.847999999998,0.0,12729.361,0.0,0.0,0.0,0.0,0.0,93623.76,0.0,0.0,19778.34,0.0,13642.931,0.0,0.0,11316.588,60931.547,0.0,0.0,0.0,18546.183999999997,0.0,16213.934,0.0,
18085,573.2882095250637,3.838374,,,,,,,,,,,69879.38,0.0,0.0,0.0,141248.16,24365.951,62324.883,0.0,4540.1055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46267.453,0.0,0.0,0.0,20531.508,0.0,0.0,0.0,23398.24,0.0,0.0,0.0,16867.248,0.0,0.0,92918.55,0.0,0.0,16899.889,0.0,0.0,17289.256,
18086,393.14461644287326,3.8386288,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10646.991000000002,0.0,0.0,0.0,0.0,0.0,0.0,13908.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18087,427.2306707553356,3.8388553,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17796.683999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6337.6807,0.0,0.0,5876.9844,0.0,5682.460999999999,
18089,491.1186801058986,3.8388891000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41285.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59183.523,0.0,0.0,0.0,0.0,15936.788999999999,
18090,417.17552912547495,3.838978,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20016.477,0.0,0.0,0.0,0.0,0.0,31523.889,0.0,0.0,0.0,0.0,0.0,9039.308,0.0,0.0,29023.494,0.0,0.0,0.0,0.0,0.0,0.0,
18091,392.2279802579761,3.8405204,,,,,,,,,,,0.0,0.0,0.0,0.0,47242.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40547.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24141.629,0.0,0.0,0.0,16840.348,11905.778,0.0,0.0,0.0,0.0,0.0,
18092,177.16384557302342,3.840954,,,,,,,,,,,0.0,0.0,0.0,0.0,23177.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11378.191,0.0,0.0,0.0,6548.3022,0.0,0.0,0.0,0.0,0.0,6959.3857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.118,0.0,0.0,0.0,0.0,5029.7456,0.0,
18094,774.3173343760992,3.8412867,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16147.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18099,429.11528547596964,3.8423684000000002,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4517.8945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23502.28,0.0,0.0,0.0,0.0,23323.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18100,245.08057112405555,3.8423884,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6564.0947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18101,299.0738341132682,3.842606,,,,,,,,,,,0.0,0.0,15335.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50400.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18103,724.3388746129832,3.8440163,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,32428.152000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459856.9,0.0,0.0,0.0,0.0,428697.03,
18107,580.3330508883048,3.844315,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11442.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7963.179,0.0,0.0,0.0,
18108,479.24914311281685,3.8445193999999994,,,,257.0,587.0,[M+H]+,,1.0,18113,478.24165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9173.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31800.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35509.926,0.0,11666.275,0.0,0.0,57196.64,
18110,545.2597623948259,3.8449135,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24063.498,0.0,0.0,0.0,0.0,22016.5,
18111,729.2941697297032,3.8449135,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84150.21,0.0,0.0,0.0,0.0,76717.48,
18112,513.1006994424743,3.8452610000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18471.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18113,501.2306569367336,3.8477955,,,,257.0,587.0,[M+Na]+,,2.0,18108;18113,478.24165,0.0,0.0,0.0,0.0,10077.4375,18475.375,15167.131000000001,0.0,0.0,0.0,3095.2947,0.0,0.0,0.0,0.0,0.0,0.0,32891.633,0.0,0.0,0.0,0.0,0.0,5243.738,0.0,139305.12,0.0,0.0,0.0,37846.914,46978.1,0.0,0.0,118833.97,0.0,51215.76,0.0,0.0,234883.92,
