row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001145_01_01.mzML Peak area,1685365277_ALC_dbgi_001141_01_01.mzML Peak area,1685365277_ALC_dbgi_001139_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001143_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001149_01_01.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001151_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001148_01_02.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001147_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001159_01_01.mzML Peak area,1685365277_ALC_dbgi_001163_01_01.mzML Peak area,1685365277_ALC_dbgi_001166_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001158_01_01.mzML Peak area,1685365277_ALC_dbgi_001157_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001178_01_01.mzML Peak area,1685365277_ALC_dbgi_001174_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001176_01_01.mzML Peak area,1685365277_ALC_dbgi_001177_01_02.mzML Peak area,1685365277_ALC_dbgi_001169_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,1685365277_ALC_dbgi_001184_01_01.mzML Peak area,1685365277_ALC_dbgi_001187_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001183_01_01.mzML Peak area,Unnamed: 52
3636,919.4508104350783,4.2677073,,,,34.0,249.0,[2M+Na]+,,2.0,3651;3636,448.23068,0.0,44890.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21521.58,0.0,0.0,0.0,0.0,0.0,0.0,8541.83,0.0,0.0,0.0,0.0,0.0,0.0,12190.645,12688.468,0.0,8486.429,0.0,0.0,156124.22,0.0,0.0,0.0,0.0,0.0,0.0,
3637,537.1580791146926,4.268016,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40895.742,0.0,0.0,180447.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3638,536.2128784753849,4.2683005,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5571.4259999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3639,541.1682280264788,4.2683005,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4651.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3640,505.13221340274384,4.269198,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167328.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3641,266.21163053588316,4.2704453,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,28396286.0,31691.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3642,130.086556720435,4.2719107,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3653255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3643,531.4164939423674,4.2719107,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2568816.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3644,796.6205773512597,4.2719107,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,76519.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3645,494.29599936155853,4.281299,,,,34.0,,,,,,,0.0,47751.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30817.562,0.0,8171.27,41691.746,0.0,0.0,10209.453000000001,7531.8267,0.0,0.0,38842.484,0.0,0.0,0.0,0.0,0.0,0.0,72856.266,0.0,0.0,0.0,9351.304,0.0,194663.53,0.0,0.0,0.0,0.0,0.0,19060.098,
3646,457.1339977331689,4.286311,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3962.2449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3647,471.2200534966192,4.28636,,,,34.0,249.0,[M+Na]+,,2.0,3651;3647,448.23068,0.0,755632.6,0.0,0.0,197607.73,0.0,0.0,0.0,0.0,191943.12,22654.682,60169.863,313939.34,161983.69,18975.441000000003,108490.04,0.0,39740.855,0.0,168281.02,125205.914,0.0,239533.94,0.0,0.0,33737.824,298386.78,167373.6,0.0,245732.62,50499.375,183785.11,637787.5,35651.844,0.0,98545.836,0.0,28511.197,67201.016,
3648,554.2228984444741,4.2868237,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10159.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3649,703.165670713216,4.2873707,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,36450.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7382.2617,0.0,0.0,0.0,
3650,540.2076699578247,4.2883377000000005,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14887.803999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3651,466.26495464231203,4.293221,,,,34.0,249.0,[M+NH4]+,,4.0,3636;3651;3647;3654,448.23068,0.0,2866036.2,93644.3,194672.27,642617.2,0.0,554166.0,0.0,0.0,832934.44,85753.445,171338.53,756203.7,411301.12,48364.617,525931.3,73363.484,173446.58,417957.97,680940.06,752216.1,45494.066,709547.1,49170.324,0.0,117044.76,1075650.0,497764.34,0.0,845719.44,170873.5,684196.0,3624812.5,75729.086,0.0,135753.55,0.0,103475.43,0.0,
3652,523.2179481078954,4.297707,,,,,,,,,,,0.0,0.0,102145.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11438.9,
3653,523.287817103322,4.3025400000000005,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8252.011999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23229.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5329.7036,0.0,
3654,487.19312488078043,4.3054809999999994,,,,34.0,249.0,[M+K]+,,2.0,3651;3654,448.23068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4253.516,0.0,10019.216999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5589.67,0.0,79774.18,0.0,0.0,5584.2466,0.0,0.0,0.0,
3655,765.2635418879352,4.305665,,,,,,,,,,,0.0,4482.8076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3656,572.2639238732949,4.306602,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6725.7466,0.0,
3657,191.1430492301914,4.3079014,,,,,,,,,,,20413.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26071.252,6899.611999999999,0.0,0.0,14726.978000000001,0.0,0.0,0.0,0.0,0.0,0.0,28291.98,0.0,7440.2837,0.0,0.0,0.0,0.0,0.0,0.0,33728.687999999995,23239.104,0.0,13733.278999999999,0.0,28645.166,0.0,
3658,193.15875164665192,4.322872,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7315.508000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15490.533000000001,0.0,
3659,487.25315136782973,4.3243732,,,,153.0,252.0,[M-H2O+H]+,,1.0,3686,504.2568,0.0,56911.515999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9427.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33509.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34600.824,10811.6875,0.0,0.0,0.0,0.0,0.0,0.0,
3660,433.20677532436173,4.3257337,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10941.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3661,469.242560036044,4.329276999999999,,,,153.0,252.0,[M-2H2O+H]+,,2.0,3661;3686,504.2568,0.0,21696.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20617.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3662,439.2080530303437,4.329979,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,19395.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3663,461.1900076898336,4.329979,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,7804.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3664,738.3550361715048,4.3306510000000005,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257714.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3665,766.3859816970122,4.3306510000000005,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14267.243999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3666,382.2072584075041,4.3319182000000005,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56138.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3667,387.1625531248397,4.3319182000000005,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30283.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3668,503.3216386291983,4.332969,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8222.499,0.0,0.0,0.0,
3669,365.1959791281794,4.33443,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11345.163999999999,
3670,383.206519662443,4.33443,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21101.167999999998,
3671,545.2597433552452,4.33443,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52775.445,
3672,562.2861126907726,4.33443,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95905.35,
3673,567.2417242351681,4.33443,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36418.66,
3674,441.1604399449543,4.33535,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24705.55,0.0,0.0,0.0,0.0,0.0,0.0,
3675,237.14862859599387,4.3387,,,,,,,,,,,37684.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12926.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17566.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33746.03,26693.27,0.0,0.0,14119.104,0.0,0.0,28650.824,0.0,20936.06,0.0,0.0,
3676,496.2181817584687,4.3422529999999995,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19635.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11121.723,6049.268,0.0,8501.434000000001,
3677,628.3540069964381,4.3426833,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6811.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3678,675.2296864560225,4.3464327,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31309.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3679,492.1770563360064,4.347845599999999,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,11066.912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3680,546.1853833149717,4.347845599999999,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,7889.0645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3681,309.1179670691089,4.3533998,,,,136.0,,,,,,,0.0,0.0,0.0,0.0,0.0,124458.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35334.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67933.92,72823.56,0.0,0.0,0.0,0.0,0.0,
3682,378.21261597067434,4.35376,,,,,,,,,,,0.0,0.0,0.0,0.0,10981.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5039.187,0.0,0.0,
3683,696.3799757060003,4.3547983,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8989.536,0.0,0.0,0.0,
3684,701.3351178473166,4.3547983,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13479.051000000001,0.0,0.0,0.0,
3685,833.2995919195796,4.356485,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25913.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3686,527.2467530664484,4.3604403,,,,153.0,252.0,[M+Na]+,,3.0,3661;3659;3686,504.2568,0.0,141959.44,0.0,0.0,0.0,7175.005999999999,0.0,0.0,0.0,0.0,0.0,5805.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48729.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50640.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3687,177.1639996738882,4.361342400000001,,,,195.0,,,,,,,0.0,31585.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9302.926,0.0,0.0,0.0,0.0,0.0,0.0,
3688,390.2490904976835,4.361342400000001,,,,195.0,,,,,,,0.0,75143.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17270.098,0.0,0.0,0.0,0.0,0.0,0.0,
3689,402.17659095176367,4.3613834,,,,,,,,,,,0.0,42281.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3690,487.14570321555254,4.3613834,,,,,,,,,,,0.0,16249.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3691,368.14959123108497,4.363839,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12470.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3692,505.26446155028657,4.363839,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31059.137000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3693,395.2044939148152,4.364791,,,,,,,,,,,0.0,44459.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11874.843,19090.102,0.0,0.0,0.0,0.0,0.0,
3694,437.34163351204086,4.3651705000000005,,,,136.0,,,,,,,0.0,251057.3,0.0,0.0,0.0,479185.75,0.0,120949.805,0.0,0.0,0.0,0.0,0.0,0.0,137884.69,0.0,208458.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210495.05,282913.6,0.0,0.0,0.0,0.0,0.0,
3695,455.3521082904818,4.3651705000000005,,,,136.0,,,,,,,0.0,331560.1,0.0,0.0,0.0,634950.0,0.0,161617.36,0.0,0.0,0.0,0.0,0.0,0.0,181552.16,0.0,286927.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273683.16,377202.9,0.0,0.0,0.0,0.0,0.0,
3696,284.09552879177045,4.365542400000001,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68275.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3697,984.1693848970982,4.3656373,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53163.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3698,207.17450130837943,4.365844,,,,136.0,,,,,,,0.0,0.0,0.0,0.0,0.0,51748.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23795.846,0.0,0.0,0.0,0.0,0.0,0.0,
3699,409.3469049494932,4.365844,,,,136.0,,,,,,,0.0,0.0,0.0,0.0,0.0,59392.187999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26209.025,0.0,0.0,0.0,0.0,0.0,0.0,
3700,751.4632391232813,4.365844,,,,136.0,,,,,,,0.0,0.0,0.0,0.0,0.0,168141.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45030.87,0.0,0.0,0.0,0.0,0.0,0.0,
3701,279.10757687311104,4.3662972,,,,136.0,,,,,,,0.0,0.0,0.0,0.0,0.0,90881.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9530.469000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67152.516,49787.125,0.0,0.0,0.0,0.0,0.0,
