row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,
1507,474.10288052855924,3.4493353,,,,,,,,,,,0,0,0,0,0,0,0,0,0,14061.0205,0,0,0,0,0,0,0,0,
1508,625.2248894776073,3.4500165,,,,,,,,,,,0,0,0,0,0,25963.928,0,0,0,0,0,0,0,0,0,0,0,0,
1509,357.14160101658956,3.4502559,,,,,,,,,,,11524.138,0,0,13391.858,0,0,0,7469.761,0,0,0,0,0,6733.446,0,0,0,0,
1510,441.07868845366585,3.4544115,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,15705.338,19354.371,0,0,0,0,10273.569,0,
1511,491.16629023968454,3.4557145,,,,,,,,,,,0,0,17616.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1512,505.2632009227781,3.4589057,,,,,,,,,,,0,0,0,11404.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1513,223.06029287543802,3.4616244,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11103.718,0,0,
1514,626.2808881297738,3.4616244,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12344.359,0,0,
1515,568.2745356859842,3.4617472,,,,0,,,,,,,0,0,0,0,0,12495.498,46681.71,0,7773.017,0,0,0,0,0,0,0,0,0,
1516,556.1914571478549,3.4637244,,,,,,,,,,,0,62972.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1517,610.199372337386,3.4637244,,,,,,,,,,,0,47205.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1518,633.2751775061013,3.4637244,,,,,,,,,,,0,17333.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1519,419.0968232392188,3.4650128,,,,,,,,,,,0,0,0,0,0,0,53393.66,0,0,0,35154.605,46257.887,0,0,0,0,0,0,
1520,444.22303867127454,3.465808,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7687.9507,0,0,0,
1521,511.08458174149314,3.465856,,,,170,99,[M+Na]+,,2,1521;1505,488.09531,0,0,0,0,0,0,0,0,0,15843.8955,0,0,0,0,72105.734,0,0,0,
1522,651.1553341677825,3.4706135,,,,,,,,,,,0,0,0,0,47326.293,0,45179.836,0,0,0,0,0,0,0,0,0,0,0,
1523,309.0602637291089,3.4715288,,,,170,,,,,,,0,0,0,0,0,0,0,0,0,32226.049,0,0,0,0,151979.16,0,0,0,
1524,540.2437416416371,3.4731798,,,,,,,,,,,0,0,65355.39,0,0,0,0,187075.45,0,0,0,0,0,0,0,0,0,0,
1525,522.1606994937074,3.4799225,,,,24,102,[M+NH4]+,,2,1526;1525,504.12688,24378.842,25388.297,156578.77,0,41973.066,9875.653,33922.812,0,15300.804,53729.477,0,0,0,0,16308.667,286200.4,13547.978,0,
1526,505.13416301243126,3.4802146,,,,24,102,[M+H]+,,1,1525,504.12688,0,0,51049.1,0,11140.623,0,0,0,0,14115.541,0,0,0,0,0,83212.805,0,0,
1527,545.1988835511695,3.4802704,,,,0,103,[M+Na]+,,2,1527;1532,522.20948,34611.5,11573.6045,19695.629,0,50027.508,21243.3,73262.01,81709.15,17739.932,0,0,0,0,0,0,0,0,0,
1528,763.3871114676022,3.480533,,,,,,,,,,,0,0,0,0,0,11097.843,0,0,0,0,0,0,0,0,0,0,0,0,
1529,409.1626256943176,3.4807801,,,,,,,,,,,0,0,0,0,0,0,17313.15,0,0,0,0,0,0,0,0,0,0,0,
1530,961.2609236406249,3.4807801,,,,,,,,,,,0,0,0,0,0,0,40688.42,0,0,0,0,0,0,0,0,0,0,0,
1531,371.2064852060357,3.4816897,,,,3,,,,,,,0,0,248585.11,0,199433.52,132265.06,238750.72,0,0,0,22333.82,0,0,0,0,0,15136.497,0,
1532,561.1724526077463,3.4826708,,,,0,103,[M+K]+,,2,1527;1532,522.20948,0,0,0,0,6546.635,0,11078.376,0,4575.117,0,0,0,0,0,0,0,0,0,
1533,520.145399003892,3.4842644,,,,,,,,,,,0,0,23310.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1534,527.116360706824,3.4842644,,,,,,,,,,,0,0,20004.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1535,601.1893018815124,3.484777,,,,,,,,,,,11270.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1536,177.0545541782342,3.4886496,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312698.2,0,0,0,
1537,569.320603345941,3.4895034,,,,,,,,,,,0,0,0,0,0,0,0,5452.55,0,0,0,0,0,6868.708,0,0,0,0,
1538,416.2641877539337,3.493007,,,,3,,,,,,,26753.307,0,279620.97,136921.47,171967.27,183801.81,309336.8,0,0,0,32901.1,49331.414,25967.371,0,0,0,21694.344,0,
1539,455.22523017043306,3.4933643,,,,,,,,,,,0,0,0,0,0,0,0,0,46675.406,8101.095,0,0,0,0,0,0,0,0,
1540,600.2802757519966,3.494504,,,,,,,,,,,21231.664,0,0,0,11800.477,6464.7783,15891.1875,0,0,18191.79,0,0,7945.8657,8684.905,0,20923.32,0,0,
1541,393.18830390193904,3.4960022,,,,3,,,,,,,0,0,131481.73,90038.266,0,147164.94,137423.16,0,0,0,29957.012,42785.074,26099.123,24792.576,0,0,20191.096,0,
1542,596.2336144878286,3.4963872,,,,,,,,,,,10005.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1543,536.3055812517339,3.498182,,,,,,,,,,,0,11369.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1544,384.1285388578841,3.4983397,,,,,,,,,,,0,12603.273,0,0,0,0,0,0,0,14850.083,0,0,0,0,0,0,0,0,
1545,416.19154760015664,3.49851,,,,,,,,,,,0,0,52207.32,0,0,0,0,0,0,0,0,0,0,0,16916.648,0,0,0,
1546,577.2043644268201,3.498795,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7050.281,0,0,0,0,
1547,133.10131845292827,3.499,,,,3,,,,,,,0,0,68375.97,58296.7,0,54247.184,140214.94,0,0,0,13070.082,11776.959,0,0,0,0,9416.572,0,
1548,994.2236124756963,3.499995,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12026.481,0,0,0,
1549,301.06901205052145,3.5009558,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,35054.55,0,0,0,0,0,
1550,609.1811153966235,3.5009558,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,878327.1,0,0,0,0,0,
1551,487.21484295683325,3.5031161,,,,,,,,,,,0,11485.134,0,0,0,0,0,0,0,0,0,0,81341.336,0,0,0,0,0,
1552,177.09104191847854,3.5038538,,,,0,,,,,,,0,0,0,0,7244.132,0,10602.279,0,0,0,0,0,0,0,0,0,0,0,
1553,603.2987141374799,3.5047908,,,,,,,,,,,0,0,0,24447.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1554,345.1696648756051,3.5050116,,,,0,,,,,,,12145.452,0,0,0,17583.627,0,26127.45,6600.935,0,0,0,0,0,0,0,0,0,0,
1555,137.09616763822953,3.506862,,,,3,,,,,,,0,0,25846.252,33884.684,0,24316.383,61682.15,0,0,0,5443.8535,0,0,0,0,0,0,0,
1556,366.21221621247315,3.5076933,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5492.9097,9412.902,0,0,24989.826,0,0,0,0,
1557,191.1430653019799,3.5088768,,,,3,,,,,,,0,0,173090.72,74144.79,121448.34,98184.53,191603.47,0,0,0,0,0,0,0,0,0,0,0,
1558,869.3427516326891,3.5095074,,,,,,,,,,,0,94106.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1559,891.3243602787882,3.5095074,,,,,,,,,,,0,21699.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1560,535.1082896376843,3.512568,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6252.3286,0,0,
1561,588.3236087731522,3.5185137,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7446.237,0,0,0,0,
1562,549.1240177090888,3.5202348,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,21507.416,0,0,0,0,0,
1563,408.259423692943,3.5215683,,,,,,,,,,,0,0,19415.605,0,0,0,0,0,0,0,0,0,0,0,6502.4688,0,0,0,
1564,153.1274080890619,3.525025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,5644.5674,0,0,0,0,0,0,0,
1565,598.2492287194299,3.5267746,,,,,,,,,,,13901.703,19523.146,0,0,14177.391,0,12217.151,0,0,0,0,0,0,0,8608.446,18028.516,0,0,
1566,350.2171385998737,3.5276232,,,,129,106,[M+NH4]+,,2,1568;1566,332.18329,0,0,0,0,0,0,0,47123.51,0,0,0,0,0,23338.266,0,0,0,0,
1567,333.19039506676853,3.5280652,,,,129,106,[M+H]+,,1,1568,332.18329,0,0,0,0,0,0,0,15123.891,8340.945,0,0,0,0,0,0,0,0,0,
1568,355.1726523514997,3.5280993,,,,129,106,[M+Na]+,,3,1568;1567;1566,332.18329,0,0,0,0,0,0,0,204996.4,165121.81,38199.33,40085.566,0,0,126892.445,0,24393.254,41596.727,0,
1569,830.2555999151729,3.5295486,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6131.0923,0,8126.6157,0,0,0,0,0,
1570,371.14631098730104,3.5298302,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,10876.6875,0,0,0,0,
1571,378.2484694554167,3.530262,,,,,,,,,,,0,0,0,0,0,0,0,0,0,46794.926,17241.805,0,0,72005.43,0,0,0,0,
1572,485.199661360784,3.5309348,,,,,,,,,,,0,0,0,0,0,6159.5264,0,0,0,0,0,0,0,0,0,0,0,0,
1573,409.0896342693814,3.5312119,,,,,,,,,,,0,0,15948.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1574,417.1949190804529,3.5312119,,,,,,,,,,,0,0,10344.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1575,388.1600161313358,3.5312595,,,,140,107,[M+H]+,,2,1576;1575,387.1528,0,84665.99,438300.03,150055.89,0,0,0,0,29643.15,0,0,0,0,6067.754,0,0,0,0,
1576,393.1155299257685,3.5319178,,,,140,107,[M-NH3+Na]+,,2,1576;1575,387.1528,0,21808.836,103446.26,21302.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1577,322.1285119061614,3.5340722,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,9170.58,0,0,0,0,0,
1578,327.15921498413303,3.5345345,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24359.023,0,0,0,
1579,363.1802690762024,3.5345345,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6296.7583,0,0,0,
1580,512.2494578200451,3.5345345,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53765.96,0,0,0,
1581,517.2047306380533,3.5345345,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12476.438,0,0,0,
1582,137.05979974281064,3.5369384,,,,,,,,,,,0,0,0,58387.098,52173.945,0,85142.5,0,0,28419.455,26359.055,0,19129.873,0,38631.742,34132.875,0,0,
1583,547.2152996213446,3.5434742,,,,,,,,,,,7546.532,0,0,0,0,0,9100.371,0,0,0,0,0,0,0,0,0,0,0,
1584,620.3069704788032,3.5446613,,,,,,,,,,,0,9453.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1585,436.2908933955987,3.5452645,,,,,,,,,,,0,0,0,0,0,0,10697.455,0,0,0,0,0,3304.4692,0,0,0,0,0,
1586,542.2599215025047,3.546735,,,,,,,,,,,6418.9517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1587,415.2303065110319,3.552152,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10036.203,0,0,0,0,0,0,
1588,289.1546973811902,3.5529134,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7311.267,0,0,
1589,480.18673991971605,3.552899,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27153.314,0,0,0,
1590,508.2178328982937,3.552899,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11205.148,0,0,0,
1591,596.3276546017561,3.555784,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,6505.2583,0,0,0,0,
1592,601.2831934298265,3.555784,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7159.9873,0,0,0,0,
1593,289.1645386791325,3.556132,,,,,,,,,,,0,16473.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1594,311.14646813187085,3.556132,,,,,,,,,,,0,31452.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1595,334.22251376622853,3.556132,,,,,,,,,,,0,9516.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1596,603.2049671234302,3.5569322,,,,,,,,,,,14332.83,0,0,0,17378.93,5903.2417,17409.123,0,0,0,6188.9526,0,0,0,12512.245,0,4014.4668,0,
1597,429.1522000684714,3.5599577,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5949.069,0,0,0,0,0,0,0,0,
1598,469.2050837217553,3.5625904,,,,,,,,,,,0,14123.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1599,289.128317122143,3.5650039,,,,,,,,,,,0,9530.09,0,8666.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1600,373.1833777692715,3.5659258,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,23903.305,0,0,0,0,
1601,783.2395194596629,3.5663154,,,,,,,,,,,0,0,8082.771,0,0,0,58165.055,0,0,0,0,0,0,0,0,0,0,0,
1602,525.2308102146241,3.566993,,,,,,,,,,,0,0,0,0,0,0,0,0,6533.6313,0,0,8277.222,0,14719.487,0,0,0,0,
1603,520.275631316521,3.5680761,,,,,,,,,,,0,0,0,0,0,0,0,0,7354.2812,0,0,0,0,12967.964,0,0,0,0,
1604,520.2335867901309,3.568162,,,,,,,,,,,0,0,0,69668.34,0,0,0,0,21834.605,0,0,80139.65,0,0,0,0,24567.77,0,
1605,573.1938450699838,3.5681777,,,,,,,,,,,0,12602.081,0,0,0,0,0,0,0,0,0,0,0,0,20685.086,0,0,0,
1606,409.1835376884899,3.5682838,,,,,,,,,,,163170.53,0,93503.91,149350.39,0,0,0,22638.516,56755.633,29000.219,44651.098,0,22904.982,0,23992.406,34740.74,23735.01,0,
1607,627.2411838113051,3.5685704,,,,,,,,,,,0,0,0,0,18929.996,30569.512,31267.494,64317.37,30811.424,0,16088.894,0,0,42410.926,0,0,0,0,
1608,413.214620301029,3.5690289,,,,,,,,,,,26897.348,0,60351.875,0,0,0,0,0,0,0,0,0,73353.95,0,0,0,0,0,
1609,602.2961031758814,3.5712533,,,,,,,,,,,17022.36,0,0,0,20816.145,0,26148.6,0,0,0,0,0,13991.518,0,0,0,0,0,
1610,575.2315369909915,3.5736032,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,9752.426,0,0,0,0,0,
1611,579.2201990789722,3.5738816,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,26755.111,0,0,0,12386.243,0,
1612,511.1212967448856,3.5788343,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12521.088,0,0,
1613,506.16605104877294,3.5796726,,,,197,109,[M+NH4]+,,2,1613;1614,488.13213,0,0,20152.371,0,19350.395,0,37508.16,0,0,16544.068,0,0,0,0,17832.268,43939.977,0,0,
1614,489.13931073747653,3.5804415,,,,197,109,[M+H]+,,1,1613,488.13213,0,0,0,0,5073.4805,0,10490.881,0,0,0,0,0,0,0,0,12159.88,0,0,
1615,431.1917487204345,3.583959,,,,,,,,,,,0,0,0,5438.5913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1616,626.244584064745,3.583959,,,,,,,,,,,0,0,0,5602.1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1617,448.2180012448828,3.585939,,,,,,,,,,,0,158364.53,0,0,0,20979.08,0,0,0,0,21221.814,76781.83,0,0,0,0,20656.373,0,
1618,565.1192006674526,3.5892758,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,9593.408,0,0,0,0,0,
1619,409.1459800644501,3.5897565,,,,,,,,,,,0,57173.902,0,0,4020.568,0,0,0,0,0,0,0,0,0,0,0,0,0,
1620,426.19736757189116,3.5910316,,,,,,,,,,,0,0,0,0,0,0,38168.316,0,0,0,0,0,0,0,0,0,0,0,
1621,431.1507727145017,3.5910316,,,,,,,,,,,0,0,0,0,0,0,16150.08,0,0,0,0,0,0,0,0,0,0,0,
1622,390.21242713295084,3.5950546,,,,,,,,,,,5854.3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5547.981,0,
1623,431.1680798061001,3.6032205,,,,,,,,,,,0,0,0,0,0,0,0,15128.505,0,0,0,0,0,8660.43,0,0,0,0,
1624,497.1756337325617,3.608074,,,,,,,,,,,0,0,8268.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1625,568.2384910937982,3.608074,,,,,,,,,,,0,0,117486.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1626,257.13838268923115,3.6115713,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7682.551,0,0,0,0,
1627,383.1678528100906,3.6129596,,,,,,,,,,,0,32067.266,0,0,9169.851,0,11743.477,0,24914.93,10939.757,6221.982,0,0,24987.736,0,0,0,0,
1628,401.2621083725713,3.6130579,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4899.874,0,0,0,0,0,0,0,
1629,225.11212400633406,3.6137526,,,,,,,,,,,0,21316.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1630,404.19149203070737,3.6137526,,,,,,,,,,,0,69204.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1631,371.13127652730543,3.6166008,,,,195,110,[M+Na]+,,2,1631;1637,348.14217,0,31437.404,14172.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1632,390.24897990203266,3.61704,,,,,,,,,,,6664.3555,0,0,0,0,0,24178.469,8596.547,0,0,12255.752,93040.336,0,18840.963,0,0,7063.643,0,
1633,374.2258238779398,3.6170757,,,,,,,,,,,0,0,0,26628.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1634,388.23310414927784,3.6170757,,,,,,,,,,,0,0,0,13931.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1635,767.4190178651908,3.6178179,,,,50,112,[2M+Na]+,,2,1639;1635,372.215,34519.844,35634.266,0,0,0,59580.305,17646.873,0,0,0,0,0,0,0,0,0,0,0,
1636,647.2314223269387,3.6178796,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10786.11,0,0,
1637,366.17610453824716,3.6179187,,,,195,110,[M+NH4]+,,2,1631;1637,348.14217,22697.56,193266.62,74566.11,0,0,0,0,0,0,22960.389,0,0,0,0,0,15169.261,0,0,
1638,404.2642899511522,3.618028,,,,,,,,,,,0,0,0,0,0,5990.7964,0,0,0,0,0,0,0,0,0,0,0,0,
1639,373.2223973098213,3.6187599,,,,50,112,[M+H]+,,3,1644;1639;1635,372.215,455492.1,677195.94,0,0,79409.734,632608.0,285005.7,95883.2,97290.71,0,29267.34,30046.014,0,72671.21,0,0,18224.768,0,
1640,135.11700839404702,3.6191728,,,,50,,,,,,,19867.879,0,0,0,0,31064.477,14804.025,0,0,0,0,0,0,0,0,0,0,0,
1641,418.2800588276174,3.619481,,,,50,,,,,,,0,276368.06,27858.107,0,60628.87,301960.4,176526.11,64263.523,0,0,23701.037,0,0,0,0,0,14176.642,0,
1642,375.22818920248596,3.6196363,,,,,,,,,,,14081.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1643,270.0975042370093,3.6198542,,,,,,,,,,,0,0,0,0,0,0,35605.83,0,0,0,0,0,0,0,0,0,0,0,
1644,395.20421069481813,3.621047,,,,50,112,[M+Na]+,,2,1639;1644,372.215,186807.02,201303.25,0,105659.234,52930.1,262436.38,165751.38,0,0,0,47294.152,0,0,0,0,0,31247.873,0,
1645,204.0657011913794,3.622684,,,,,,,,,,,0,0,0,0,0,0,0,0,0,12115.745,0,0,0,0,0,29421.578,0,0,
1646,476.21322695127384,3.6228762,,,,2,113,[M+H]+,,2,1646;1649,475.20578,254324.69,0,0,0,0,0,14974.683,0,0,0,73840.805,0,0,0,0,0,58998.89,0,
1647,504.2441347234385,3.6238835,,,,2,,,,,,,20017.1,0,0,0,0,0,0,0,0,0,6679.442,0,0,0,0,0,5539.9775,0,
1648,291.1260150278172,3.624765,,,,,,,,,,,0,97941.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1649,481.16828426604366,3.626051,,,,2,113,[M-NH3+Na]+,,2,1646;1649,475.20578,105636.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38984.395,0,
1650,411.1778332548368,3.6261904,,,,,,,,,,,0,0,0,7941.8804,0,0,0,7988.5596,7688.6396,0,0,0,0,0,0,0,0,0,
1651,321.18111901143254,3.6281817,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210.701,0,0,
1652,368.2280097152409,3.6323733,,,,,,,,,,,0,0,0,0,0,0,0,8331.9375,0,0,0,0,0,0,0,0,0,0,
1653,219.10155816993424,3.6381733,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42288.812,0,0,0,
1654,596.3643836883009,3.6405962,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13264.41,0,0,
1655,433.20411920671495,3.6413145,,,,,,,,,,,0,0,0,18697.307,0,0,131319.36,0,44472.766,0,0,0,0,0,0,0,0,0,
1656,568.332747360516,3.6426258,,,,10,115,[M+H]+,,2,1656;1679,567.32552,0,0,10554.659,0,0,0,0,6472.168,16600.861,22746.85,0,0,0,11104.304,0,58157.594,0,0,
1657,193.15883357104312,3.6435802,,,,50,,,,,,,59946.574,88290.945,0,0,11551.57,84968.85,42554.973,0,14102.431,0,0,0,0,0,15635.115,0,5871.4243,0,
1658,441.173158787582,3.6470478,,,,,,,,,,,0,0,0,0,0,0,12748.09,0,0,0,0,0,0,0,0,0,0,0,
1659,945.266004656337,3.6470478,,,,,,,,,,,0,0,0,0,0,0,154963.45,0,0,0,0,0,0,0,0,0,0,0,
1660,967.2483490299574,3.6470478,,,,,,,,,,,0,0,0,0,0,0,5691.0005,0,0,0,0,0,0,0,0,0,0,0,
1661,504.1138918817605,3.650642,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111597.45,0,0,0,
1662,175.1482578984062,3.6517513,,,,50,,,,,,,0,0,0,0,0,27551.725,14579.707,0,0,5343.282,0,0,0,0,0,0,0,0,
1663,660.2499959084307,3.6617131,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5675.879,0,0,0,0,0,0,0,0,
1664,480.1491727681007,3.6619651,,,,,,,,,,,0,0,15011.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1665,526.3221993669242,3.6624503,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6367.777,0,0,
1666,287.05507224049575,3.6628003,,,,101,,,,,,,0,0,0,0,0,0,1747078.0,0,0,0,0,0,0,0,0,0,22849.387,0,
1667,433.1132647415233,3.6628444,,,,101,117,[M+H]+,,2,1667;1670,432.10589,0,0,0,0,0,0,3531592.2,0,0,0,44978.645,0,0,0,0,0,43853.035,0,
1668,433.1490165450433,3.662928,,,,,,,,,,,0,0,0,0,0,0,0,0,6361.147,0,0,0,0,0,0,0,0,0,
1669,450.1757157422189,3.662928,,,,,,,,,,,0,0,0,0,0,0,0,0,31922.96,0,0,0,0,0,0,0,0,0,
1670,455.09500428907,3.666486,,,,101,117,[M+Na]+,,2,1667;1670,432.10589,0,0,0,0,0,0,218423.97,0,0,0,8684.853,0,0,0,0,0,8624.053,0,
1671,526.2495543479816,3.6671534,,,,,,,,,,,0,0,0,0,0,0,0,11149.298,0,0,0,0,0,23772.844,0,0,0,0,
1672,718.3069278662082,3.6672585,,,,,,,,,,,0,0,0,14918.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1673,233.15344080520185,3.6674478,,,,,,,,,,,0,6085.3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1674,561.2519092768364,3.6687808,,,,145,118,[M+Na]+,,2,1674;1676,538.26268,24182.004,0,0,0,0,0,0,0,0,0,22267.062,0,0,10202.154,0,0,6747.428,0,
1675,621.1819097653873,3.669154,,,,,,,,,,,0,0,0,0,0,0,63473.926,0,0,0,0,0,0,0,0,0,0,0,
1676,556.2964903982718,3.6711593,,,,145,118,[M+NH4]+,,2,1674;1676,538.26268,35633.66,0,0,0,0,0,0,6274.6055,0,0,26132.664,0,0,15403.051,0,0,8166.9175,0,
1677,428.2491233725635,3.678961,,,,6,120,[M+H]+,,2,1677;1690,427.24181,5114.626,0,0,139992.1,0,5036.781,426326.25,0,207406.67,0,0,12381.109,0,0,547419.8,0,0,0,
1678,766.3276629077423,3.681812,,,,,,,,,,,12251.074,0,0,24805.873,0,0,10667.058,0,0,0,0,0,0,0,0,0,0,0,
1679,573.2882316386956,3.6855612,,,,10,115,[M-NH3+Na]+,,2,1656;1679,567.32552,0,0,104609.98,0,0,0,0,8796.538,23404.475,31379.2,8860.688,0,32130.945,19274.05,12075.798,85754.06,0,0,
1680,769.267728340766,3.6857452,,,,,,,,,,,0,0,9748.062,0,0,0,16926.56,13272.6,0,0,0,0,0,0,0,0,0,0,
1681,439.1579411052264,3.6867497,,,,,,,,,,,0,0,0,0,0,0,17203.854,0,0,0,0,0,0,0,0,0,0,0,
1682,255.15670135590713,3.6883132,,,,,,,,,,,6836.042,0,0,0,0,0,5022.6514,7871.2607,0,0,5966.536,0,0,8084.909,0,0,0,0,
1683,335.16011800804614,3.688995,,,,,,,,,,,24525.594,24813.291,0,18248.625,13211.025,0,13933.305,12754.91,10030.4375,0,10682.945,0,0,10552.505,0,0,10086.032,0,
1684,357.14250747848837,3.6910257,,,,,,,,,,,0,10600.46,0,0,0,0,5926.3267,0,0,0,0,0,0,0,0,0,0,0,
1685,476.24909946584046,3.6933126,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19688.746,7970.1963,0,0,
