ATTRIBUTE_genus	ATTRIBUTE_localisation	ATTRIBUTE_species	Annotated Adduct Features ID	Best Ion	Correlated Features Group ID	G1	G2	G3	G4	G5	G6	GNPSGROUP:BK	GNPSGROUP:Clematis	GNPSGROUP:Clematis alpina	GNPSGROUP:Clematis chinensis	GNPSGROUP:Clematis flammula	GNPSGROUP:Clematis heracleifolia	GNPSGROUP:Clematis koreana	GNPSGROUP:Clematis recta	GNPSGROUP:Clematis tangutica	GNPSGROUP:Clematis terniflora	GNPSGROUP:Clematis vitalba	GNPSGROUP:Clematis viticella	GNPSGROUP:Euonymus	GNPSGROUP:Euonymus alatus	GNPSGROUP:Euonymus europaeus	GNPSGROUP:Euonymus fortunei	GNPSGROUP:Lonicera	GNPSGROUP:Lonicera alpigena	GNPSGROUP:Lonicera caerulea	GNPSGROUP:Lonicera caprifolium	GNPSGROUP:Lonicera caucasica	GNPSGROUP:Lonicera etrusca	GNPSGROUP:Lonicera implexa	GNPSGROUP:Lonicera japonica	GNPSGROUP:Lonicera kamtschatica	GNPSGROUP:Lonicera nigra	GNPSGROUP:Lonicera periclymenum	GNPSGROUP:Lonicera tatarica	GNPSGROUP:Lonicera xylosteum	GNPSGROUP:jbn	GNPSGROUP:jbuf	GNPSGROUP:nan	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	MS2 Verification Comment	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	neutral M mass	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
Euonymus,Clematis	jbuf	Clematis alpina,Euonymus fortunei,Euonymus alatus	193.0	[M+NH4]+	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4144.8103529411765	23487.25866666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103071.94750000001	138929.03	0.0	134429.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25407.871894736843	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2911","main.cluster index_upperinput":"2911"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=126&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	3.5436	3.5436	0	N/A	N/A	482749.566	4	2911	126	332.18344	4	350.2173	1	350.2173	482749.566
Euonymus,Clematis	jbuf,jbn	Clematis chinensis,Euonymus fortunei	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1018.4205882352942	0.0	8656.575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2991.7225	0.0	0.0	11966.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	961.8416666666667	629.8363157894737	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2912","main.cluster index_upperinput":"2912"}	This Node is a Singleton	N/A	N/A	N/A	 	3.5447	3.5447	0	N/A	N/A	29280.04	2	2912	-1	 	2	409.1622	1	409.1622	29280.04
Clematis	jbn	Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	556.0975294117646	0.0	0.0	0.0	0.0	9453.658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	525.2032222222222	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2913","main.cluster index_upperinput":"2913"}	This Node is a Singleton	N/A	N/A	N/A	 	3.5447	3.5447	0	N/A	N/A	9453.658	1	2913	-1	 	1	620.3070	1	620.3070	9453.658
Clematis	jbuf,jbn	Clematis viticella,Clematis chinensis	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	823.6426	0.0	5348.7275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3304.4692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	594.3030555555556	173.91943157894738	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2914","main.cluster index_upperinput":"2914"}	This Node is a Singleton	N/A	N/A	N/A	 	3.5453	3.5453	0	N/A	N/A	14001.9242	2	2914	-1	 	2	436.2909	1	436.2909	14001.9242
Lonicera,Euonymus,Clematis	jbuf,jbn	Lonicera alpigena,Clematis alpina,Clematis vitalba,Lonicera nigra,Lonicera tatarica,Euonymus fortunei,Euonymus alatus,Clematis recta	 	 	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8002.480058823529	24001.809999999998	0.0	0.0	0.0	0.0	5747.268333333333	0.0	0.0	23397.463	0.0	344227.95	466029.2	0.0	444853.4	35792.2985	362543.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82123.86	0.0	45885.336	0.0	32683.329222222223	78806.88478947368	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2915","main.cluster index_upperinput":"2915"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=126&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	3.5475	3.5475	0	N/A	N/A	2085630.7369999997	9	2915	126	 	9	378.2485	1	378.2485	2085630.7369999997
Lonicera	jbn	Lonicera nigra	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6601.932125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52815.457	0.0	0.0	0.0	5868.384111111111	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2916","main.cluster index_upperinput":"2916"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=217&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	3.5492	3.5492	0	N/A	N/A	105630.914	1	2916	217	 	1	248.0920	1	248.0920	105630.914
Euonymus,Clematis	jbuf,jbn	Clematis alpina,Euonymus fortunei,Euonymus alatus	193.0	[M+K]+	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	639.8051470588235	3625.5625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36556.7125	51798.298	0.0	42630.254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2817.323888888889	5599.563552631579	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2917","main.cluster index_upperinput":"2917"}	This Node is a Singleton	N/A	N/A	N/A	 	3.5499	3.5499	0	N/A	N/A	157103.5375	4	2917	-1	332.18344	4	371.1466	1	371.1466	157103.5375
Lonicera	jbuf,jbn	Lonicera nigra,Lonicera caucasica	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33039.083750000005	0.0	0.0	0.0	67240.3	0.0	0.0	0.0	0.0	230692.52000000002	0.0	0.0	0.0	22237.171111111114	6755.5926315789475	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2918","main.cluster index_upperinput":"2918"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=217&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	3.5499	3.5499	0	N/A	N/A	528625.3400000001	3	2918	217	 	3	280.1182	1	280.1182	528625.3400000001
Lonicera	jbn	Lonicera caucasica	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3012.5070625	0.0	0.0	0.0	48200.113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2677.7840555555554	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2919","main.cluster index_upperinput":"2919"}	This Node is a Singleton	N/A	N/A	N/A	 	3.5499	3.5499	0	N/A	N/A	48200.113	1	2919	-1	 	1	481.2045	1	481.2045	48200.113
Clematis	jbuf	Clematis vitalba	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	430.0745294117647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3655.6335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	384.80352631578944	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2920","main.cluster index_upperinput":"2920"}	This Node is a Singleton	N/A	N/A	N/A	 	3.5529	3.5529	0	N/A	N/A	7311.267	1	2920	-1	 	1	289.1547	1	289.1547	7311.267
Clematis	jbuf	Clematis heracleifolia	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1597.2537647058823	0.0	0.0	0.0	27153.314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1429.1217894736842	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2921","main.cluster index_upperinput":"2921"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=360&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	3.5529	3.5529	0	N/A	N/A	27153.314	1	2921	360	 	1	480.1867	1	480.1867	27153.314
Clematis	jbuf	Clematis heracleifolia	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	659.1263529411764	0.0	0.0	0.0	11205.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	589.7446315789473	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2922","main.cluster index_upperinput":"2922"}	This Node is a Singleton	N/A	N/A	N/A	 	3.5529	3.5529	0	N/A	N/A	11205.148	1	2922	-1	 	1	508.2178	1	508.2178	11205.148
Lonicera,Euonymus,Clematis	jbuf,jbn	Lonicera kamtschatica,Lonicera caerulea,Clematis flammula,Euonymus fortunei,Clematis recta	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8214.064529411764	0.0	0.0	20979.08	0.0	0.0	39553.339	0.0	0.0	0.0	0.0	37475.3125	0.0	0.0	149901.25	71765.28749999999	0.0	774498.44	0.0	0.0	0.0	0.0	0.0	373746.16	0.0	0.0	0.0	0.0	5431.161666666667	70527.58089473684	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2923","main.cluster index_upperinput":"2923"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=26&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	3.5532	3.5532	0	N/A	N/A	1437784.947	7	2923	26	 	7	448.2179	1	448.2179	1437784.947
Lonicera,Euonymus,Clematis	jbuf	Lonicera nigra,Euonymus fortunei,Lonicera xylosteum,Clematis recta	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	332.0333764705882	0.0	0.0	0.0	0.0	0.0	1881.5224666666666	0.0	0.0	0.0	0.0	57004.2925	0.0	0.0	228017.17	19141.06375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73238.9	0.0	0.0	53259.74	0.0	28416.776705263157	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2924","main.cluster index_upperinput":"2924"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=639&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	Spectral Match to (R)-(+)-Citronellic acid from NIST14	0.716943	 	3.5533	3.5533	0	N/A	CCMSLIB00003139419	539918.7574	4	2924	639	 	4	153.1275	1	153.1275	539918.7574
Clematis	jbn	Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	969.0018235294121	0.0	0.0	0.0	0.0	16473.031000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	915.1683888888892	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2925","main.cluster index_upperinput":"2925"}	This Node is a Singleton	N/A	N/A	N/A	 	3.5561	3.5561	0	N/A	N/A	16473.031000000006	1	2925	-1	 	1	289.1645	1	289.1645	16473.031000000006
Clematis	jbn	Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1850.124117647059	0.0	0.0	0.0	0.0	31452.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1747.3394444444446	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2926","main.cluster index_upperinput":"2926"}	This Node is a Singleton	N/A	N/A	N/A	 	3.5561	3.5561	0	N/A	N/A	31452.11	1	2926	-1	 	1	311.1465	1	311.1465	31452.11
Clematis	jbn	Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	559.7894117647058	0.0	0.0	0.0	0.0	9516.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	528.69	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2927","main.cluster index_upperinput":"2927"}	This Node is a Singleton	N/A	N/A	N/A	 	3.5561	3.5561	0	N/A	N/A	9516.42	1	2927	-1	 	1	334.2225	1	334.2225	9516.42
Euonymus	jbuf,jbn	Euonymus fortunei,Euonymus alatus	 	 	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28196.168000000005	44505.45300000001	0.0	23773.766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2293.850666666667	3762.9136842105268	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2928","main.cluster index_upperinput":"2928"}	This Node is a Singleton	N/A	N/A	N/A	 	3.5565	3.5565	0	N/A	N/A	112784.67200000002	3	2928	-1	 	3	171.1380	1	171.1380	112784.67200000002
Euonymus	jbuf,jbn	Euonymus fortunei,Euonymus alatus	193.0	[2M+Na]+	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8026.575825	9387.498650000001	0.0	13331.306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	657.6822777777778	1066.7380157894738	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2929","main.cluster index_upperinput":"2929"}	This Node is a Singleton	N/A	N/A	N/A	 	3.5565	3.5565	0	N/A	N/A	32106.303300000003	3	2929	-1	332.18344	3	687.3563	1	687.3563	32106.303300000003
Euonymus	jbuf	Euonymus fortunei,Euonymus alatus	 	 	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7005.061125	6618.09375	0.0	14784.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1474.7497105263158	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2930","main.cluster index_upperinput":"2930"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=126&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	3.5566	3.5566	0	N/A	N/A	28020.2445	2	2930	126	 	2	364.2328	1	364.2328	28020.2445
Clematis	jbuf,jbn	Clematis heracleifolia,Clematis flammula,Clematis chinensis,Clematis recta,Clematis terniflora	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4572.928770588235	0.0	17394.0265	5903.2417	12512.245	0.0	3401.1398	0.0	7166.415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3056.8958166666666	1195.5612842105263	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2931","main.cluster index_upperinput":"2931"}	This Node is a Singleton	N/A	N/A	N/A	 	3.5569	3.5569	0	N/A	N/A	77739.7891	7	2931	-1	 	7	603.2050	1	603.2050	77739.7891
Euonymus	jbuf,jbn	Euonymus alatus	 	 	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46679.69500000001	93359.39000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5964.615000000001	4176.616315789474	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2932","main.cluster index_upperinput":"2932"}	This Node is a Singleton	N/A	N/A	N/A	 	3.5575	3.5575	0	N/A	N/A	186718.78000000003	2	2932	-1	 	2	379.2518	1	379.2518	186718.78000000003
Euonymus	jbuf,jbn	Euonymus alatus	 	 	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5393.4615	10786.923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	586.1985555555556	580.1195789473685	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2933","main.cluster index_upperinput":"2933"}	This Node is a Singleton	InChI=1S/C23H24O12/c1-31-15-3-9(4-16(32-2)19(15)27)12-7-11(26)18-13(33-12)5-10(25)6-14(18)34-23-22(30)21(29)20(28)17(8-24)35-23/h3-7,17,20-25,27-30H,8H2,1-2H3/t17-,20-,21+,22-,23-/m1/s1	7-hydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one	0.8542350000000001	 	3.5575	3.5575	0	N/A	CCMSLIB00004717760	21573.846	2	2933	-1	 	2	493.1342	1	493.1342	21573.846
Lonicera,Clematis	jbuf	Lonicera caerulea,Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2062.0323529411767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35054.55	0.0	0.0	0.0	0.0	9453.45625	0.0	151255.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9805.781578947368	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2934","main.cluster index_upperinput":"2934"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=436&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	1S/C16H12O6/c1-21-13-3-2-8(4-10(13)18)14-7-12(20)16-11(19)5-9(17)6-15(16)22-14/h2-7,17-19H,1H3	Diosmetin	0.890631	 	3.5578	3.5578	0	COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	CCMSLIB00010012789	186309.84999999998	2	2934	436	 	2	301.0693	1	301.0693	186309.84999999998
Lonicera,Euonymus,Clematis	jbuf	Euonymus europaeus,Clematis alpina,Lonicera tatarica	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	382.6622529411765	2168.4194333333335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3240.0005	0.0	12960.002	0.0	1113.30625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17812.9	0.0	0.0	1962.0084368421053	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2935","main.cluster index_upperinput":"2935"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=345&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	3.5585	3.5585	0	N/A	N/A	37278.1603	3	2935	345	 	3	596.3275	1	596.3275	37278.1603
Clematis	jbn	Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	830.8145882352941	0.0	0.0	0.0	0.0	14123.848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	784.6582222222222	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2936","main.cluster index_upperinput":"2936"}	This Node is a Singleton	N/A	N/A	N/A	 	3.5626	3.5626	0	N/A	N/A	14123.848	1	2936	-1	 	1	469.2051	1	469.2051	14123.848
Clematis	jbn	Clematis tangutica,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1070.3755294117648	0.0	0.0	0.0	0.0	9530.09	0.0	8666.294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1010.9102222222223	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2937","main.cluster index_upperinput":"2937"}	This Node is a Singleton	N/A	N/A	N/A	 	3.5650	3.5650	0	N/A	N/A	18196.384	2	2937	-1	 	2	289.1283	1	289.1283	18196.384
Clematis	jbuf	Clematis alpina	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1406.0767647058824	7967.768333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1258.0686842105263	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2938","main.cluster index_upperinput":"2938"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=59&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	3.5659	3.5659	0	N/A	N/A	23903.305	1	2938	59	 	1	373.1834	1	373.1834	23903.305
Clematis	jbn	Clematis chinensis,Clematis terniflora	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3896.9309411764707	0.0	29082.5275	0.0	0.0	0.0	0.0	0.0	4041.3855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3680.434777777778	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2939","main.cluster index_upperinput":"2939"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=42&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	3.5663	3.5663	0	N/A	N/A	66247.826	2	2939	42	 	2	783.2395	1	783.2395	66247.826
Clematis	jbuf,jbn	Clematis alpina,Clematis recta	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1737.0788411764706	7084.372766666666	0.0	0.0	0.0	0.0	2759.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	822.8251833333334	774.7098421052631	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2940","main.cluster index_upperinput":"2940"}	This Node is a Singleton	N/A	N/A	N/A	 	3.5670	3.5670	0	N/A	N/A	29530.3403	3	2940	-1	 	3	525.2308	1	525.2308	29530.3403
